winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
4,149,104,160,151,167,4,"[11, 12, 0, 11, 15]","[0, 11, 12, 0, 0]","[0, 11, 12, 14, 10]","[10, 0, 11, 12, 11]","[10, 11, 0, 11, 12]","[12, 0, 11, 11, 10]","[0, 10, 0, 10, 10]","[10, 0, 11, 0, 10]","[11, 10, 0, 10, 10]","[10, 10, 11, 0, 10]","[10, 11, 10, 11, 0]","[11, 0, 0, 0, 10]","[10, 0, 0, 10, 0]","[12, 11, 0, 11, 10]","[0, 10, 13, 0, 0]","[0, 10, 13, 12, 11]","[12, 10, 0, 13, 11]","[12, 10, 0, 11, 14]","[10, 12, 0, 13, 13]"
2,129,190,131,96,129,0,"[0, 12, 0, 11, 10]","[10, 0, 13, 12, 0]","[0, 0, 12, 10, 0]","[0, 0, 10, 0, 10]","[10, 10, 12, 0, 13]","[0, 11, 11, 0, 0]","[10, 0, 14, 10, 10]","[11, 0, 0, 10, 10]","[11, 10, 10, 0, 10]","[10, 10, 11, 10, 0]","[0, 11, 10, 11, 10]","[0, 11, 10, 11, 10]","[0, 10, 10, 10, 10]","[0, 12, 10, 12, 11]","[11, 0, 11, 0, 13]","[11, 10, 11, 12, 0]","[0, 0, 11, 0, 12]","[0, 10, 12, 0, 0]","[12, 12, 12, 12, 0]"
2,162,162,145,124,135,1,"[14, 12, 11, 0, 11]","[0, 13, 10, 10, 13]","[11, 12, 11, 13, 0]","[11, 10, 0, 0, 0]","[11, 11, 11, 0, 12]","[12, 11, 10, 11, 0]","[11, 11, 11, 0, 10]","[11, 10, 11, 0, 11]","[0, 10, 10, 11, 10]","[0, 10, 10, 10, 11]","[11, 10, 10, 0, 10]","[0, 10, 10, 11, 0]","[0, 10, 0, 10, 0]","[0, 11, 11, 12, 11]","[0, 0, 10, 11, 11]","[10, 0, 0, 11, 0]","[11, 0, 12, 11, 13]","[11, 11, 0, 14, 12]","[0, 0, 14, 10, 0]"
1,183,102,124,142,126,2,"[11, 14, 11, 0, 14]","[12, 11, 0, 10, 12]","[13, 13, 10, 11, 0]","[0, 13, 0, 0, 0]","[0, 0, 0, 10, 0]","[11, 12, 0, 11, 11]","[10, 11, 0, 10, 11]","[10, 10, 0, 10, 0]","[10, 10, 10, 10, 0]","[10, 0, 10, 10, 11]","[0, 10, 0, 10, 10]","[12, 10, 11, 0, 10]","[0, 10, 0, 0, 11]","[10, 0, 12, 10, 13]","[11, 11, 0, 0, 10]","[11, 12, 0, 0, 0]","[0, 14, 10, 0, 0]","[11, 12, 13, 11, 0]","[0, 10, 15, 11, 13]"
0,145,119,144,149,140,3,"[0, 10, 10, 13, 0]","[10, 12, 13, 0, 10]","[13, 12, 0, 10, 11]","[10, 15, 11, 0, 0]","[0, 0, 0, 0, 11]","[12, 10, 10, 0, 12]","[10, 10, 11, 12, 0]","[10, 10, 10, 11, 0]","[11, 0, 0, 0, 10]","[10, 10, 0, 10, 10]","[10, 10, 11, 10, 0]","[10, 10, 0, 11, 11]","[11, 0, 0, 10, 12]","[0, 13, 10, 12, 10]","[10, 0, 10, 0, 10]","[11, 0, 0, 10, 11]","[11, 12, 11, 11, 0]","[0, 0, 0, 10, 11]","[0, 11, 12, 14, 11]"
1,159,116,137,133,140,4,"[0, 11, 12, 13, 10]","[12, 12, 0, 10, 0]","[10, 0, 0, 11, 0]","[13, 10, 10, 12, 0]","[0, 10, 10, 0, 13]","[12, 11, 10, 10, 0]","[12, 10, 0, 11, 11]","[0, 0, 10, 0, 11]","[11, 10, 0, 11, 10]","[10, 10, 10, 10, 0]","[10, 10, 10, 0, 10]","[0, 10, 10, 12, 10]","[0, 10, 10, 11, 12]","[10, 0, 0, 0, 10]","[0, 11, 12, 12, 10]","[12, 12, 12, 0, 10]","[0, 12, 0, 0, 12]","[10, 10, 0, 14, 11]","[11, 0, 0, 0, 0]"
1,145,92,136,133,123,0,"[12, 0, 13, 11, 13]","[12, 13, 0, 0, 12]","[0, 13, 0, 10, 0]","[0, 13, 0, 10, 0]","[12, 10, 0, 11, 0]","[11, 10, 0, 0, 11]","[0, 0, 0, 10, 11]","[10, 11, 0, 10, 12]","[10, 0, 10, 10, 10]","[10, 10, 10, 10, 0]","[0, 10, 10, 11, 11]","[10, 0, 0, 10, 12]","[10, 11, 11, 0, 10]","[10, 10, 0, 0, 0]","[13, 0, 0, 11, 0]","[13, 10, 0, 11, 10]","[0, 12, 12, 0, 0]","[0, 0, 13, 0, 0]","[0, 12, 13, 11, 11]"
3,141,137,169,156,131,1,"[12, 13, 11, 13, 0]","[0, 11, 14, 12, 11]","[11, 10, 0, 11, 14]","[11, 11, 0, 0, 0]","[11, 12, 11, 10, 0]","[10, 0, 11, 12, 10]","[0, 10, 0, 0, 10]","[0, 10, 11, 10, 10]","[0, 10, 11, 10, 11]","[10, 10, 0, 10, 11]","[10, 10, 10, 0, 10]","[10, 0, 11, 11, 10]","[10, 0, 12, 11, 11]","[13, 0, 0, 10, 0]","[0, 11, 10, 13, 11]","[11, 0, 0, 0, 0]","[11, 0, 13, 12, 0]","[13, 10, 0, 13, 12]","[13, 13, 12, 11, 0]"
3,104,147,181,149,159,2,"[11, 15, 0, 12, 11]","[13, 0, 12, 0, 12]","[11, 12, 12, 11, 0]","[11, 12, 13, 10, 0]","[12, 10, 0, 11, 10]","[0, 0, 0, 12, 10]","[10, 0, 12, 12, 10]","[10, 0, 11, 10, 11]","[0, 0, 0, 11, 10]","[10, 0, 10, 10, 11]","[11, 11, 10, 0, 10]","[0, 10, 11, 0, 10]","[0, 12, 10, 11, 11]","[0, 12, 11, 12, 10]","[13, 0, 12, 10, 11]","[0, 0, 12, 12, 11]","[11, 10, 0, 12, 0]","[13, 0, 11, 12, 0]","[13, 0, 0, 13, 11]"
3,138,138,171,121,132,3,"[0, 11, 15, 11, 12]","[14, 10, 11, 0, 11]","[0, 0, 12, 13, 0]","[0, 10, 13, 0, 0]","[10, 10, 0, 13, 11]","[0, 11, 0, 13, 10]","[0, 11, 11, 11, 10]","[0, 11, 10, 11, 11]","[10, 0, 11, 0, 0]","[10, 10, 0, 11, 10]","[10, 0, 11, 10, 11]","[0, 10, 0, 10, 0]","[0, 10, 0, 0, 10]","[10, 11, 12, 10, 0]","[12, 0, 10, 11, 13]","[12, 10, 11, 11, 0]","[10, 13, 0, 11, 11]","[11, 0, 11, 12, 0]","[12, 0, 0, 13, 12]"
