winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,135,118,163,139,3,"[0, 12, 0, 12]","[10, 15, 0, 0]","[10, 0, 12, 12]","[11, 11, 0, 13]","[12, 11, 12, 0]","[0, 10, 13, 10]","[11, 0, 10, 11]","[10, 0, 10, 10]","[10, 0, 0, 0]","[10, 0, 10, 10]","[11, 0, 10, 11]","[10, 12, 10, 0]","[12, 0, 11, 10]","[11, 11, 0, 12]","[11, 10, 0, 13]","[0, 13, 10, 12]","[0, 0, 0, 13]","[0, 15, 10, 0]","[0, 15, 0, 14]"
1,176,108,113,112,0,"[11, 0, 0, 0]","[12, 13, 0, 0]","[0, 0, 11, 0]","[0, 13, 10, 0]","[11, 11, 0, 12]","[12, 11, 10, 0]","[0, 11, 10, 11]","[0, 10, 0, 10]","[0, 10, 10, 10]","[10, 10, 0, 10]","[10, 11, 10, 11]","[10, 10, 12, 0]","[0, 10, 0, 12]","[11, 11, 0, 12]","[0, 12, 10, 0]","[13, 10, 0, 0]","[0, 11, 14, 12]","[0, 0, 11, 0]","[12, 12, 0, 13]"
2,142,154,109,137,1,"[0, 14, 0, 0]","[14, 13, 0, 12]","[0, 15, 11, 10]","[11, 12, 10, 0]","[0, 0, 12, 12]","[11, 12, 0, 0]","[0, 0, 10, 12]","[10, 0, 10, 0]","[0, 11, 11, 10]","[11, 10, 0, 10]","[10, 10, 11, 11]","[0, 11, 11, 11]","[12, 10, 10, 0]","[11, 12, 0, 10]","[12, 0, 11, 0]","[11, 0, 11, 0]","[0, 0, 12, 11]","[11, 0, 13, 0]","[13, 12, 11, 0]"
1,155,108,80,117,2,"[0, 12, 15, 0]","[14, 11, 11, 0]","[13, 11, 0, 0]","[12, 10, 12, 0]","[0, 11, 10, 13]","[12, 11, 10, 0]","[0, 0, 0, 12]","[10, 0, 10, 12]","[11, 10, 0, 10]","[0, 10, 10, 10]","[0, 0, 10, 0]","[10, 10, 0, 0]","[10, 0, 0, 0]","[0, 0, 10, 0]","[0, 11, 0, 12]","[0, 11, 0, 0]","[0, 13, 10, 0]","[12, 13, 0, 11]","[13, 11, 0, 0]"
3,110,157,159,126,3,"[0, 0, 11, 0]","[14, 0, 11, 11]","[12, 0, 12, 12]","[0, 12, 0, 13]","[11, 0, 0, 0]","[12, 11, 0, 11]","[11, 12, 10, 11]","[0, 10, 0, 11]","[0, 10, 11, 10]","[10, 0, 10, 10]","[10, 0, 0, 0]","[0, 11, 10, 10]","[10, 0, 12, 10]","[10, 11, 12, 0]","[0, 0, 11, 10]","[13, 11, 11, 0]","[0, 12, 13, 13]","[0, 10, 12, 14]","[13, 0, 11, 13]"
2,114,177,160,96,0,"[0, 13, 11, 14]","[0, 14, 0, 0]","[12, 12, 0, 11]","[11, 0, 11, 13]","[0, 0, 12, 0]","[10, 10, 0, 11]","[11, 0, 10, 10]","[11, 0, 10, 11]","[0, 11, 10, 11]","[10, 0, 11, 10]","[10, 0, 10, 11]","[10, 10, 12, 0]","[0, 12, 10, 11]","[11, 0, 11, 12]","[0, 0, 11, 0]","[0, 11, 11, 13]","[0, 11, 13, 12]","[0, 10, 14, 10]","[0, 0, 10, 0]"
3,98,142,153,96,1,"[0, 0, 0, 11]","[0, 0, 0, 12]","[10, 0, 17, 10]","[10, 0, 11, 13]","[11, 11, 0, 10]","[0, 11, 0, 0]","[0, 10, 13, 11]","[0, 0, 10, 11]","[11, 10, 11, 10]","[10, 10, 0, 11]","[10, 11, 10, 11]","[13, 10, 10, 0]","[10, 0, 0, 0]","[0, 13, 11, 10]","[11, 0, 13, 10]","[0, 12, 11, 0]","[0, 0, 15, 10]","[0, 0, 0, 13]","[0, 0, 10, 0]"
0,107,127,97,128,2,"[13, 0, 10, 12]","[10, 0, 16, 10]","[11, 0, 0, 0]","[0, 11, 11, 0]","[0, 0, 0, 10]","[0, 10, 0, 11]","[10, 0, 11, 11]","[10, 0, 0, 0]","[10, 0, 10, 10]","[10, 11, 10, 0]","[0, 11, 11, 10]","[10, 10, 0, 12]","[0, 12, 11, 0]","[11, 11, 0, 0]","[13, 0, 12, 11]","[10, 11, 12, 0]","[0, 10, 0, 0]","[0, 10, 0, 0]","[10, 0, 13, 0]"
1,165,130,157,121,3,"[11, 13, 0, 14]","[12, 0, 0, 0]","[0, 10, 12, 10]","[0, 11, 11, 14]","[0, 0, 0, 10]","[0, 11, 10, 12]","[13, 11, 10, 0]","[13, 10, 0, 10]","[0, 10, 11, 11]","[10, 0, 10, 10]","[0, 11, 10, 10]","[0, 11, 11, 10]","[0, 12, 10, 11]","[11, 10, 0, 13]","[0, 12, 10, 11]","[12, 0, 10, 0]","[11, 12, 15, 0]","[11, 11, 0, 0]","[17, 10, 0, 11]"
0,128,123,118,138,0,"[14, 13, 10, 0]","[12, 0, 0, 0]","[12, 0, 0, 10]","[11, 0, 12, 10]","[0, 0, 11, 11]","[0, 10, 12, 12]","[12, 10, 0, 10]","[0, 10, 11, 0]","[10, 10, 10, 0]","[10, 10, 0, 10]","[10, 10, 0, 11]","[11, 0, 10, 12]","[0, 11, 10, 12]","[0, 0, 0, 10]","[14, 11, 0, 10]","[12, 13, 11, 0]","[0, 0, 13, 0]","[10, 10, 13, 0]","[0, 10, 0, 0]"
2,109,131,124,92,1,"[0, 0, 0, 13]","[13, 0, 12, 13]","[0, 0, 0, 0]","[0, 11, 12, 12]","[0, 10, 0, 0]","[0, 0, 0, 10]","[0, 11, 10, 10]","[0, 10, 11, 10]","[10, 12, 10, 0]","[11, 10, 0, 10]","[10, 0, 10, 11]","[10, 0, 11, 0]","[12, 12, 10, 0]","[13, 0, 10, 10]","[0, 11, 11, 13]","[0, 0, 0, 0]","[13, 11, 12, 0]","[0, 11, 0, 12]","[0, 0, 12, 0]"
3,114,122,150,124,2,"[12, 0, 0, 0]","[0, 12, 12, 14]","[0, 11, 12, 13]","[11, 15, 11, 0]","[0, 0, 0, 11]","[11, 11, 0, 0]","[0, 10, 10, 12]","[11, 11, 0, 10]","[10, 11, 0, 10]","[10, 10, 0, 11]","[11, 0, 10, 11]","[10, 0, 11, 0]","[0, 0, 0, 0]","[0, 11, 12, 10]","[11, 0, 10, 12]","[0, 0, 0, 13]","[15, 0, 11, 11]","[12, 0, 12, 12]","[0, 12, 11, 0]"
1,146,127,80,108,3,"[10, 13, 0, 15]","[14, 11, 12, 0]","[0, 0, 0, 0]","[0, 11, 12, 11]","[0, 13, 10, 0]","[11, 0, 0, 10]","[10, 11, 12, 0]","[0, 10, 0, 0]","[10, 10, 12, 0]","[10, 0, 10, 10]","[11, 10, 10, 0]","[10, 11, 11, 0]","[10, 11, 12, 0]","[0, 10, 0, 12]","[0, 14, 0, 11]","[0, 0, 0, 11]","[0, 11, 14, 0]","[12, 0, 0, 0]","[0, 0, 12, 0]"
2,133,141,136,124,0,"[0, 14, 10, 0]","[0, 11, 14, 0]","[0, 0, 0, 12]","[14, 10, 11, 0]","[11, 12, 0, 13]","[11, 0, 0, 0]","[11, 0, 13, 10]","[10, 10, 11, 12]","[11, 10, 10, 0]","[10, 10, 0, 10]","[0, 10, 0, 0]","[0, 10, 11, 10]","[11, 0, 12, 10]","[0, 0, 11, 0]","[12, 12, 0, 11]","[0, 12, 11, 13]","[11, 0, 0, 11]","[12, 0, 12, 12]","[0, 12, 15, 12]"
2,129,168,104,110,1,"[15, 0, 0, 0]","[0, 10, 13, 13]","[12, 0, 12, 0]","[0, 12, 11, 11]","[0, 0, 0, 11]","[0, 11, 11, 12]","[0, 13, 10, 10]","[12, 10, 11, 0]","[0, 0, 10, 0]","[10, 10, 10, 0]","[10, 11, 10, 11]","[10, 10, 11, 0]","[13, 10, 11, 0]","[0, 0, 0, 10]","[0, 0, 11, 14]","[15, 11, 0, 0]","[0, 0, 15, 12]","[13, 11, 11, 0]","[0, 10, 11, 0]"
3,150,120,168,80,2,"[0, 14, 0, 0]","[13, 12, 11, 0]","[0, 12, 0, 11]","[11, 0, 0, 12]","[10, 11, 12, 13]","[11, 12, 0, 10]","[0, 11, 0, 11]","[0, 10, 0, 11]","[0, 10, 10, 11]","[10, 0, 10, 11]","[12, 0, 10, 10]","[0, 10, 10, 11]","[0, 13, 11, 10]","[0, 11, 0, 0]","[0, 0, 11, 10]","[0, 13, 10, 14]","[0, 0, 0, 11]","[13, 0, 13, 12]","[0, 11, 12, 0]"
2,104,182,157,114,3,"[0, 0, 0, 13]","[14, 11, 14, 10]","[11, 0, 14, 10]","[0, 13, 10, 12]","[12, 10, 0, 10]","[0, 11, 11, 11]","[10, 0, 10, 13]","[12, 10, 10, 0]","[12, 10, 10, 0]","[10, 0, 10, 10]","[0, 12, 10, 10]","[10, 0, 11, 12]","[11, 0, 11, 11]","[0, 0, 0, 13]","[0, 0, 10, 0]","[0, 0, 14, 0]","[0, 15, 12, 10]","[0, 12, 12, 12]","[12, 0, 13, 0]"
3,143,150,153,96,0,"[0, 11, 12, 17]","[11, 13, 14, 11]","[0, 10, 13, 12]","[0, 12, 12, 13]","[0, 0, 12, 0]","[0, 11, 0, 0]","[0, 11, 11, 10]","[10, 10, 0, 10]","[11, 0, 10, 10]","[11, 0, 10, 10]","[10, 10, 11, 0]","[10, 0, 11, 11]","[11, 0, 11, 10]","[0, 10, 12, 11]","[10, 12, 0, 12]","[0, 0, 0, 0]","[0, 12, 0, 0]","[0, 11, 11, 16]","[12, 10, 0, 0]"
2,89,132,121,126,1,"[0, 0, 11, 13]","[0, 0, 0, 11]","[12, 0, 11, 0]","[11, 13, 0, 0]","[0, 0, 0, 11]","[0, 0, 0, 11]","[0, 0, 0, 0]","[11, 10, 10, 0]","[10, 0, 10, 11]","[0, 10, 10, 10]","[10, 10, 11, 0]","[0, 10, 0, 0]","[11, 0, 12, 10]","[12, 0, 11, 10]","[11, 0, 11, 0]","[12, 11, 11, 0]","[11, 14, 13, 10]","[15, 0, 11, 12]","[0, 11, 0, 12]"
2,118,144,130,80,2,"[13, 0, 11, 12]","[0, 11, 14, 12]","[0, 0, 10, 10]","[12, 0, 0, 10]","[0, 11, 11, 11]","[0, 10, 12, 11]","[0, 10, 11, 0]","[0, 0, 0, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[0, 11, 10, 10]","[0, 0, 10, 0]","[0, 11, 10, 10]","[0, 10, 12, 10]","[12, 11, 0, 0]","[10, 0, 0, 0]","[0, 11, 12, 0]","[0, 0, 0, 0]","[13, 12, 0, 14]"
2,103,138,116,116,3,"[0, 0, 11, 10]","[0, 0, 12, 13]","[0, 0, 10, 13]","[0, 0, 11, 0]","[0, 0, 10, 10]","[0, 12, 10, 0]","[10, 0, 10, 0]","[11, 10, 0, 0]","[10, 11, 10, 0]","[10, 0, 10, 10]","[10, 11, 10, 11]","[10, 11, 0, 10]","[11, 10, 0, 13]","[10, 12, 0, 12]","[11, 0, 10, 14]","[12, 0, 11, 0]","[11, 11, 0, 0]","[0, 0, 13, 0]","[0, 15, 0, 0]"
2,137,139,119,138,0,"[0, 15, 11, 10]","[13, 12, 12, 0]","[12, 10, 0, 0]","[12, 12, 10, 0]","[0, 11, 0, 0]","[0, 0, 0, 13]","[10, 0, 13, 10]","[11, 0, 10, 0]","[0, 0, 11, 0]","[10, 10, 0, 10]","[11, 0, 10, 0]","[10, 10, 11, 0]","[0, 10, 12, 11]","[12, 13, 0, 10]","[12, 11, 12, 11]","[12, 0, 0, 11]","[0, 11, 0, 12]","[13, 0, 13, 10]","[0, 12, 14, 11]"
1,120,108,114,99,1,"[0, 0, 12, 0]","[0, 0, 0, 12]","[0, 11, 0, 14]","[0, 11, 11, 12]","[11, 0, 12, 10]","[0, 10, 12, 0]","[0, 10, 0, 0]","[10, 0, 10, 10]","[0, 10, 0, 0]","[10, 10, 0, 11]","[11, 10, 10, 0]","[0, 10, 10, 13]","[12, 0, 10, 11]","[10, 12, 0, 11]","[0, 13, 11, 0]","[12, 13, 10, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 10]"
