winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,113,112,145,152,1,"[13, 0, 0, 0]","[0, 12, 0, 0]","[13, 0, 12, 11]","[10, 0, 0, 0]","[12, 12, 0, 12]","[0, 14, 11, 10]","[11, 0, 0, 11]","[13, 10, 10, 0]","[0, 0, 0, 10]","[10, 10, 0, 11]","[10, 10, 0, 12]","[10, 0, 10, 11]","[13, 0, 10, 10]","[0, 11, 0, 0]","[10, 11, 14, 0]","[0, 12, 11, 11]","[14, 0, 10, 13]","[0, 11, 14, 11]","[13, 0, 10, 12]"
3,102,117,149,112,2,"[13, 0, 12, 11]","[0, 0, 13, 0]","[13, 10, 0, 14]","[0, 0, 10, 0]","[0, 13, 0, 11]","[11, 0, 0, 10]","[0, 12, 0, 0]","[10, 10, 0, 11]","[10, 0, 0, 0]","[10, 10, 10, 0]","[0, 11, 10, 11]","[0, 0, 0, 10]","[10, 11, 0, 12]","[11, 0, 11, 13]","[0, 12, 12, 11]","[11, 0, 11, 12]","[0, 13, 13, 12]","[0, 0, 0, 11]","[13, 0, 15, 0]"
1,154,120,145,127,3,"[0, 16, 10, 14]","[12, 15, 0, 10]","[10, 13, 0, 0]","[11, 13, 0, 11]","[0, 11, 0, 13]","[10, 0, 0, 11]","[0, 10, 10, 12]","[0, 12, 11, 10]","[10, 10, 0, 12]","[11, 0, 10, 10]","[11, 0, 10, 10]","[0, 11, 10, 0]","[10, 11, 0, 10]","[0, 10, 12, 12]","[0, 0, 12, 0]","[0, 10, 11, 0]","[12, 12, 12, 0]","[15, 0, 12, 10]","[15, 0, 0, 0]"
1,141,119,135,108,0,"[0, 13, 12, 12]","[11, 13, 0, 14]","[0, 0, 0, 0]","[0, 10, 0, 0]","[12, 12, 10, 0]","[14, 0, 0, 0]","[0, 0, 0, 10]","[10, 0, 11, 10]","[0, 0, 10, 10]","[11, 0, 10, 10]","[0, 10, 12, 10]","[0, 10, 10, 11]","[12, 10, 10, 0]","[13, 11, 11, 0]","[10, 14, 12, 0]","[0, 10, 0, 15]","[15, 0, 11, 11]","[0, 14, 0, 10]","[0, 14, 0, 12]"
1,188,77,166,101,1,"[0, 14, 0, 12]","[12, 11, 0, 13]","[0, 13, 10, 10]","[0, 13, 13, 10]","[11, 0, 0, 0]","[12, 11, 0, 10]","[0, 12, 11, 10]","[0, 11, 0, 10]","[11, 11, 0, 10]","[0, 11, 10, 10]","[0, 10, 10, 12]","[0, 12, 11, 10]","[11, 0, 0, 0]","[10, 11, 12, 0]","[11, 11, 0, 10]","[0, 11, 0, 0]","[10, 16, 0, 12]","[13, 0, 0, 11]","[0, 10, 0, 16]"
2,87,123,111,108,2,"[12, 10, 0, 0]","[0, 0, 10, 0]","[0, 0, 0, 0]","[10, 0, 12, 0]","[10, 12, 0, 12]","[11, 12, 0, 10]","[10, 0, 12, 10]","[0, 10, 11, 10]","[10, 10, 10, 0]","[10, 10, 11, 0]","[0, 0, 0, 10]","[0, 0, 11, 0]","[0, 11, 10, 11]","[11, 0, 11, 10]","[0, 0, 0, 10]","[10, 0, 12, 12]","[0, 0, 0, 0]","[0, 0, 0, 16]","[14, 12, 13, 0]"
2,88,161,130,112,3,"[11, 0, 16, 0]","[0, 0, 0, 0]","[12, 0, 0, 0]","[10, 0, 13, 12]","[14, 11, 0, 11]","[11, 0, 11, 13]","[0, 11, 11, 11]","[0, 0, 0, 10]","[0, 11, 10, 10]","[0, 10, 11, 10]","[10, 0, 10, 11]","[0, 11, 11, 10]","[0, 0, 11, 0]","[0, 0, 12, 10]","[10, 12, 10, 0]","[11, 0, 0, 10]","[13, 12, 10, 0]","[10, 0, 13, 12]","[0, 10, 12, 0]"
3,98,106,137,136,0,"[13, 11, 0, 14]","[0, 0, 13, 11]","[14, 0, 10, 0]","[11, 0, 10, 13]","[11, 12, 0, 13]","[10, 0, 11, 0]","[13, 10, 0, 10]","[0, 10, 10, 0]","[0, 10, 10, 12]","[11, 0, 10, 10]","[11, 11, 0, 10]","[10, 0, 10, 11]","[0, 10, 0, 0]","[10, 12, 11, 0]","[10, 0, 0, 11]","[0, 12, 0, 0]","[0, 0, 0, 11]","[12, 0, 0, 11]","[0, 0, 11, 0]"
3,127,108,137,117,1,"[14, 13, 0, 10]","[0, 12, 16, 0]","[11, 13, 0, 11]","[12, 0, 13, 10]","[0, 0, 10, 11]","[11, 0, 0, 11]","[0, 10, 0, 0]","[0, 11, 11, 11]","[0, 0, 0, 11]","[11, 10, 0, 10]","[0, 11, 10, 10]","[0, 11, 11, 10]","[12, 10, 0, 10]","[0, 0, 10, 10]","[0, 0, 0, 12]","[10, 0, 0, 0]","[12, 14, 11, 0]","[14, 0, 0, 0]","[10, 12, 16, 0]"
3,96,113,141,103,2,"[12, 0, 0, 0]","[12, 0, 0, 0]","[0, 11, 13, 12]","[11, 0, 12, 11]","[0, 10, 0, 10]","[0, 0, 0, 11]","[11, 0, 11, 10]","[0, 10, 0, 11]","[10, 0, 11, 11]","[10, 11, 10, 0]","[0, 10, 11, 10]","[11, 0, 0, 10]","[0, 11, 0, 0]","[0, 10, 11, 11]","[14, 11, 10, 0]","[0, 0, 12, 11]","[0, 12, 0, 0]","[0, 0, 0, 11]","[12, 0, 12, 12]"
