winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,167,87,155,134,162,0,"[10, 13, 0, 14, 12]","[12, 13, 0, 0, 10]","[0, 0, 0, 11, 11]","[12, 12, 0, 11, 10]","[10, 11, 0, 11, 11]","[0, 11, 10, 12, 11]","[10, 0, 10, 12, 11]","[10, 0, 0, 10, 0]","[0, 10, 11, 11, 10]","[10, 10, 11, 10, 0]","[0, 10, 0, 10, 10]","[10, 0, 0, 10, 10]","[12, 11, 10, 0, 10]","[0, 12, 0, 0, 0]","[0, 11, 13, 11, 11]","[13, 10, 0, 0, 0]","[10, 10, 0, 12, 11]","[0, 12, 12, 10, 13]","[15, 11, 10, 0, 11]"
0,131,140,147,168,153,1,"[11, 13, 0, 14, 11]","[14, 11, 10, 0, 12]","[11, 0, 11, 11, 13]","[11, 12, 13, 11, 0]","[11, 10, 12, 0, 12]","[10, 0, 0, 0, 0]","[12, 10, 0, 11, 11]","[10, 10, 0, 13, 10]","[10, 10, 0, 10, 12]","[0, 11, 10, 10, 10]","[10, 10, 0, 10, 10]","[0, 0, 10, 0, 10]","[11, 0, 10, 10, 0]","[10, 11, 11, 12, 0]","[0, 0, 10, 0, 10]","[12, 0, 11, 13, 10]","[0, 13, 10, 11, 11]","[11, 0, 10, 11, 0]","[14, 10, 12, 0, 11]"
4,82,145,154,114,160,2,"[0, 12, 12, 10, 0]","[0, 0, 12, 11, 0]","[10, 0, 13, 14, 11]","[12, 0, 0, 0, 11]","[0, 0, 10, 0, 11]","[0, 12, 12, 10, 11]","[12, 11, 0, 10, 10]","[11, 10, 10, 0, 10]","[10, 0, 10, 11, 11]","[10, 0, 11, 10, 10]","[0, 0, 0, 10, 10]","[0, 0, 10, 0, 10]","[12, 0, 0, 0, 11]","[0, 11, 11, 10, 0]","[12, 0, 12, 11, 10]","[11, 11, 0, 11, 13]","[0, 15, 12, 11, 10]","[0, 0, 0, 15, 11]","[14, 0, 10, 10, 0]"
3,114,134,147,127,135,3,"[0, 11, 12, 15, 0]","[0, 0, 12, 10, 0]","[10, 10, 12, 0, 15]","[11, 11, 12, 11, 0]","[12, 10, 0, 0, 12]","[10, 10, 0, 11, 12]","[10, 10, 0, 10, 0]","[0, 0, 0, 10, 10]","[10, 0, 10, 11, 11]","[10, 10, 10, 0, 10]","[10, 10, 0, 10, 10]","[10, 0, 10, 0, 10]","[0, 10, 11, 10, 0]","[0, 10, 0, 10, 0]","[12, 0, 11, 12, 0]","[11, 0, 11, 0, 10]","[0, 12, 13, 10, 13]","[11, 0, 10, 17, 10]","[0, 0, 0, 0, 12]"
0,127,107,121,157,97,4,"[14, 10, 11, 14, 0]","[12, 11, 0, 12, 12]","[10, 10, 0, 0, 0]","[10, 11, 11, 0, 0]","[12, 0, 0, 0, 10]","[13, 11, 11, 10, 0]","[11, 0, 10, 11, 11]","[10, 10, 0, 11, 11]","[0, 11, 11, 0, 10]","[10, 10, 10, 10, 0]","[0, 10, 0, 10, 0]","[0, 0, 0, 10, 0]","[11, 0, 0, 0, 10]","[0, 11, 11, 0, 0]","[11, 12, 11, 0, 11]","[10, 0, 11, 12, 12]","[0, 0, 0, 11, 10]","[12, 10, 0, 10, 0]","[11, 0, 10, 0, 0]"
1,176,172,164,100,146,0,"[0, 0, 13, 0, 10]","[12, 14, 13, 10, 0]","[12, 13, 11, 10, 0]","[10, 11, 0, 13, 13]","[0, 11, 13, 10, 11]","[0, 11, 11, 11, 0]","[0, 10, 10, 11, 11]","[0, 10, 10, 10, 11]","[11, 10, 11, 0, 10]","[10, 10, 11, 10, 0]","[0, 11, 10, 10, 10]","[0, 0, 10, 11, 0]","[0, 11, 0, 10, 10]","[0, 10, 0, 13, 0]","[11, 11, 0, 11, 13]","[0, 11, 11, 12, 10]","[10, 0, 12, 12, 12]","[11, 11, 15, 0, 12]","[13, 11, 11, 0, 13]"
3,143,112,167,128,107,1,"[0, 11, 14, 10, 11]","[10, 0, 0, 0, 12]","[0, 12, 0, 0, 0]","[11, 0, 0, 11, 0]","[13, 11, 0, 10, 0]","[11, 0, 0, 10, 0]","[0, 10, 13, 11, 10]","[0, 11, 11, 10, 11]","[0, 11, 10, 11, 10]","[10, 10, 11, 10, 0]","[0, 10, 10, 10, 11]","[10, 12, 0, 11, 10]","[10, 10, 10, 11, 0]","[10, 0, 11, 0, 11]","[11, 0, 11, 10, 11]","[0, 0, 0, 13, 10]","[10, 12, 11, 14, 0]","[11, 10, 0, 15, 0]","[11, 13, 0, 0, 0]"
2,109,153,91,151,119,2,"[10, 12, 0, 13, 13]","[12, 0, 0, 0, 11]","[10, 12, 0, 0, 11]","[11, 0, 12, 10, 0]","[10, 0, 11, 0, 0]","[0, 0, 11, 11, 0]","[11, 10, 11, 0, 11]","[0, 11, 11, 0, 0]","[0, 0, 0, 10, 10]","[10, 10, 11, 0, 10]","[11, 0, 10, 10, 11]","[10, 12, 10, 0, 10]","[11, 0, 10, 0, 0]","[0, 0, 11, 12, 10]","[11, 10, 11, 0, 0]","[12, 10, 10, 13, 0]","[0, 10, 0, 0, 12]","[11, 12, 12, 0, 10]","[11, 0, 12, 12, 0]"
3,157,76,169,165,138,3,"[0, 13, 14, 11, 11]","[11, 13, 0, 0, 0]","[13, 11, 0, 11, 11]","[0, 11, 11, 13, 11]","[10, 0, 0, 12, 0]","[12, 0, 10, 11, 12]","[10, 0, 11, 11, 10]","[0, 0, 10, 0, 0]","[10, 11, 0, 10, 11]","[10, 10, 0, 10, 11]","[11, 10, 10, 0, 10]","[10, 11, 0, 0, 0]","[10, 0, 10, 11, 0]","[11, 11, 0, 10, 13]","[12, 11, 0, 10, 13]","[0, 11, 0, 11, 0]","[10, 13, 0, 13, 12]","[12, 10, 0, 13, 13]","[13, 11, 0, 12, 0]"
1,158,135,135,114,106,4,"[0, 15, 10, 12, 0]","[0, 11, 12, 11, 13]","[11, 11, 10, 0, 0]","[13, 10, 11, 11, 0]","[11, 10, 0, 0, 0]","[11, 13, 0, 10, 10]","[12, 11, 10, 0, 10]","[10, 11, 0, 12, 10]","[10, 0, 0, 10, 0]","[10, 10, 11, 0, 10]","[11, 10, 11, 10, 0]","[0, 10, 10, 0, 0]","[0, 12, 10, 12, 10]","[0, 13, 10, 0, 10]","[0, 0, 10, 11, 12]","[0, 0, 10, 12, 0]","[15, 0, 0, 11, 10]","[0, 11, 0, 13, 11]","[0, 0, 10, 0, 0]"
