seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
20010,1,152,138,138,128,2,"[10, 15, 0, 14]","[13, 10, 0, 0]","[0, 12, 12, 13]","[0, 0, 12, 0]","[0, 13, 12, 10]","[10, 12, 12, 0]","[10, 11, 0, 13]","[0, 11, 11, 11]","[10, 11, 10, 0]","[0, 10, 11, 10]","[10, 0, 10, 10]","[0, 11, 0, 10]","[10, 11, 0, 11]","[12, 0, 0, 10]","[10, 14, 10, 0]","[13, 0, 12, 0]","[10, 0, 14, 13]","[0, 11, 0, 0]","[10, 0, 12, 13]"
20011,0,162,100,70,188,3,"[10, 14, 11, 0]","[11, 11, 0, 0]","[13, 0, 0, 0]","[12, 10, 0, 13]","[11, 13, 0, 11]","[11, 0, 0, 0]","[11, 10, 11, 0]","[0, 11, 11, 10]","[11, 0, 0, 0]","[10, 11, 10, 0]","[10, 11, 10, 0]","[10, 12, 10, 0]","[0, 11, 11, 11]","[12, 0, 0, 0]","[11, 0, 12, 12]","[11, 11, 0, 13]","[12, 12, 0, 0]","[11, 13, 14, 0]","[11, 12, 0, 0]"
20012,1,135,111,95,110,0,"[0, 12, 14, 0]","[10, 12, 0, 0]","[13, 11, 0, 12]","[0, 11, 12, 0]","[0, 11, 10, 0]","[11, 0, 11, 12]","[0, 0, 0, 10]","[11, 0, 10, 10]","[11, 10, 10, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 10, 10]","[10, 0, 0, 0]","[0, 12, 0, 0]","[11, 11, 11, 0]","[13, 11, 0, 0]","[0, 14, 0, 10]","[0, 0, 13, 11]","[0, 0, 0, 0]"
20013,1,142,92,122,97,1,"[13, 11, 0, 16]","[0, 0, 0, 0]","[0, 0, 12, 0]","[0, 0, 12, 0]","[0, 12, 0, 0]","[11, 12, 0, 12]","[0, 0, 11, 10]","[11, 11, 11, 0]","[10, 11, 0, 10]","[10, 10, 0, 10]","[10, 11, 0, 11]","[0, 10, 0, 10]","[10, 0, 11, 12]","[10, 0, 0, 10]","[0, 14, 12, 10]","[0, 14, 11, 0]","[0, 0, 0, 11]","[12, 14, 12, 0]","[0, 12, 0, 0]"
20014,1,158,113,129,130,2,"[10, 0, 17, 0]","[0, 11, 11, 12]","[0, 12, 0, 0]","[13, 13, 11, 0]","[0, 12, 12, 10]","[13, 11, 10, 0]","[12, 11, 10, 0]","[10, 11, 0, 10]","[10, 0, 11, 10]","[10, 10, 0, 10]","[0, 10, 10, 10]","[0, 10, 10, 12]","[0, 0, 0, 10]","[11, 12, 0, 10]","[12, 11, 0, 0]","[0, 0, 0, 0]","[15, 12, 0, 11]","[0, 12, 11, 13]","[14, 0, 0, 11]"
20015,2,147,149,100,146,3,"[0, 11, 12, 11]","[0, 14, 11, 13]","[14, 10, 0, 0]","[0, 15, 0, 10]","[11, 11, 12, 0]","[12, 11, 11, 0]","[12, 0, 10, 11]","[10, 0, 11, 0]","[10, 0, 10, 0]","[10, 10, 10, 0]","[11, 10, 0, 11]","[0, 10, 10, 11]","[11, 0, 13, 10]","[11, 10, 13, 0]","[11, 12, 0, 11]","[0, 11, 0, 0]","[11, 12, 0, 0]","[12, 0, 14, 12]","[0, 0, 12, 0]"
20016,2,103,142,109,135,0,"[12, 13, 13, 0]","[12, 0, 0, 0]","[11, 0, 13, 10]","[0, 12, 10, 13]","[11, 12, 11, 0]","[0, 10, 11, 11]","[10, 0, 0, 0]","[0, 0, 0, 10]","[11, 0, 10, 11]","[0, 10, 10, 11]","[10, 0, 10, 11]","[0, 11, 10, 10]","[0, 10, 0, 0]","[10, 0, 0, 0]","[12, 0, 10, 0]","[12, 0, 10, 12]","[14, 12, 0, 10]","[10, 13, 11, 0]","[0, 0, 13, 0]"
20017,0,91,112,108,150,1,"[0, 13, 12, 11]","[15, 0, 12, 0]","[15, 0, 0, 0]","[14, 0, 11, 10]","[0, 0, 10, 0]","[10, 14, 0, 11]","[0, 0, 0, 11]","[10, 10, 0, 0]","[12, 10, 10, 0]","[10, 0, 10, 10]","[11, 11, 10, 10]","[11, 10, 0, 11]","[10, 0, 0, 0]","[0, 10, 10, 13]","[0, 0, 0, 10]","[11, 13, 12, 0]","[10, 0, 0, 11]","[11, 0, 0, 0]","[0, 0, 15, 0]"
20018,0,150,122,90,151,2,"[13, 13, 0, 14]","[14, 12, 13, 0]","[0, 0, 11, 0]","[12, 11, 0, 12]","[11, 0, 0, 0]","[11, 0, 10, 0]","[0, 12, 10, 11]","[0, 10, 0, 0]","[11, 0, 10, 11]","[11, 10, 0, 10]","[10, 11, 10, 0]","[0, 10, 11, 11]","[10, 11, 10, 0]","[13, 11, 0, 10]","[10, 13, 0, 0]","[12, 11, 0, 0]","[0, 0, 13, 0]","[0, 15, 11, 0]","[13, 0, 13, 11]"
20019,0,133,145,146,149,3,"[12, 0, 14, 11]","[0, 12, 11, 11]","[13, 13, 10, 0]","[13, 11, 0, 11]","[12, 0, 0, 0]","[11, 0, 10, 13]","[0, 10, 0, 0]","[10, 0, 10, 12]","[10, 0, 10, 11]","[0, 10, 10, 10]","[0, 11, 10, 11]","[11, 0, 0, 10]","[10, 11, 10, 0]","[11, 11, 11, 0]","[0, 11, 13, 10]","[12, 0, 12, 12]","[12, 10, 14, 12]","[0, 10, 0, 12]","[12, 13, 0, 0]"
20020,1,163,160,122,145,0,"[10, 15, 13, 0]","[14, 0, 12, 12]","[10, 14, 13, 0]","[10, 15, 11, 0]","[12, 11, 12, 0]","[13, 11, 0, 0]","[0, 10, 11, 12]","[0, 0, 11, 0]","[10, 11, 10, 11]","[0, 10, 10, 11]","[0, 11, 10, 0]","[10, 11, 0, 10]","[11, 10, 0, 10]","[10, 0, 11, 13]","[0, 10, 12, 11]","[0, 0, 11, 10]","[10, 0, 0, 11]","[13, 12, 13, 11]","[12, 12, 0, 0]"
20021,0,113,111,91,170,1,"[15, 0, 11, 0]","[11, 0, 13, 14]","[0, 0, 0, 0]","[0, 0, 0, 0]","[13, 11, 11, 0]","[11, 13, 10, 0]","[10, 11, 0, 0]","[11, 10, 11, 0]","[10, 10, 0, 0]","[10, 10, 0, 10]","[10, 0, 11, 11]","[10, 12, 10, 0]","[11, 0, 0, 12]","[10, 10, 0, 10]","[0, 13, 11, 11]","[13, 0, 12, 10]","[12, 0, 0, 13]","[13, 13, 11, 0]","[0, 0, 0, 0]"
20022,0,141,110,156,168,2,"[10, 16, 12, 0]","[11, 0, 13, 12]","[14, 11, 0, 12]","[0, 0, 10, 13]","[11, 11, 0, 11]","[12, 0, 0, 0]","[0, 11, 10, 10]","[10, 10, 0, 11]","[10, 10, 0, 10]","[10, 11, 10, 0]","[0, 10, 12, 10]","[10, 0, 10, 12]","[13, 11, 10, 0]","[11, 13, 0, 10]","[11, 0, 0, 10]","[10, 13, 0, 12]","[13, 14, 11, 0]","[12, 0, 0, 13]","[0, 0, 12, 10]"
20023,0,104,150,157,159,3,"[14, 14, 11, 0]","[14, 0, 11, 0]","[0, 10, 0, 14]","[10, 0, 0, 0]","[11, 11, 0, 12]","[12, 11, 0, 12]","[12, 11, 10, 11]","[11, 0, 10, 11]","[10, 0, 11, 11]","[10, 0, 10, 10]","[11, 10, 10, 0]","[11, 0, 10, 11]","[0, 12, 11, 10]","[10, 0, 11, 11]","[0, 0, 10, 10]","[0, 12, 11, 12]","[11, 0, 0, 0]","[12, 0, 11, 11]","[0, 13, 13, 11]"
20024,1,167,101,132,108,0,"[0, 16, 11, 10]","[12, 14, 0, 13]","[0, 12, 0, 0]","[0, 15, 0, 11]","[10, 13, 0, 0]","[0, 12, 12, 10]","[10, 11, 0, 10]","[10, 0, 10, 0]","[10, 10, 0, 0]","[0, 10, 10, 10]","[10, 10, 0, 11]","[10, 0, 10, 0]","[10, 0, 12, 12]","[0, 10, 12, 11]","[0, 11, 12, 11]","[0, 0, 0, 0]","[0, 12, 12, 11]","[15, 11, 0, 0]","[11, 0, 0, 12]"
20025,1,167,122,118,123,1,"[0, 11, 12, 14]","[0, 10, 0, 12]","[11, 12, 0, 12]","[12, 11, 0, 14]","[0, 11, 11, 0]","[0, 0, 0, 0]","[0, 11, 10, 12]","[10, 11, 11, 0]","[0, 10, 11, 11]","[11, 0, 10, 10]","[10, 10, 12, 0]","[10, 12, 10, 0]","[11, 10, 0, 12]","[0, 10, 0, 0]","[10, 0, 0, 0]","[12, 0, 13, 10]","[0, 13, 10, 11]","[13, 14, 12, 0]","[13, 11, 0, 0]"
20026,1,143,103,99,123,2,"[11, 11, 0, 11]","[12, 12, 0, 13]","[14, 10, 0, 10]","[10, 0, 0, 0]","[0, 0, 13, 0]","[0, 0, 0, 11]","[0, 11, 10, 0]","[11, 10, 0, 11]","[11, 11, 10, 0]","[10, 10, 10, 0]","[0, 10, 10, 10]","[0, 0, 0, 0]","[10, 0, 12, 0]","[0, 10, 13, 11]","[0, 0, 0, 0]","[11, 11, 0, 11]","[0, 11, 0, 11]","[11, 14, 11, 0]","[12, 12, 14, 0]"
20027,2,112,172,76,135,3,"[12, 0, 0, 0]","[0, 12, 14, 10]","[12, 0, 14, 12]","[12, 0, 11, 0]","[10, 11, 11, 0]","[0, 11, 11, 0]","[0, 0, 11, 11]","[10, 12, 10, 0]","[11, 10, 11, 0]","[10, 10, 11, 0]","[0, 0, 10, 0]","[11, 10, 11, 0]","[11, 12, 0, 11]","[12, 0, 10, 11]","[0, 0, 0, 0]","[11, 13, 13, 10]","[0, 0, 10, 11]","[13, 0, 0, 0]","[0, 11, 14, 0]"
20028,1,162,141,121,86,0,"[0, 13, 13, 0]","[0, 13, 15, 11]","[0, 0, 0, 10]","[10, 13, 13, 0]","[11, 11, 12, 0]","[11, 10, 0, 13]","[0, 0, 0, 11]","[10, 11, 0, 11]","[10, 11, 0, 11]","[0, 10, 10, 10]","[10, 10, 11, 0]","[0, 12, 11, 10]","[12, 12, 10, 0]","[0, 11, 0, 11]","[0, 0, 0, 11]","[12, 0, 10, 0]","[0, 12, 11, 0]","[0, 0, 13, 0]","[0, 13, 12, 12]"
20029,0,142,143,110,155,1,"[0, 12, 14, 0]","[12, 0, 0, 12]","[12, 12, 0, 0]","[12, 0, 11, 0]","[0, 11, 12, 11]","[11, 11, 10, 0]","[11, 0, 11, 10]","[10, 10, 0, 13]","[0, 11, 10, 10]","[10, 0, 10, 11]","[10, 0, 11, 11]","[10, 0, 11, 0]","[12, 10, 12, 10]","[0, 13, 10, 0]","[11, 12, 0, 12]","[12, 11, 0, 10]","[11, 0, 11, 0]","[0, 13, 10, 0]","[11, 16, 0, 0]"
20030,1,157,98,118,141,2,"[11, 12, 0, 13]","[0, 14, 12, 11]","[10, 0, 0, 0]","[14, 12, 0, 10]","[0, 0, 10, 0]","[0, 10, 12, 0]","[10, 10, 0, 11]","[0, 11, 10, 12]","[10, 0, 11, 10]","[10, 10, 10, 0]","[10, 10, 0, 10]","[0, 10, 0, 0]","[10, 11, 0, 11]","[10, 14, 10, 0]","[12, 10, 0, 10]","[11, 0, 13, 10]","[0, 11, 0, 10]","[10, 0, 10, 0]","[13, 12, 0, 0]"
20031,0,109,112,57,171,3,"[14, 11, 0, 0]","[11, 0, 12, 14]","[0, 0, 10, 0]","[11, 0, 0, 0]","[0, 12, 13, 11]","[10, 0, 12, 0]","[11, 0, 11, 11]","[10, 0, 0, 0]","[11, 10, 11, 0]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 10, 0, 10]","[12, 10, 0, 11]","[11, 0, 0, 0]","[0, 0, 10, 0]","[13, 12, 0, 0]","[14, 11, 0, 0]","[13, 0, 0, 0]","[0, 13, 13, 0]"
20032,0,126,146,138,156,0,"[0, 11, 0, 16]","[0, 14, 13, 11]","[14, 0, 11, 12]","[0, 12, 11, 11]","[13, 0, 10, 11]","[0, 10, 0, 0]","[11, 10, 12, 0]","[10, 10, 0, 10]","[10, 0, 10, 10]","[10, 0, 10, 10]","[10, 0, 10, 11]","[10, 11, 0, 11]","[10, 0, 0, 0]","[10, 0, 0, 13]","[13, 10, 10, 0]","[0, 12, 13, 0]","[12, 11, 11, 0]","[12, 0, 14, 12]","[11, 15, 11, 0]"
20033,3,124,111,151,104,1,"[0, 0, 0, 0]","[0, 10, 11, 0]","[11, 0, 0, 0]","[0, 14, 10, 11]","[0, 10, 0, 11]","[12, 0, 11, 10]","[10, 12, 0, 10]","[10, 0, 11, 10]","[10, 0, 11, 10]","[10, 10, 0, 10]","[11, 0, 10, 10]","[10, 12, 11, 0]","[10, 11, 0, 11]","[10, 11, 12, 0]","[0, 0, 0, 11]","[0, 13, 0, 10]","[0, 11, 13, 11]","[0, 10, 11, 14]","[0, 0, 0, 12]"
20034,0,138,139,100,142,2,"[0, 0, 13, 0]","[0, 15, 12, 12]","[0, 12, 13, 0]","[10, 0, 0, 0]","[12, 0, 11, 0]","[11, 11, 0, 0]","[10, 11, 12, 0]","[12, 10, 11, 10]","[10, 0, 11, 10]","[10, 10, 0, 11]","[10, 11, 11, 0]","[11, 10, 0, 12]","[11, 0, 11, 11]","[0, 11, 0, 0]","[0, 11, 10, 0]","[11, 0, 11, 12]","[12, 0, 0, 11]","[12, 15, 0, 11]","[0, 11, 13, 0]"
20035,0,136,114,132,168,3,"[14, 0, 14, 10]","[14, 11, 12, 0]","[11, 13, 12, 0]","[10, 0, 0, 13]","[12, 11, 11, 0]","[13, 11, 11, 10]","[10, 11, 0, 10]","[11, 0, 11, 11]","[11, 10, 11, 10]","[10, 11, 10, 0]","[10, 0, 0, 0]","[10, 0, 0, 10]","[0, 12, 11, 0]","[11, 10, 0, 12]","[0, 0, 0, 12]","[11, 11, 0, 12]","[0, 0, 11, 0]","[10, 12, 0, 12]","[0, 13, 0, 10]"
20036,2,120,143,123,103,0,"[0, 0, 11, 0]","[14, 0, 11, 0]","[13, 12, 12, 0]","[0, 0, 0, 12]","[0, 0, 11, 0]","[0, 10, 11, 13]","[13, 10, 10, 0]","[10, 10, 0, 10]","[10, 11, 11, 10]","[0, 10, 11, 10]","[0, 10, 10, 10]","[10, 0, 0, 11]","[0, 10, 12, 11]","[0, 10, 12, 12]","[10, 15, 0, 0]","[0, 0, 10, 11]","[0, 12, 11, 13]","[11, 0, 0, 0]","[12, 0, 0, 0]"
20037,0,137,101,122,153,1,"[14, 0, 0, 0]","[0, 13, 0, 0]","[14, 0, 11, 10]","[10, 0, 15, 0]","[10, 11, 0, 10]","[10, 14, 0, 0]","[12, 11, 0, 11]","[10, 11, 0, 11]","[10, 10, 10, 12]","[10, 10, 0, 10]","[10, 10, 10, 0]","[10, 12, 10, 0]","[10, 0, 10, 11]","[0, 0, 11, 10]","[0, 0, 10, 13]","[13, 10, 0, 12]","[0, 11, 0, 0]","[0, 0, 14, 0]","[10, 14, 0, 12]"
20038,1,167,133,108,124,2,"[13, 11, 0, 12]","[0, 0, 11, 0]","[0, 10, 12, 0]","[0, 12, 11, 0]","[0, 0, 11, 11]","[11, 14, 0, 10]","[11, 11, 10, 0]","[10, 0, 0, 10]","[11, 11, 10, 0]","[10, 10, 10, 0]","[0, 10, 10, 10]","[13, 10, 0, 10]","[0, 10, 12, 11]","[10, 13, 0, 12]","[0, 12, 10, 0]","[0, 10, 14, 11]","[12, 11, 12, 0]","[10, 0, 0, 0]","[13, 12, 0, 11]"
20039,0,133,87,146,147,3,"[12, 10, 0, 0]","[0, 0, 0, 10]","[12, 13, 0, 11]","[0, 12, 0, 0]","[11, 12, 0, 12]","[11, 0, 11, 11]","[0, 10, 0, 0]","[12, 0, 10, 10]","[10, 10, 0, 11]","[10, 10, 10, 0]","[10, 11, 10, 0]","[12, 11, 0, 10]","[12, 0, 11, 11]","[11, 11, 0, 13]","[11, 12, 10, 0]","[0, 0, 0, 11]","[0, 11, 13, 12]","[13, 0, 12, 12]","[0, 0, 0, 12]"
20040,2,129,160,120,107,0,"[11, 15, 0, 0]","[14, 0, 13, 0]","[12, 13, 11, 0]","[12, 0, 0, 12]","[0, 10, 13, 0]","[13, 0, 10, 11]","[11, 0, 11, 10]","[0, 0, 0, 11]","[0, 10, 11, 11]","[0, 10, 11, 10]","[0, 10, 10, 10]","[0, 11, 11, 10]","[10, 12, 0, 0]","[10, 12, 12, 0]","[0, 0, 12, 12]","[0, 13, 11, 11]","[0, 13, 0, 0]","[0, 0, 12, 0]","[14, 0, 12, 12]"
20041,3,124,105,126,116,1,"[10, 16, 13, 0]","[0, 10, 0, 0]","[0, 0, 11, 0]","[12, 11, 0, 0]","[0, 11, 0, 0]","[0, 0, 13, 0]","[11, 0, 11, 11]","[10, 11, 0, 10]","[0, 10, 0, 11]","[11, 0, 10, 10]","[10, 0, 11, 11]","[10, 10, 11, 12]","[10, 11, 0, 10]","[10, 0, 10, 13]","[0, 0, 0, 0]","[10, 11, 0, 0]","[12, 0, 15, 11]","[0, 11, 0, 14]","[0, 12, 0, 13]"
20042,1,136,110,99,130,2,"[15, 13, 10, 0]","[0, 10, 0, 0]","[0, 12, 0, 10]","[10, 0, 0, 12]","[0, 0, 0, 10]","[12, 11, 12, 0]","[10, 0, 0, 0]","[0, 10, 10, 11]","[10, 10, 11, 0]","[10, 11, 10, 0]","[10, 10, 0, 10]","[11, 10, 0, 11]","[0, 0, 10, 11]","[10, 0, 12, 12]","[11, 12, 0, 0]","[11, 12, 13, 0]","[10, 0, 12, 12]","[0, 15, 0, 0]","[0, 0, 10, 0]"
20043,0,150,131,89,156,3,"[12, 13, 0, 0]","[11, 14, 12, 0]","[0, 0, 10, 13]","[0, 11, 11, 0]","[11, 0, 0, 0]","[0, 12, 10, 10]","[12, 0, 12, 10]","[10, 11, 0, 10]","[11, 10, 10, 0]","[10, 11, 10, 0]","[12, 10, 10, 0]","[11, 0, 10, 10]","[10, 0, 0, 0]","[0, 12, 12, 10]","[10, 11, 0, 13]","[11, 0, 0, 0]","[12, 10, 0, 0]","[13, 13, 12, 0]","[0, 12, 12, 13]"
20044,0,132,107,103,147,0,"[0, 0, 0, 14]","[15, 11, 0, 0]","[12, 0, 11, 13]","[12, 0, 11, 0]","[0, 10, 0, 13]","[14, 0, 11, 10]","[0, 0, 0, 11]","[11, 10, 10, 0]","[11, 10, 10, 0]","[0, 0, 10, 0]","[0, 12, 10, 10]","[11, 10, 10, 0]","[11, 10, 12, 0]","[0, 11, 0, 10]","[13, 11, 0, 10]","[11, 0, 0, 0]","[0, 11, 0, 0]","[13, 12, 12, 0]","[13, 14, 0, 12]"
20045,1,137,111,87,99,1,"[11, 11, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 10, 0, 0]","[0, 0, 0, 0]","[0, 10, 10, 14]","[11, 11, 11, 0]","[0, 10, 13, 10]","[11, 10, 0, 10]","[10, 0, 11, 10]","[10, 11, 0, 11]","[10, 11, 10, 0]","[0, 0, 10, 11]","[0, 11, 13, 11]","[13, 10, 0, 0]","[0, 10, 11, 0]","[0, 0, 10, 0]","[0, 12, 12, 0]","[0, 10, 0, 10]"
20046,1,186,126,85,113,2,"[0, 17, 0, 11]","[0, 12, 14, 11]","[0, 0, 0, 0]","[11, 13, 11, 0]","[0, 10, 0, 0]","[10, 11, 0, 0]","[0, 10, 0, 0]","[0, 11, 11, 10]","[0, 10, 11, 10]","[10, 11, 0, 10]","[11, 10, 11, 0]","[12, 10, 10, 0]","[12, 10, 11, 0]","[12, 0, 13, 10]","[10, 13, 0, 12]","[0, 0, 11, 0]","[12, 11, 12, 0]","[0, 15, 11, 11]","[13, 12, 0, 0]"
20047,2,126,128,123,120,3,"[13, 13, 0, 0]","[16, 0, 10, 12]","[0, 13, 0, 0]","[0, 0, 0, 12]","[0, 0, 11, 10]","[0, 10, 10, 0]","[11, 10, 0, 13]","[0, 12, 0, 10]","[10, 11, 11, 0]","[0, 10, 10, 10]","[10, 11, 10, 0]","[10, 0, 10, 13]","[12, 0, 10, 10]","[12, 0, 11, 11]","[0, 12, 11, 0]","[13, 0, 0, 11]","[13, 0, 10, 0]","[0, 12, 0, 0]","[0, 12, 14, 11]"
20048,2,123,163,112,122,0,"[0, 11, 10, 0]","[0, 13, 13, 10]","[0, 0, 12, 12]","[11, 11, 0, 13]","[14, 10, 11, 0]","[10, 12, 11, 0]","[0, 0, 11, 0]","[11, 11, 0, 11]","[0, 0, 11, 0]","[0, 10, 11, 10]","[10, 11, 0, 10]","[0, 0, 0, 10]","[10, 0, 12, 10]","[0, 0, 11, 0]","[11, 11, 11, 0]","[12, 11, 0, 11]","[12, 12, 12, 0]","[11, 0, 12, 15]","[10, 0, 15, 0]"
20049,1,148,127,111,103,1,"[11, 15, 0, 13]","[0, 12, 14, 0]","[0, 10, 0, 11]","[0, 13, 11, 0]","[0, 13, 10, 12]","[0, 0, 11, 0]","[10, 0, 0, 12]","[0, 10, 12, 10]","[12, 10, 10, 0]","[10, 10, 0, 10]","[0, 0, 10, 10]","[0, 11, 0, 0]","[11, 10, 0, 10]","[12, 10, 11, 0]","[0, 11, 14, 10]","[10, 13, 13, 0]","[13, 0, 0, 0]","[14, 0, 11, 13]","[0, 0, 0, 0]"
20050,0,128,168,102,178,2,"[11, 0, 14, 0]","[11, 0, 12, 0]","[12, 11, 11, 0]","[11, 12, 13, 0]","[0, 12, 0, 0]","[11, 0, 11, 12]","[10, 0, 11, 11]","[0, 10, 10, 12]","[10, 0, 10, 11]","[11, 10, 0, 10]","[10, 11, 10, 11]","[10, 0, 10, 13]","[0, 13, 10, 11]","[11, 12, 11, 0]","[11, 0, 12, 11]","[14, 11, 11, 0]","[10, 14, 0, 0]","[13, 12, 12, 0]","[12, 0, 0, 0]"
20051,3,135,89,135,127,3,"[12, 0, 0, 0]","[0, 14, 10, 14]","[11, 12, 14, 0]","[0, 0, 0, 0]","[11, 0, 0, 12]","[12, 11, 0, 11]","[12, 11, 0, 10]","[0, 0, 0, 10]","[11, 11, 0, 10]","[10, 0, 10, 11]","[11, 10, 0, 11]","[0, 11, 10, 10]","[11, 10, 10, 0]","[0, 0, 11, 0]","[0, 10, 0, 0]","[15, 11, 0, 11]","[11, 12, 0, 12]","[0, 0, 11, 0]","[0, 12, 13, 13]"
