card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
AS,veryhigh,False,5,3,2,3,1,10
6S,mediumlow,False,4,2,2,3,1,9
3H,low,True,2,1,2,3,0,7
2D,low,False,1,0,2,2,-1,4
2H,low,False,2,3,1,2,5,10
TD,high,True,3,2,1,1,2,5
5D,low,True,2,1,1,1,1,3
QS,high,False,4,2,7,2,1,10
3D,low,False,2,1,7,2,1,9
3H,low,True,1,0,5,1,-1,3
9S,mediumHigh,False,4,3,4,2,0,10
QD,high,True,2,2,4,2,0,9
QC,high,False,4,1,4,2,0,8
4C,low,False,3,0,3,1,0,5
5H,low,False,1,4,0,3,4,10
2D,low,True,4,3,0,3,3,8
6D,mediumlow,True,3,2,0,0,2,3
3H,low,False,2,3,2,3,1,10
3S,low,False,2,2,2,2,-2,5
QC,high,True,2,1,1,1,-2,2
TH,high,False,3,4,3,0,5,10
2S,low,True,4,3,2,0,5,8
AC,veryhigh,False,1,2,1,0,1,2
KC,veryhigh,False,3,1,3,4,3,10
2H,low,True,1,0,1,4,1,5
AD,veryhigh,False,4,3,2,2,2,10
5D,low,False,3,2,2,2,2,9
7D,mediumlow,False,2,1,2,1,2,7
2C,low,False,5,2,5,1,1,10
7H,mediumlow,False,3,1,5,1,0,8
4C,low,False,4,0,4,1,0,6
AD,veryhigh,False,3,2,7,0,2,10
9S,mediumHigh,True,4,4,4,0,3,10
TD,high,False,1,3,4,0,2,8
AC,veryhigh,False,3,2,3,0,2,6
TH,high,False,1,1,3,0,2,5
2H,low,False,4,1,3,4,3,10
4D,low,False,3,0,2,3,1,5
KS,veryhigh,False,4,5,1,0,5,10
9H,mediumHigh,True,4,4,1,0,5,9
9D,mediumHigh,False,2,3,0,-1,5,6
TH,high,True,3,2,-1,-1,5,4
QH,high,True,2,1,-1,-1,5,3
7S,mediumlow,False,1,0,-1,-1,5,2
AS,veryhigh,False,3,2,5,2,0,10
5C,low,False,4,1,5,2,0,9
2D,low,False,5,0,2,5,4,10
QD,high,False,3,1,5,1,2,10
7H,mediumlow,False,3,0,1,1,2,5
QS,high,False,1,2,3,3,3,10
AH,veryhigh,False,3,1,1,3,0,4
2D,low,False,1,0,1,3,0,3
9D,mediumHigh,False,4,2,3,3,3,10
2S,low,True,3,1,3,2,3,8
3D,low,False,2,0,2,0,2,3
JD,high,False,1,-1,2,0,2,2
7C,mediumlow,False,4,6,0,5,0,10
AC,veryhigh,False,3,5,0,3,0,7
KS,veryhigh,True,2,4,0,3,0,6
5C,low,False,2,3,0,2,0,4
TC,high,False,3,2,3,3,1,10
4D,low,False,4,1,1,3,1,7
7D,mediumlow,False,3,0,-1,3,0,3
8D,mediumHigh,False,3,0,3,5,3,10
5H,low,False,3,-1,3,5,3,9
4C,low,False,3,2,2,3,2,10
9D,mediumHigh,False,3,1,2,2,1,7
2S,low,False,2,0,2,1,1,5
9S,mediumHigh,True,3,3,1,2,3,10
7H,mediumlow,False,2,2,0,1,3,7
4S,low,True,2,1,0,1,1,4
5D,low,False,1,0,-1,1,1,2
9H,mediumHigh,False,2,0,5,2,5,10
5H,low,False,4,0,4,2,5,10
8C,mediumHigh,False,2,-1,1,1,2,2
AH,veryhigh,True,3,2,3,3,1,10
QC,high,False,4,1,3,3,1,9
6H,mediumlow,True,2,0,3,3,1,8
2H,low,True,1,-1,3,2,1,6
9S,mediumHigh,False,2,-2,3,2,1,5
6C,mediumlow,False,5,1,4,1,6,10
3S,low,False,2,0,4,0,6,8
6S,mediumlow,False,1,3,0,4,5,10
6D,mediumlow,False,6,2,-1,4,5,8
3D,low,False,5,1,-1,3,5,6
4D,low,False,4,0,-1,2,5,4
4D,low,False,2,2,4,1,4,10
TH,high,False,1,1,3,1,3,7
KS,veryhigh,False,3,1,3,4,4,10
3H,low,False,3,0,3,4,4,9
5H,low,False,4,1,5,3,2,10
4S,low,False,3,0,5,2,2,8
JC,high,False,7,3,0,5,1,10
AD,veryhigh,False,2,2,0,5,1,9
8D,mediumHigh,False,1,1,0,5,1,8
7C,mediumlow,False,6,0,0,5,0,6
6S,mediumlow,False,3,2,3,2,2,10
AC,veryhigh,False,3,1,3,-1,1,5
4S,low,False,2,0,3,-1,1,4
TC,high,False,2,1,2,4,4,10
3S,low,True,1,0,0,2,3,4
4H,low,False,2,4,4,1,2,10
3S,low,False,1,3,3,0,2,7
5C,low,False,3,1,4,4,0,10
2D,low,False,4,0,4,2,-1,6
AC,veryhigh,False,2,3,2,2,5,10
AD,veryhigh,False,3,2,2,2,5,9
4H,low,False,3,1,2,2,5,8
4D,low,False,1,0,2,0,3,3
6S,mediumlow,False,3,1,4,2,5,10
2D,low,False,4,0,2,1,3,4
7C,mediumlow,True,6,7,1,1,0,10
9C,mediumHigh,True,5,6,1,0,0,8
8C,mediumHigh,True,4,5,0,0,-1,5
3C,low,True,3,4,0,0,-1,4
6C,mediumlow,True,2,3,0,0,-1,3
5C,low,True,1,2,0,0,-1,2
9H,mediumHigh,False,3,3,3,3,0,10
AC,veryhigh,True,2,2,2,0,-3,2
AD,veryhigh,False,3,2,4,2,1,10
6C,mediumlow,False,2,1,4,2,1,9
8C,mediumHigh,False,1,0,3,2,-1,5
AS,veryhigh,False,2,4,0,2,5,10
4H,low,True,4,3,0,2,5,9
2H,low,True,3,2,0,2,4,7
AH,veryhigh,True,1,1,0,1,4,5
3S,low,False,1,0,0,1,4,4
4D,low,True,3,2,5,2,0,10
7H,mediumlow,False,2,1,2,0,-1,3
AS,veryhigh,False,3,5,0,3,3,10
KS,veryhigh,False,2,4,0,3,3,9
4H,low,False,4,3,0,3,2,7
9H,mediumHigh,False,3,2,0,2,2,5
9S,mediumHigh,False,2,2,2,2,5,10
5C,low,True,3,1,1,1,3,5
7C,mediumlow,True,1,0,1,0,2,2
AC,veryhigh,False,4,2,1,4,4,10
QC,high,False,3,1,1,4,4,9
6S,mediumlow,False,1,0,1,2,3,5
5S,low,False,3,1,4,3,1,10
2D,low,False,3,0,2,2,-1,4
4H,low,False,1,3,1,1,7,10
KS,veryhigh,False,2,2,0,0,7,7
2D,low,True,2,1,0,0,7,6
3C,low,False,2,0,-1,0,5,2
AC,veryhigh,False,5,3,2,3,1,10
KC,veryhigh,False,4,2,2,3,1,9
TC,high,False,3,1,1,3,1,7
8H,mediumHigh,False,4,5,2,1,1,10
QS,high,True,3,4,0,0,-1,4
JS,high,True,2,3,0,0,-1,3
KS,veryhigh,True,1,2,0,0,-1,2
4H,low,False,5,0,3,2,7,10
6H,mediumlow,False,4,-1,3,2,6,8
QC,high,False,1,-2,3,1,2,2
QD,high,False,1,3,4,1,0,10
7C,mediumlow,True,4,2,4,1,0,9
6C,mediumlow,True,2,1,0,-1,0,2
8C,mediumHigh,False,5,0,2,4,5,10
5H,low,False,1,-1,2,2,3,5
5D,low,False,2,1,3,3,4,10
2C,low,False,3,0,2,2,3,6
2H,low,True,1,-1,1,2,3,4
4C,low,False,3,1,2,4,4,10
7D,mediumlow,False,2,0,1,2,3,5
7H,mediumlow,False,2,1,5,2,1,10
4D,low,False,4,0,4,1,1,7
7S,mediumlow,False,2,-1,4,0,1,5
9D,mediumHigh,False,3,-2,3,0,1,3
7C,mediumlow,False,2,3,2,4,2,10
2S,low,True,2,2,2,3,0,6
JH,high,False,2,1,5,2,3,10
3S,low,False,3,0,1,1,2,3
6S,mediumlow,False,2,2,4,0,6,10
KS,veryhigh,True,2,2,2,5,2,10
TC,high,False,4,1,1,4,2,7
9D,mediumHigh,False,3,4,2,2,1,10
KC,veryhigh,False,2,3,2,0,1,7
2S,low,True,3,2,2,0,1,6
AD,veryhigh,True,5,5,4,0,0,10
4H,low,False,3,4,4,0,0,9
7H,mediumlow,False,2,3,3,0,0,7
8C,mediumHigh,False,1,2,2,0,-1,4
2D,low,True,3,1,2,0,-1,3
9D,mediumHigh,False,4,2,5,1,1,10
6D,mediumlow,False,3,1,5,1,-1,7
TS,high,True,2,0,4,0,-1,4
QD,high,False,1,-1,4,-1,-1,2
4D,low,False,3,1,4,4,0,10
8H,mediumHigh,False,2,0,2,1,-1,3
KC,veryhigh,False,6,2,3,3,3,10
9D,mediumHigh,False,2,1,3,3,3,9
6S,mediumlow,True,1,0,3,2,3,7
KC,veryhigh,False,2,3,3,2,1,10
5H,low,False,2,2,3,2,1,9
2D,low,True,2,1,0,0,0,2
AD,veryhigh,False,2,2,0,3,7,10
4H,low,True,3,1,0,3,7,9
4S,low,False,2,0,0,1,3,2
QH,high,False,4,2,2,4,1,10
4C,low,True,2,1,2,4,1,9
4H,low,False,3,0,2,2,1,6
7H,mediumlow,False,4,1,3,6,1,10
9S,mediumHigh,True,3,5,1,2,3,10
3D,low,False,3,4,1,2,2,8
KS,veryhigh,True,1,3,1,1,2,6
5D,low,False,2,2,1,1,1,4
5S,low,False,3,0,5,3,1,10
9C,mediumHigh,True,3,1,4,5,1,10
4S,low,False,5,1,4,3,1,10
4C,low,False,2,0,2,2,0,5
TH,high,False,1,-1,1,2,0,3
3S,low,False,1,-2,1,2,0,2
9S,mediumHigh,False,3,1,3,3,4,10
7H,mediumlow,False,2,3,2,2,1,10
5D,low,False,3,2,2,2,0,8
KS,veryhigh,True,2,1,2,2,-1,6
9S,mediumHigh,True,1,0,2,2,-1,5
2D,low,False,2,-1,2,2,-1,4
7C,mediumlow,False,1,-2,2,1,-1,2
KS,veryhigh,False,1,4,4,2,1,10
JH,high,False,1,3,4,2,1,9
KC,veryhigh,False,5,2,4,1,1,7
4C,low,False,4,1,4,1,0,5
3C,low,False,3,0,3,1,0,3
KS,veryhigh,False,4,2,4,1,5,10
JS,high,False,3,1,3,0,4,6
5S,low,False,2,0,1,-1,4,2
TH,high,False,3,4,0,4,3,10
4S,low,True,4,3,-1,4,3,8
QH,high,False,2,2,-1,2,2,4
8H,mediumHigh,False,1,1,-1,2,1,2
3H,low,False,3,0,4,4,4,10
7S,mediumlow,False,2,1,3,1,6,10
2D,low,True,1,0,1,1,5,6
KD,veryhigh,False,4,1,3,2,6,10
6H,mediumlow,False,2,4,2,2,0,10
KD,veryhigh,False,4,3,0,2,0,7
AD,veryhigh,False,3,2,0,2,0,6
AH,veryhigh,False,1,1,0,2,0,5
4C,low,True,2,0,0,2,0,4
AD,veryhigh,False,4,1,2,4,2,10
2H,low,False,2,0,2,4,2,9
9H,mediumHigh,False,1,6,2,1,2,10
KC,veryhigh,False,3,5,2,0,2,8
5S,low,True,4,4,2,0,2,7
4C,low,False,1,3,2,-1,2,5
QS,high,True,1,2,2,-3,2,2
AH,veryhigh,True,6,7,0,2,0,10
KH,veryhigh,True,5,6,0,2,0,9
QH,high,True,4,5,0,2,0,8
5H,low,True,3,4,0,2,0,7
QS,high,False,1,3,0,2,0,6
9C,mediumHigh,False,3,2,0,2,0,5
AD,veryhigh,False,5,4,1,4,0,10
3D,low,False,4,3,1,4,0,9
7C,mediumlow,False,2,2,1,4,0,8
5D,low,False,2,1,-1,2,0,3
TC,high,False,1,2,1,4,2,10
KH,veryhigh,False,2,1,0,4,0,6
2S,low,True,2,0,0,4,0,5
3D,low,False,2,2,1,4,5,10
8H,mediumHigh,False,2,1,1,3,5,8
2C,low,False,4,0,1,2,4,5
9H,mediumHigh,False,5,1,2,4,4,10
2H,low,False,4,0,2,2,2,5
JH,high,False,3,-1,1,2,2,3
5C,low,False,4,3,2,6,1,10
AH,veryhigh,False,2,2,2,6,0,8
TD,high,False,3,1,2,6,0,7
AD,veryhigh,True,1,2,2,3,2,10
8S,mediumHigh,False,2,1,2,3,2,9
2H,low,False,2,0,0,1,2,4
3D,low,False,3,4,4,0,0,10
JH,high,True,1,3,1,-2,0,4
JD,high,False,2,2,1,-2,0,3
JS,high,False,1,1,1,-2,0,2
KH,veryhigh,False,4,6,0,1,4,10
TH,high,False,3,5,0,1,4,9
3D,low,True,5,4,0,1,4,8
KD,veryhigh,True,3,3,-2,1,2,3
TD,high,True,2,2,-2,1,2,2
9S,mediumHigh,True,4,3,1,5,0,10
4H,low,False,3,2,1,5,-1,8
7S,mediumlow,True,1,1,1,3,-1,5
5H,low,False,1,0,1,3,-3,2
AC,veryhigh,False,6,3,0,3,5,10
AH,veryhigh,False,3,2,0,3,5,9
9H,mediumHigh,False,2,1,0,3,5,8
TS,high,True,1,0,0,3,5,7
7C,mediumlow,False,5,-1,0,3,5,6
AH,veryhigh,False,4,3,2,3,4,10
KH,veryhigh,False,3,2,2,3,4,9
JD,high,False,2,1,1,3,3,6
9C,mediumHigh,False,2,0,6,3,0,10
TH,high,False,2,2,3,3,1,10
QD,high,False,3,1,2,3,1,8
5C,low,False,2,0,2,3,0,6
AH,veryhigh,False,4,4,1,5,1,10
KC,veryhigh,True,2,3,1,4,0,7
9H,mediumHigh,False,3,2,0,4,-1,4
