card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
JH,high,False,3,4,3,2,0,10
KC,veryhigh,False,2,3,2,2,0,8
8S,mediumHigh,True,4,2,2,2,0,7
3S,low,True,2,1,2,0,-1,3
AH,veryhigh,False,5,3,2,3,1,10
3H,low,False,4,2,2,3,1,9
KH,veryhigh,False,3,1,2,1,0,5
AC,veryhigh,False,4,3,1,3,2,10
KH,veryhigh,False,3,2,1,3,2,9
AS,veryhigh,True,4,3,2,3,3,10
5H,low,False,1,2,2,3,3,9
7S,mediumlow,True,2,1,2,2,2,6
4C,low,False,4,0,1,2,2,4
KD,veryhigh,False,4,3,0,4,5,10
3D,low,False,3,2,0,4,5,9
AS,veryhigh,False,1,1,-1,4,5,7
TC,high,True,1,0,-1,4,5,6
3H,low,False,3,-1,-1,4,5,5
5S,low,False,3,1,5,1,2,10
7H,mediumlow,False,1,0,3,-1,1,4
3S,low,True,4,3,3,1,2,10
5D,low,False,1,2,0,0,0,3
8D,mediumHigh,True,3,2,2,3,2,10
QS,high,False,3,1,2,-1,1,4
KD,veryhigh,True,1,0,2,-1,1,3
KS,veryhigh,False,2,-1,2,-1,1,2
QH,high,False,2,3,3,1,5,10
KC,veryhigh,False,1,2,0,5,5,10
KD,veryhigh,False,5,1,0,5,5,9
6H,mediumlow,True,3,4,2,1,4,10
TC,high,False,3,3,1,1,2,6
AC,veryhigh,False,2,2,1,1,2,5
7S,mediumlow,False,2,1,1,1,2,4
AD,veryhigh,False,3,4,1,3,3,10
KC,veryhigh,True,3,3,1,3,3,9
JD,high,False,2,2,1,3,3,8
6H,mediumlow,False,4,1,0,3,3,6
3H,low,True,3,3,1,4,4,10
KC,veryhigh,False,3,2,1,2,4,7
2S,low,False,2,1,1,2,2,4
7C,mediumlow,False,4,1,4,3,1,10
3C,low,False,1,0,3,3,-1,6
TC,high,False,4,1,5,2,1,10
6S,mediumlow,False,3,0,4,2,1,8
7S,mediumlow,True,5,4,3,2,2,10
2S,low,True,4,3,3,2,1,8
3S,low,True,3,2,2,1,1,5
AC,veryhigh,False,6,3,1,2,5,10
TC,high,False,5,2,1,2,5,9
TH,high,False,1,1,1,0,4,5
8C,mediumHigh,False,3,0,1,0,4,4
6C,mediumlow,False,2,-1,1,0,3,2
AH,veryhigh,False,3,3,1,3,4,10
JS,high,False,3,2,1,3,4,9
2C,low,False,1,1,1,2,1,4
5D,low,False,5,4,0,3,4,10
AD,veryhigh,False,4,3,0,3,3,8
QC,high,False,1,2,0,3,3,7
AH,veryhigh,False,2,1,0,3,3,6
9S,mediumHigh,True,1,0,0,3,3,5
AS,veryhigh,False,3,1,3,4,4,10
2H,low,False,4,0,3,4,4,9
AS,veryhigh,False,4,2,3,4,2,10
6D,mediumlow,False,1,1,3,4,2,9
2S,low,False,2,0,2,3,1,5
3D,low,True,1,1,5,1,2,10
9H,mediumHigh,False,4,0,4,0,2,7
AC,veryhigh,False,2,5,1,3,0,10
5S,low,True,4,4,1,3,0,9
2S,low,True,3,3,0,3,0,7
3D,low,False,3,2,-1,3,-1,4
7D,mediumlow,False,2,1,-1,2,-1,2
4H,low,False,3,3,1,3,4,10
JD,high,False,2,2,-1,2,3,5
8C,mediumHigh,True,2,1,-1,2,2,3
6C,mediumlow,False,4,1,2,4,5,10
KS,veryhigh,False,5,4,1,3,3,10
AS,veryhigh,False,4,3,1,3,3,9
JH,high,False,2,2,1,3,3,8
9D,mediumHigh,True,3,1,1,3,3,7
6D,mediumlow,True,1,0,1,2,3,5
3S,low,False,2,1,3,4,1,10
8H,mediumHigh,False,2,0,2,2,-2,3
6S,mediumlow,False,2,4,2,1,2,10
AS,veryhigh,False,1,3,2,1,1,8
