winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2,138,180,132,121,138,1,"[0, 11, 14, 11, 11]","[11, 10, 0, 16, 10]","[0, 0, 10, 0, 12]","[0, 0, 10, 0, 0]","[10, 0, 0, 12, 10]","[10, 0, 11, 0, 10]","[0, 10, 11, 12, 11]","[10, 11, 10, 0, 11]","[11, 10, 10, 0, 11]","[0, 10, 10, 10, 10]","[11, 11, 10, 0, 10]","[0, 10, 0, 0, 11]","[11, 10, 11, 10, 0]","[10, 10, 12, 12, 0]","[0, 0, 14, 0, 10]","[12, 11, 12, 12, 0]","[13, 0, 11, 11, 0]","[0, 12, 12, 13, 11]","[12, 12, 12, 13, 0]"
4,129,139,121,123,143,2,"[0, 0, 10, 11, 14]","[12, 11, 0, 10, 11]","[0, 11, 0, 11, 0]","[0, 10, 12, 13, 11]","[15, 10, 10, 0, 10]","[10, 10, 0, 13, 0]","[12, 0, 10, 11, 10]","[11, 10, 11, 0, 10]","[0, 0, 10, 10, 0]","[10, 10, 0, 10, 10]","[11, 11, 10, 0, 10]","[10, 0, 10, 10, 11]","[10, 11, 10, 0, 12]","[11, 0, 11, 11, 0]","[0, 0, 10, 0, 12]","[0, 10, 12, 11, 10]","[0, 0, 0, 0, 12]","[11, 13, 0, 0, 0]","[0, 12, 13, 0, 0]"
4,112,104,142,154,157,3,"[10, 16, 0, 11, 13]","[14, 11, 0, 12, 0]","[13, 0, 0, 12, 11]","[0, 0, 12, 11, 13]","[10, 12, 0, 0, 0]","[0, 10, 14, 10, 10]","[0, 0, 11, 11, 0]","[0, 10, 11, 10, 12]","[10, 11, 0, 10, 11]","[10, 11, 0, 10, 10]","[11, 0, 10, 11, 10]","[10, 0, 10, 0, 0]","[13, 11, 10, 0, 10]","[10, 0, 0, 11, 10]","[12, 10, 0, 10, 12]","[0, 0, 15, 0, 10]","[10, 10, 0, 13, 12]","[11, 0, 0, 0, 13]","[10, 0, 11, 0, 0]"
0,147,128,104,159,143,4,"[0, 12, 10, 0, 0]","[0, 11, 0, 16, 0]","[12, 12, 11, 0, 10]","[10, 14, 10, 0, 11]","[11, 0, 13, 11, 10]","[10, 0, 0, 10, 10]","[10, 11, 10, 12, 0]","[11, 11, 10, 0, 10]","[10, 11, 11, 10, 0]","[10, 10, 11, 0, 10]","[10, 0, 10, 10, 10]","[10, 0, 10, 11, 10]","[12, 11, 10, 0, 0]","[0, 0, 12, 0, 10]","[11, 11, 0, 13, 0]","[0, 11, 0, 11, 13]","[10, 12, 0, 0, 13]","[11, 10, 0, 0, 12]","[11, 0, 0, 0, 14]"
0,134,138,165,173,135,0,"[12, 10, 0, 14, 0]","[14, 10, 11, 13, 0]","[13, 0, 11, 11, 0]","[12, 11, 0, 0, 11]","[11, 11, 0, 11, 11]","[10, 0, 10, 10, 10]","[10, 0, 10, 12, 10]","[11, 10, 0, 10, 11]","[10, 10, 0, 10, 10]","[10, 0, 10, 10, 10]","[0, 10, 10, 10, 10]","[0, 11, 11, 10, 10]","[12, 10, 0, 0, 11]","[0, 0, 11, 0, 10]","[12, 11, 12, 10, 0]","[0, 10, 14, 10, 11]","[12, 0, 0, 0, 10]","[11, 10, 13, 13, 0]","[13, 10, 15, 11, 0]"
4,125,136,112,126,154,1,"[14, 10, 0, 13, 13]","[14, 10, 0, 12, 11]","[0, 10, 0, 10, 11]","[0, 0, 0, 0, 0]","[0, 0, 13, 0, 10]","[0, 12, 13, 10, 10]","[0, 10, 10, 10, 12]","[0, 10, 0, 0, 10]","[10, 0, 11, 0, 0]","[10, 10, 10, 10, 0]","[10, 11, 0, 11, 10]","[0, 0, 13, 10, 10]","[12, 10, 10, 0, 11]","[11, 10, 11, 0, 11]","[0, 0, 11, 0, 0]","[11, 0, 11, 12, 12]","[10, 10, 11, 0, 0]","[11, 0, 0, 14, 11]","[13, 12, 12, 0, 12]"
2,122,174,141,141,141,2,"[10, 11, 11, 0, 13]","[11, 12, 11, 10, 0]","[0, 0, 11, 11, 0]","[0, 11, 10, 0, 0]","[11, 11, 11, 11, 0]","[0, 11, 11, 11, 10]","[0, 0, 0, 13, 10]","[10, 0, 11, 11, 11]","[0, 10, 10, 10, 11]","[10, 0, 11, 10, 10]","[11, 11, 0, 10, 10]","[10, 0, 10, 10, 11]","[10, 0, 10, 0, 0]","[10, 11, 11, 0, 10]","[13, 12, 11, 0, 10]","[10, 0, 10, 0, 10]","[14, 10, 0, 12, 12]","[11, 12, 14, 11, 0]","[0, 0, 11, 11, 13]"
3,151,105,186,141,114,3,"[11, 13, 0, 10, 15]","[11, 0, 12, 12, 11]","[0, 10, 15, 11, 0]","[11, 11, 0, 11, 14]","[12, 11, 0, 11, 11]","[10, 0, 0, 10, 11]","[10, 10, 11, 12, 0]","[10, 0, 11, 10, 10]","[11, 0, 0, 10, 0]","[10, 10, 0, 11, 10]","[11, 11, 10, 10, 0]","[0, 10, 11, 10, 10]","[0, 10, 13, 0, 0]","[12, 12, 0, 10, 11]","[11, 11, 11, 11, 0]","[11, 11, 0, 14, 0]","[0, 11, 11, 12, 11]","[0, 10, 0, 0, 0]","[0, 0, 0, 11, 0]"
2,168,176,151,154,80,4,"[13, 12, 12, 10, 0]","[13, 11, 12, 11, 0]","[10, 14, 0, 0, 12]","[0, 12, 11, 11, 12]","[10, 11, 10, 0, 0]","[10, 12, 0, 10, 0]","[0, 11, 11, 10, 0]","[0, 0, 10, 10, 0]","[10, 10, 10, 0, 10]","[11, 10, 10, 0, 10]","[10, 10, 11, 11, 0]","[11, 10, 11, 10, 0]","[11, 10, 11, 11, 0]","[10, 0, 13, 10, 11]","[0, 10, 11, 11, 13]","[11, 0, 0, 12, 0]","[0, 12, 11, 0, 0]","[13, 0, 11, 12, 12]","[11, 13, 11, 12, 0]"
1,192,154,142,121,132,0,"[0, 10, 0, 14, 10]","[0, 14, 11, 0, 10]","[11, 11, 0, 0, 13]","[11, 11, 0, 11, 11]","[0, 12, 10, 12, 0]","[0, 10, 0, 10, 0]","[0, 12, 11, 10, 11]","[10, 10, 0, 10, 13]","[11, 11, 10, 0, 10]","[10, 10, 10, 10, 0]","[0, 11, 10, 10, 10]","[12, 11, 10, 0, 10]","[12, 10, 10, 11, 0]","[10, 10, 12, 12, 0]","[0, 12, 10, 10, 13]","[11, 0, 11, 0, 0]","[10, 14, 13, 0, 0]","[0, 13, 14, 12, 10]","[13, 0, 12, 10, 11]"
