card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
7C,mediumlow,False,5,0,3,5,3,10
TH,high,False,3,4,2,4,1,10
9C,mediumHigh,False,1,3,2,4,1,9
7D,mediumlow,False,2,2,1,3,-1,4
KH,veryhigh,False,5,3,5,3,0,10
JH,high,False,4,2,5,3,0,9
8H,mediumHigh,False,3,1,4,3,-1,6
8D,mediumHigh,True,2,0,4,3,-1,5
9H,mediumHigh,False,2,-1,3,3,-1,3
TC,high,False,4,4,3,2,0,10
KC,veryhigh,False,3,3,2,2,0,8
KD,veryhigh,False,3,2,2,2,0,7
4D,low,False,2,1,1,2,0,5
7C,mediumlow,False,2,0,0,2,0,3
7C,mediumlow,False,3,2,6,1,0,10
TH,high,False,1,1,6,0,-1,7
3C,low,False,1,0,4,-2,-1,2
7C,mediumlow,False,2,0,3,4,5,10
6D,mediumlow,False,3,4,2,2,0,10
QH,high,False,2,3,0,2,0,7
3S,low,False,1,2,0,2,0,6
KD,veryhigh,False,2,1,-1,2,0,4
6C,mediumlow,True,1,0,-1,2,0,3
6C,mediumlow,False,1,3,4,1,1,10
KH,veryhigh,False,3,2,3,1,1,8
7H,mediumlow,False,2,1,2,1,1,6
2D,low,True,1,0,1,-1,1,2
4H,low,True,2,1,3,5,2,10
5D,low,False,3,0,1,3,2,5
QH,high,False,2,1,2,6,3,10
JC,high,False,5,2,1,4,4,10
AC,veryhigh,False,4,1,1,3,4,8
3C,low,False,3,0,1,3,3,6
4D,low,False,5,2,2,4,1,10
KD,veryhigh,False,4,1,2,4,0,8
5C,low,True,1,0,2,3,0,6
3S,low,True,3,1,2,4,4,10
7S,mediumlow,True,2,0,2,3,3,7
3C,low,False,2,-1,2,3,3,6
KS,veryhigh,False,3,2,1,4,5,10
7S,mediumlow,False,2,1,1,4,5,9
6S,mediumlow,False,2,1,5,2,1,10
5C,low,False,1,0,2,0,-1,2
4S,low,False,2,2,3,3,1,10
TD,high,False,1,1,3,0,0,5
AS,veryhigh,False,4,3,0,3,5,10
QS,high,False,3,2,0,3,5,9
9H,mediumHigh,False,1,1,0,3,5,8
TS,high,False,3,3,1,1,7,10
5S,low,False,2,2,1,0,6,7
2H,low,False,2,1,-1,-1,5,2
7C,mediumlow,False,5,2,0,5,4,10
5C,low,False,4,1,0,4,4,8
QS,high,False,4,4,2,2,1,10
AH,veryhigh,False,2,3,2,1,0,7
AD,veryhigh,True,2,2,2,1,0,6
2H,low,False,1,1,2,1,0,5
KH,veryhigh,False,3,1,4,2,5,10
3S,low,False,3,0,4,2,5,9
9S,mediumHigh,False,4,3,2,2,4,10
4H,low,False,2,2,1,2,3,7
6S,mediumlow,False,1,1,1,0,1,2
AS,veryhigh,False,2,3,3,1,2,10
AC,veryhigh,False,4,2,3,1,2,9
9C,mediumHigh,False,3,1,3,1,2,8
QC,high,False,6,2,1,4,4,10
KC,veryhigh,False,5,1,1,4,4,9
5S,low,True,2,0,1,4,4,8
KD,veryhigh,False,4,4,0,3,4,10
QD,high,False,3,3,0,3,4,9
3S,low,False,1,2,0,3,3,7
KC,veryhigh,False,3,4,3,1,3,10
TC,high,False,2,3,3,1,3,9
JH,high,False,2,2,2,1,1,5
6C,mediumlow,False,1,1,2,1,0,3
3D,low,False,1,2,4,3,2,10
8C,mediumHigh,False,5,1,4,2,2,8
KS,veryhigh,False,3,4,4,1,0,10
7S,mediumlow,False,1,3,3,0,-2,5
8H,mediumHigh,True,2,2,2,0,-3,2
5S,low,False,3,3,3,5,0,10
9D,mediumHigh,True,3,2,1,5,0,7
AD,veryhigh,True,1,1,0,4,0,4
4H,low,False,2,0,0,4,0,3
8H,mediumHigh,False,5,2,2,3,4,10
AD,veryhigh,False,2,1,1,2,-1,2
AD,veryhigh,False,5,3,3,2,1,10
KD,veryhigh,False,4,2,3,2,1,9
5D,low,False,3,1,3,2,1,8
8S,mediumHigh,False,1,0,3,1,-1,4
8S,mediumHigh,False,2,2,5,2,0,10
7D,mediumlow,False,2,1,4,0,-1,5
TS,high,False,1,0,3,0,-1,3
4H,low,False,2,1,4,3,1,10
6S,mediumlow,False,3,0,3,1,1,6
7S,mediumlow,False,2,-1,2,-1,1,2
KH,veryhigh,True,3,3,2,3,1,10
AD,veryhigh,False,3,2,2,3,1,9
3H,low,True,2,1,2,3,1,8
3S,low,False,2,0,1,2,-1,3
9C,mediumHigh,False,1,2,2,3,5,10
7H,mediumlow,False,2,1,2,3,5,9
9C,mediumHigh,False,3,2,3,2,4,10
3S,low,True,2,1,3,0,3,6
3D,low,False,2,0,3,-1,1,2
8H,mediumHigh,False,2,1,4,3,4,10
AC,veryhigh,False,6,3,4,2,0,10
9S,mediumHigh,True,2,2,4,2,0,9
3C,low,False,5,1,4,2,0,8
8C,mediumHigh,False,3,0,4,1,-1,5
4S,low,True,4,6,0,0,5,10
AD,veryhigh,False,2,5,0,-1,5,8
QS,high,True,2,4,0,-1,2,4
TS,high,True,1,3,0,-1,2,3
7D,mediumlow,False,1,2,0,-1,2,2
KS,veryhigh,False,6,1,2,3,6,10
4S,low,False,5,0,2,3,6,9
8H,mediumHigh,True,2,2,3,3,1,10
7S,mediumlow,False,1,1,2,0,1,5
KC,veryhigh,False,3,0,1,0,1,3
TC,high,False,2,-1,1,0,1,2
6S,mediumlow,True,3,3,2,6,0,10
KH,veryhigh,False,3,2,1,5,0,7
3C,low,False,3,1,1,5,0,6
JH,high,False,1,0,0,5,-1,3
6H,mediumlow,False,3,3,4,1,1,10
TH,high,False,2,2,3,1,1,8
7D,mediumlow,False,2,2,3,2,2,10
QH,high,False,3,1,0,2,1,5
2C,low,False,1,0,0,2,1,4
2C,low,False,3,5,0,2,4,10
AS,veryhigh,False,2,4,0,1,3,7
4D,low,False,1,3,0,1,3,6
6H,mediumlow,True,3,2,0,0,3,4
AC,veryhigh,False,1,1,-1,0,3,2
5C,low,False,4,1,6,2,0,10
4C,low,False,3,0,5,0,0,6
JC,high,False,3,3,5,0,0,10
2H,low,True,3,2,4,0,0,8
3D,low,False,2,1,3,-1,0,5
7C,mediumlow,False,2,0,2,-1,0,3
TH,high,True,3,2,4,3,2,10
9S,mediumHigh,False,2,1,4,3,2,9
6C,mediumlow,False,1,0,2,1,1,3
AH,veryhigh,False,1,6,0,1,1,10
2D,low,True,6,5,0,1,1,9
QD,high,True,4,4,-2,-1,1,4
7D,mediumlow,True,3,3,-2,-1,1,3
9D,mediumHigh,True,2,2,-2,-1,1,2
6H,mediumlow,False,5,1,2,5,3,10
6C,mediumlow,False,2,0,1,5,1,6
QC,high,False,4,2,3,2,4,10
TC,high,False,3,1,3,1,2,6
9H,mediumHigh,True,1,0,3,1,2,5
9D,mediumHigh,False,3,2,2,5,2,10
4D,low,False,2,1,2,4,2,8
2C,low,False,1,0,0,3,2,4
QS,high,True,3,2,1,5,0,10
3S,low,True,2,1,1,5,0,9
4H,low,False,2,0,1,4,-1,6
9S,mediumHigh,True,2,2,2,4,3,10
6D,mediumlow,False,2,1,0,2,2,4
9H,mediumHigh,False,1,0,0,2,1,2
KC,veryhigh,False,4,5,0,2,2,10
2S,low,True,5,4,0,2,2,9
4C,low,False,3,3,0,2,1,7
5S,low,True,4,2,0,1,1,5
4S,low,True,2,1,0,1,-1,2
3H,low,False,1,5,1,0,3,10
AS,veryhigh,False,3,4,0,0,1,6
5S,low,False,2,3,0,0,1,5
JS,high,False,1,2,0,0,0,3
TD,high,False,4,3,3,2,1,10
AD,veryhigh,False,3,2,1,1,1,6
TH,high,False,3,1,1,1,1,5
2H,low,False,2,0,1,1,1,4
3H,low,False,3,5,0,4,0,10
2D,low,True,3,4,0,3,-1,7
KH,veryhigh,False,2,3,0,2,-1,5
KD,veryhigh,True,1,2,-1,2,-2,2
8H,mediumHigh,False,2,2,2,5,0,10
3D,low,True,3,1,1,4,-1,6
4D,low,True,1,0,1,3,-1,4
9H,mediumHigh,True,1,1,2,4,2,10
4C,low,False,3,0,2,4,2,9
9C,mediumHigh,False,3,1,5,1,4,10
7C,mediumlow,False,2,0,3,1,4,7
2S,low,False,2,3,1,4,3,10
QC,high,True,2,2,1,2,3,7
AC,veryhigh,True,1,1,1,2,3,6
TH,high,False,4,0,1,2,3,5
7H,mediumlow,False,3,-1,1,1,3,3
AC,veryhigh,False,3,3,2,3,3,10
9D,mediumHigh,False,1,2,2,3,3,9
5H,low,True,3,1,1,3,2,6
4H,low,True,1,0,1,3,1,4
KH,veryhigh,False,6,2,2,5,0,10
AH,veryhigh,False,5,1,2,5,0,9
2D,low,False,2,0,2,5,0,8
5C,low,False,3,2,3,1,3,10
JH,high,False,1,1,1,-1,2,4
KH,veryhigh,True,3,3,3,0,5,10
AH,veryhigh,True,2,2,3,0,5,9
2D,low,False,2,1,3,0,5,8
3S,low,False,4,0,3,0,3,5
2S,low,False,3,-1,2,0,3,3
9C,mediumHigh,False,4,2,2,4,4,10
4S,low,True,2,1,2,4,3,8
8C,mediumHigh,False,3,0,2,2,3,5
KD,veryhigh,True,2,1,5,0,2,10
2D,low,True,1,0,5,0,2,9
9H,mediumHigh,False,2,3,4,0,1,10
6C,mediumlow,False,3,2,4,0,1,9
7C,mediumlow,False,2,1,4,0,0,7
4H,low,False,1,0,3,0,0,5
2S,low,True,2,-1,2,-1,0,2
AH,veryhigh,False,3,3,3,1,4,10
4C,low,True,4,2,3,1,4,9
JH,high,True,2,3,4,1,1,10
KD,veryhigh,False,4,2,2,0,1,6
7H,mediumlow,False,4,0,3,4,2,10
JC,high,False,2,-1,3,4,2,9
QC,high,False,2,3,2,3,0,10
3C,low,False,1,2,1,3,0,8
AD,veryhigh,False,2,1,1,2,0,6
8H,mediumHigh,False,3,0,1,2,0,5
TS,high,False,5,3,1,6,1,10
6S,mediumlow,False,3,2,1,6,-2,6
7D,mediumlow,False,1,1,1,6,-2,5
9C,mediumHigh,True,1,0,1,6,-3,3
AS,veryhigh,False,3,4,1,4,0,10
KH,veryhigh,False,4,3,1,4,0,9
QH,high,False,3,2,1,4,0,8
