winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,187,113,130,175,173,1,"[16, 10, 0, 12, 0]","[12, 0, 11, 0, 14]","[10, 13, 0, 11, 12]","[12, 10, 12, 0, 13]","[11, 11, 10, 12, 0]","[11, 12, 0, 11, 10]","[10, 0, 13, 10, 11]","[10, 10, 11, 0, 10]","[10, 10, 10, 0, 10]","[10, 10, 0, 10, 10]","[0, 10, 10, 11, 10]","[10, 11, 0, 10, 11]","[0, 10, 0, 0, 0]","[10, 12, 11, 0, 12]","[10, 12, 0, 11, 12]","[0, 11, 11, 0, 12]","[11, 12, 0, 11, 12]","[11, 11, 0, 10, 14]","[11, 12, 14, 11, 0]"
1,157,155,142,121,107,2,"[0, 10, 11, 14, 0]","[12, 0, 14, 11, 11]","[12, 0, 13, 11, 10]","[12, 12, 0, 11, 12]","[12, 11, 11, 0, 12]","[10, 13, 10, 10, 0]","[0, 10, 10, 0, 0]","[10, 11, 12, 10, 0]","[0, 10, 11, 11, 10]","[0, 10, 10, 11, 10]","[10, 0, 0, 10, 0]","[11, 11, 11, 0, 10]","[0, 11, 10, 10, 11]","[0, 12, 10, 10, 11]","[10, 0, 0, 12, 10]","[11, 13, 0, 0, 0]","[0, 11, 11, 0, 0]","[11, 12, 0, 0, 0]","[0, 0, 11, 11, 0]"
0,111,149,148,156,105,3,"[13, 0, 13, 10, 13]","[10, 0, 0, 15, 10]","[0, 0, 10, 10, 0]","[13, 14, 10, 0, 0]","[0, 0, 11, 11, 0]","[10, 11, 0, 11, 13]","[10, 0, 11, 0, 12]","[10, 0, 10, 0, 0]","[11, 11, 10, 0, 10]","[10, 10, 0, 10, 11]","[10, 0, 10, 0, 0]","[10, 10, 12, 11, 0]","[13, 10, 10, 10, 0]","[10, 10, 11, 0, 0]","[0, 11, 10, 11, 12]","[0, 11, 10, 14, 10]","[12, 13, 11, 11, 0]","[14, 0, 0, 14, 0]","[0, 0, 0, 10, 14]"
1,160,132,121,138,156,4,"[0, 0, 11, 13, 11]","[12, 12, 0, 11, 11]","[0, 11, 10, 0, 12]","[0, 11, 10, 0, 0]","[12, 10, 10, 0, 12]","[11, 0, 10, 0, 0]","[0, 12, 0, 10, 10]","[10, 10, 10, 0, 11]","[10, 11, 0, 11, 10]","[11, 10, 10, 0, 10]","[11, 10, 10, 10, 0]","[0, 10, 11, 11, 11]","[11, 10, 10, 0, 10]","[11, 10, 0, 10, 0]","[0, 10, 10, 11, 14]","[0, 0, 0, 11, 11]","[12, 0, 10, 0, 12]","[13, 10, 0, 11, 11]","[14, 13, 10, 12, 0]"
2,120,154,128,137,144,0,"[11, 13, 13, 12, 0]","[11, 10, 0, 0, 14]","[14, 0, 10, 10, 13]","[0, 11, 11, 0, 0]","[13, 0, 10, 10, 12]","[0, 11, 11, 10, 0]","[10, 10, 10, 0, 10]","[0, 0, 11, 0, 10]","[11, 10, 0, 0, 0]","[10, 0, 10, 10, 10]","[0, 11, 10, 11, 10]","[0, 0, 10, 10, 10]","[10, 11, 0, 12, 10]","[11, 0, 13, 10, 10]","[0, 10, 0, 0, 13]","[13, 0, 11, 10, 0]","[11, 13, 11, 12, 0]","[0, 10, 0, 0, 11]","[12, 0, 13, 11, 11]"
2,118,154,133,152,128,1,"[13, 0, 12, 13, 10]","[10, 13, 12, 0, 0]","[12, 0, 13, 11, 10]","[11, 0, 12, 13, 10]","[10, 0, 11, 11, 14]","[11, 12, 0, 10, 0]","[0, 11, 0, 10, 10]","[11, 11, 10, 0, 11]","[10, 0, 10, 10, 10]","[0, 10, 10, 10, 11]","[10, 0, 10, 11, 11]","[10, 0, 0, 10, 10]","[0, 11, 11, 11, 11]","[11, 11, 11, 0, 10]","[12, 0, 10, 0, 0]","[10, 13, 0, 0, 0]","[0, 12, 12, 0, 0]","[0, 14, 10, 13, 0]","[11, 0, 0, 0, 0]"
0,134,154,159,172,138,2,"[11, 0, 11, 14, 12]","[11, 11, 0, 0, 0]","[11, 10, 0, 13, 11]","[13, 13, 11, 10, 0]","[11, 0, 11, 13, 10]","[11, 0, 10, 11, 10]","[0, 12, 10, 10, 10]","[11, 10, 10, 11, 0]","[0, 11, 10, 10, 11]","[10, 0, 10, 10, 11]","[10, 11, 0, 11, 10]","[11, 10, 12, 0, 10]","[11, 10, 11, 0, 11]","[10, 0, 0, 0, 10]","[11, 11, 0, 13, 11]","[10, 0, 11, 0, 0]","[0, 12, 11, 10, 11]","[10, 0, 14, 11, 0]","[10, 13, 12, 12, 0]"
4,140,143,135,162,192,3,"[0, 10, 11, 15, 0]","[10, 0, 13, 0, 13]","[11, 10, 13, 11, 0]","[11, 0, 11, 13, 10]","[10, 11, 0, 10, 13]","[10, 0, 0, 10, 10]","[0, 12, 10, 12, 10]","[11, 0, 10, 11, 11]","[10, 0, 10, 11, 11]","[10, 11, 0, 10, 10]","[10, 11, 10, 0, 10]","[10, 11, 10, 0, 10]","[12, 10, 0, 11, 11]","[0, 10, 11, 11, 11]","[12, 10, 0, 10, 12]","[12, 11, 10, 0, 12]","[11, 0, 0, 0, 13]","[0, 11, 13, 0, 11]","[12, 12, 11, 0, 14]"
3,145,148,157,110,120,4,"[0, 13, 10, 13, 12]","[14, 13, 10, 0, 0]","[11, 12, 0, 13, 11]","[0, 12, 11, 11, 0]","[0, 0, 12, 11, 0]","[11, 0, 10, 11, 10]","[0, 10, 0, 0, 10]","[11, 0, 10, 10, 10]","[10, 10, 0, 10, 11]","[10, 10, 10, 10, 0]","[11, 10, 10, 11, 0]","[0, 10, 10, 0, 0]","[0, 11, 12, 10, 10]","[10, 0, 0, 0, 10]","[0, 11, 10, 14, 0]","[0, 12, 12, 10, 0]","[11, 0, 10, 0, 12]","[11, 11, 0, 12, 12]","[0, 0, 11, 11, 12]"
3,113,155,160,117,132,0,"[13, 11, 0, 14, 11]","[12, 0, 0, 12, 11]","[13, 10, 10, 12, 0]","[0, 0, 11, 11, 0]","[13, 10, 10, 0, 11]","[11, 10, 12, 11, 0]","[12, 10, 0, 11, 10]","[10, 0, 0, 0, 11]","[11, 11, 10, 0, 10]","[11, 10, 10, 10, 0]","[0, 0, 0, 10, 10]","[11, 0, 10, 11, 11]","[0, 10, 14, 10, 10]","[0, 11, 10, 0, 0]","[0, 10, 13, 0, 11]","[0, 0, 10, 11, 0]","[0, 0, 11, 11, 13]","[0, 0, 11, 13, 13]","[0, 10, 13, 13, 0]"
