winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,171,101,141,157,107,2,"[0, 13, 0, 0, 11]","[0, 0, 0, 11, 0]","[11, 0, 0, 0, 10]","[0, 11, 0, 0, 0]","[11, 10, 0, 11, 12]","[0, 0, 0, 11, 10]","[11, 0, 12, 10, 10]","[11, 11, 10, 10, 0]","[10, 10, 10, 0, 10]","[10, 11, 10, 0, 10]","[10, 10, 0, 10, 11]","[10, 10, 10, 10, 0]","[10, 12, 0, 0, 0]","[10, 13, 11, 10, 0]","[10, 11, 0, 11, 12]","[10, 11, 0, 14, 11]","[12, 12, 11, 12, 0]","[10, 13, 14, 11, 0]","[11, 13, 13, 10, 0]"
2,131,177,121,129,148,3,"[12, 0, 13, 10, 13]","[0, 12, 11, 0, 0]","[0, 0, 0, 10, 11]","[11, 11, 10, 0, 0]","[10, 10, 0, 11, 14]","[0, 12, 10, 12, 11]","[11, 10, 12, 10, 0]","[12, 0, 11, 10, 10]","[10, 0, 10, 10, 11]","[10, 10, 10, 0, 10]","[10, 10, 10, 0, 11]","[11, 11, 10, 0, 11]","[0, 11, 11, 11, 10]","[0, 0, 0, 0, 0]","[0, 12, 12, 12, 10]","[10, 11, 12, 14, 0]","[11, 0, 12, 11, 13]","[11, 11, 11, 0, 13]","[0, 0, 12, 0, 0]"
1,155,122,119,95,143,4,"[0, 11, 0, 11, 14]","[12, 16, 0, 11, 10]","[0, 13, 11, 0, 0]","[0, 0, 0, 0, 0]","[0, 10, 12, 0, 0]","[0, 11, 11, 13, 10]","[10, 10, 0, 11, 10]","[10, 10, 0, 10, 12]","[11, 10, 10, 10, 0]","[10, 11, 10, 0, 10]","[10, 10, 10, 0, 0]","[0, 10, 0, 10, 10]","[10, 0, 10, 0, 0]","[0, 10, 11, 10, 12]","[0, 0, 11, 0, 10]","[12, 11, 0, 11, 13]","[0, 0, 0, 10, 11]","[10, 0, 14, 0, 10]","[0, 12, 12, 12, 11]"
4,136,136,169,155,177,0,"[10, 0, 14, 10, 16]","[14, 11, 12, 12, 0]","[10, 10, 12, 0, 15]","[0, 12, 12, 12, 11]","[10, 13, 0, 11, 0]","[10, 0, 11, 10, 14]","[0, 0, 12, 11, 10]","[11, 0, 10, 10, 11]","[10, 10, 0, 10, 11]","[11, 10, 10, 10, 0]","[0, 11, 11, 10, 10]","[12, 11, 10, 10, 0]","[0, 0, 0, 10, 10]","[10, 12, 0, 10, 11]","[11, 0, 0, 0, 10]","[14, 12, 10, 0, 10]","[0, 12, 0, 10, 12]","[11, 12, 0, 11, 13]","[11, 0, 12, 12, 13]"
0,143,114,124,181,172,1,"[11, 11, 12, 11, 0]","[12, 10, 13, 0, 13]","[0, 0, 10, 11, 11]","[12, 10, 11, 0, 12]","[0, 10, 0, 0, 12]","[11, 10, 0, 0, 0]","[11, 10, 0, 0, 10]","[10, 0, 10, 12, 10]","[11, 10, 11, 10, 0]","[10, 10, 0, 10, 11]","[10, 0, 0, 10, 10]","[10, 10, 10, 0, 10]","[12, 10, 0, 11, 10]","[11, 11, 11, 0, 10]","[10, 11, 13, 0, 11]","[11, 10, 0, 13, 10]","[14, 10, 0, 12, 10]","[15, 0, 13, 10, 11]","[0, 0, 0, 14, 11]"
3,144,163,171,117,139,2,"[0, 13, 10, 0, 0]","[0, 11, 14, 13, 10]","[0, 12, 11, 12, 11]","[0, 11, 14, 10, 11]","[0, 11, 13, 11, 10]","[10, 0, 0, 12, 0]","[10, 10, 0, 12, 11]","[0, 10, 0, 11, 0]","[0, 10, 10, 10, 11]","[10, 0, 11, 10, 10]","[11, 10, 11, 10, 0]","[10, 11, 12, 0, 10]","[10, 10, 0, 13, 11]","[10, 13, 10, 0, 11]","[11, 0, 11, 11, 12]","[10, 12, 12, 12, 0]","[12, 0, 0, 11, 0]","[0, 0, 12, 0, 10]","[13, 0, 12, 13, 11]"
3,134,133,186,133,146,3,"[13, 0, 14, 12, 11]","[12, 12, 0, 11, 0]","[12, 0, 12, 11, 12]","[0, 0, 0, 10, 15]","[0, 0, 10, 10, 0]","[11, 11, 11, 0, 12]","[0, 10, 0, 10, 11]","[11, 11, 10, 10, 0]","[10, 0, 10, 11, 10]","[10, 10, 10, 0, 10]","[0, 10, 10, 11, 11]","[10, 11, 10, 11, 0]","[10, 10, 0, 10, 0]","[11, 0, 12, 11, 10]","[10, 0, 0, 13, 0]","[0, 11, 13, 11, 11]","[0, 12, 11, 12, 10]","[13, 12, 0, 11, 12]","[0, 14, 0, 11, 11]"
2,133,155,135,141,148,4,"[0, 12, 13, 0, 12]","[0, 12, 0, 10, 12]","[0, 0, 0, 0, 0]","[11, 0, 12, 11, 12]","[12, 11, 11, 0, 11]","[11, 10, 11, 12, 0]","[10, 0, 11, 0, 0]","[11, 0, 10, 10, 11]","[11, 10, 0, 10, 11]","[10, 10, 10, 0, 10]","[11, 10, 10, 11, 0]","[11, 11, 10, 0, 11]","[11, 0, 0, 10, 11]","[11, 0, 10, 10, 12]","[11, 13, 0, 0, 0]","[10, 0, 12, 13, 11]","[0, 11, 11, 11, 13]","[0, 10, 11, 14, 0]","[0, 13, 13, 13, 11]"
3,146,161,165,153,141,0,"[11, 13, 12, 0, 13]","[13, 12, 12, 0, 11]","[12, 0, 0, 12, 12]","[11, 0, 14, 11, 10]","[0, 12, 10, 11, 12]","[0, 11, 0, 13, 0]","[0, 11, 10, 11, 10]","[10, 10, 0, 10, 13]","[11, 11, 10, 10, 0]","[10, 11, 10, 10, 0]","[11, 11, 10, 10, 0]","[10, 10, 0, 10, 11]","[0, 0, 11, 11, 0]","[10, 0, 0, 12, 0]","[10, 0, 12, 0, 11]","[11, 11, 12, 12, 0]","[13, 0, 13, 12, 10]","[10, 12, 12, 0, 15]","[0, 11, 13, 10, 13]"
0,144,137,118,170,91,1,"[10, 11, 10, 0, 15]","[10, 13, 0, 13, 11]","[11, 0, 13, 0, 0]","[14, 10, 10, 11, 0]","[0, 0, 0, 10, 12]","[11, 10, 10, 11, 0]","[0, 12, 11, 10, 10]","[11, 0, 10, 0, 0]","[10, 10, 0, 0, 0]","[10, 0, 10, 10, 10]","[10, 10, 10, 0, 11]","[0, 12, 0, 10, 0]","[11, 0, 10, 0, 0]","[11, 12, 11, 10, 0]","[11, 0, 11, 10, 0]","[13, 11, 11, 11, 0]","[0, 11, 10, 12, 11]","[14, 11, 0, 0, 0]","[13, 11, 0, 0, 11]"
