gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer
0,0,8,10,1.3,False,1000,True,0,2,1,3
0,1,8,10,1.3,False,0,True,0,2,4,3
0,2,8,10,1.3,False,0,True,12,2,2,3
0,3,8,10,1.3,False,0,True,0,2,0,3
1,0,8,10,1.3,False,1000,True,0,2,3,1
1,1,8,10,1.3,False,0,True,11,1,1,1
1,2,8,10,1.3,False,0,True,12,2,2,1
1,3,8,10,1.3,False,0,True,13,3,3,1
2,0,8,10,1.3,False,1000,True,12,2,2,0
2,1,8,10,1.3,False,0,True,10,0,0,0
2,2,8,10,1.3,False,0,True,0,4,3,0
2,3,8,10,1.3,False,0,True,12,2,2,0
3,0,8,10,1.3,False,1000,True,10,0,0,1
3,1,8,10,1.3,False,0,True,0,2,4,1
3,2,8,10,1.3,False,0,True,0,2,3,1
3,3,8,10,1.3,False,0,True,0,4,2,1
4,0,8,10,1.3,False,1000,True,12,2,2,1
4,1,8,10,1.3,False,0,True,11,1,1,1
4,2,8,10,1.3,False,0,True,0,3,2,1
4,3,8,10,1.3,False,0,True,12,2,2,1
5,0,8,10,1.3,False,1000,True,11,1,1,2
5,1,8,10,1.3,False,0,True,0,6,5,2
5,2,8,10,1.3,False,0,True,0,0,1,2
5,3,8,10,1.3,False,0,True,0,1,2,2
6,0,8,10,1.3,False,1000,True,13,3,3,0
6,1,8,10,1.3,False,0,True,12,2,2,0
6,2,8,10,1.3,False,0,True,0,1,2,0
6,3,8,10,1.3,False,0,True,12,2,2,0
7,0,8,10,1.3,False,1000,True,11,1,1,2
7,1,8,10,1.3,False,0,True,0,4,5,2
7,2,8,10,1.3,False,0,True,12,2,2,2
7,3,8,10,1.3,False,0,True,11,1,1,2
8,0,8,10,1.3,False,1000,True,11,1,1,1
8,1,8,10,1.3,False,0,True,0,2,4,1
8,2,8,10,1.3,False,0,True,0,3,1,1
8,3,8,10,1.3,False,0,True,0,2,3,1
9,0,8,10,1.3,False,1000,True,0,1,2,3
9,1,8,10,1.3,False,0,True,0,6,5,3
9,2,8,10,1.3,False,0,True,0,1,0,3
9,3,8,10,1.3,False,0,True,10,0,0,3
10,0,8,10,1.3,False,1000,True,0,1,2,0
10,1,8,10,1.3,False,0,True,13,3,3,0
10,2,8,10,1.3,False,0,True,0,2,1,0
10,3,8,10,1.3,False,0,True,0,2,3,0
11,0,8,10,1.3,False,1000,True,0,2,3,3
11,1,8,10,1.3,False,0,True,0,3,2,3
11,2,8,10,1.3,False,0,True,0,3,1,3
11,3,8,10,1.3,False,0,True,10,0,0,3
12,0,8,10,1.3,False,1000,True,10,0,0,3
12,1,8,10,1.3,False,0,True,0,0,1,3
12,2,8,10,1.3,False,0,True,0,2,4,3
12,3,8,10,1.3,False,0,True,0,6,5,3
13,0,8,10,1.3,False,1000,True,16,6,6,2
13,1,8,10,1.3,False,0,True,10,0,0,2
13,2,8,10,1.3,False,0,True,11,1,1,2
13,3,8,10,1.3,False,0,True,0,1,0,2
14,0,8,10,1.3,False,1000,True,11,1,1,0
14,1,8,10,1.3,False,0,True,14,4,4,0
14,2,8,10,1.3,False,0,True,0,2,0,0
14,3,8,10,1.3,False,0,True,0,1,2,0
15,0,8,10,1.3,False,1000,True,0,5,7,1
15,1,8,10,1.3,False,0,True,0,2,0,1
15,2,8,10,1.3,False,0,True,11,1,1,1
15,3,8,10,1.3,False,0,True,0,0,1,1
16,0,8,10,1.3,False,1000,True,11,1,1,2
16,1,8,10,1.3,False,0,True,0,4,2,2
16,2,8,10,1.3,False,0,True,0,0,1,2
16,3,8,10,1.3,False,0,True,13,3,3,2
17,0,8,10,1.3,False,1000,True,12,2,2,3
17,1,8,10,1.3,False,0,True,0,4,5,3
17,2,8,10,1.3,False,0,True,0,1,0,3
17,3,8,10,1.3,False,0,True,0,1,0,3
18,0,8,10,1.3,False,1000,True,11,1,1,1
18,1,8,10,1.3,False,0,True,15,5,5,1
18,2,8,10,1.3,False,0,True,0,1,2,1
18,3,8,10,1.3,False,0,True,11,1,1,1
19,0,8,10,1.3,False,1000,True,0,3,1,0
19,1,8,10,1.3,False,0,True,11,1,1,0
19,2,8,10,1.3,False,0,True,0,1,2,0
19,3,8,10,1.3,False,0,True,0,3,5,0
20,0,8,10,1.3,False,1000,True,10,0,0,1
20,1,8,10,1.3,False,0,True,12,2,2,1
20,2,8,10,1.3,False,0,True,0,4,3,1
20,3,8,10,1.3,False,0,True,12,2,2,1
21,0,8,10,1.3,False,1000,True,0,1,3,1
21,1,8,10,1.3,False,0,True,13,3,3,1
21,2,8,10,1.3,False,0,True,0,1,2,1
21,3,8,10,1.3,False,0,True,0,3,1,1
22,0,8,10,1.3,False,1000,True,0,1,2,1
22,1,8,10,1.3,False,0,True,0,4,3,1
22,2,8,10,1.3,False,0,True,0,2,1,1
22,3,8,10,1.3,False,0,True,0,1,3,1
23,0,8,10,1.3,False,1000,True,12,2,2,2
23,1,8,10,1.3,False,0,True,13,3,3,2
23,2,8,10,1.3,False,0,True,0,1,2,2
23,3,8,10,1.3,False,0,True,12,2,2,2
24,0,8,10,1.3,False,1000,True,13,3,3,3
24,1,8,10,1.3,False,0,True,11,1,1,3
24,2,8,10,1.3,False,0,True,0,3,1,3
24,3,8,10,1.3,False,0,True,0,1,4,3
25,0,8,10,1.3,False,1000,True,13,3,3,3
25,1,8,10,1.3,False,0,True,0,0,1,3
25,2,8,10,1.3,False,0,True,0,3,4,3
25,3,8,10,1.3,False,0,True,0,2,1,3
26,0,8,10,1.3,False,1000,True,0,2,0,1
26,1,8,10,1.3,False,0,True,14,4,4,1
26,2,8,10,1.3,False,0,True,0,1,3,1
26,3,8,10,1.3,False,0,True,0,1,3,1
27,0,8,10,1.3,False,1000,True,12,2,2,3
27,1,8,10,1.3,False,0,True,0,1,3,3
27,2,8,10,1.3,False,0,True,0,4,2,3
27,3,8,10,1.3,False,0,True,0,1,0,3
28,0,8,10,1.3,False,1000,True,0,3,2,0
28,1,8,10,1.3,False,0,True,0,3,2,0
28,2,8,10,1.3,False,0,True,0,1,2,0
28,3,8,10,1.3,False,0,True,11,1,1,0
29,0,8,10,1.3,False,1000,True,10,0,0,0
