seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
160021,0,67,122,126,145,1,"[0, 13, 12, 13]","[11, 10, 11, 0]","[0, 0, 0, 0]","[11, 0, 10, 0]","[0, 11, 11, 0]","[10, 0, 12, 11]","[0, 0, 0, 10]","[10, 0, 0, 0]","[0, 10, 0, 0]","[10, 0, 10, 11]","[11, 0, 0, 11]","[0, 10, 0, 0]","[11, 0, 11, 11]","[13, 0, 10, 10]","[13, 0, 11, 10]","[11, 13, 0, 0]","[10, 0, 12, 15]","[12, 0, 12, 11]","[12, 0, 0, 13]"
160022,2,135,156,150,123,2,"[14, 10, 11, 0]","[0, 10, 13, 14]","[10, 0, 12, 13]","[0, 10, 0, 0]","[11, 11, 12, 0]","[10, 13, 10, 0]","[12, 0, 0, 10]","[0, 0, 10, 10]","[0, 10, 10, 10]","[10, 10, 10, 0]","[10, 0, 10, 12]","[12, 0, 10, 10]","[0, 10, 0, 12]","[0, 13, 11, 0]","[0, 13, 12, 11]","[10, 11, 0, 12]","[13, 0, 12, 11]","[0, 14, 13, 10]","[11, 0, 0, 15]"
160023,1,165,125,78,134,3,"[11, 14, 13, 0]","[0, 13, 11, 0]","[0, 11, 12, 12]","[0, 0, 0, 10]","[12, 0, 11, 12]","[11, 10, 13, 0]","[10, 12, 11, 0]","[10, 10, 0, 0]","[0, 10, 10, 10]","[11, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 0, 10]","[10, 10, 0, 0]","[0, 11, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 13, 11, 11]","[13, 10, 0, 13]","[12, 11, 13, 0]"
160024,3,134,114,165,141,0,"[11, 15, 0, 11]","[11, 0, 14, 11]","[0, 0, 13, 11]","[0, 11, 0, 0]","[0, 0, 11, 0]","[0, 11, 0, 0]","[10, 10, 0, 13]","[10, 10, 0, 11]","[11, 10, 11, 0]","[10, 0, 10, 10]","[10, 10, 11, 11]","[10, 11, 0, 10]","[10, 0, 11, 13]","[0, 14, 10, 10]","[11, 0, 0, 12]","[0, 10, 10, 0]","[12, 12, 0, 13]","[15, 0, 13, 11]","[10, 10, 0, 18]"
160025,0,95,130,148,159,1,"[13, 0, 11, 12]","[0, 0, 13, 0]","[13, 12, 0, 11]","[11, 0, 13, 11]","[14, 10, 12, 0]","[10, 0, 12, 11]","[12, 10, 10, 0]","[0, 10, 0, 0]","[0, 0, 0, 11]","[10, 0, 10, 11]","[10, 10, 0, 11]","[10, 11, 0, 10]","[0, 10, 0, 0]","[10, 0, 0, 12]","[0, 0, 11, 10]","[12, 12, 12, 0]","[11, 0, 12, 12]","[10, 0, 14, 12]","[13, 10, 0, 14]"
160026,0,103,88,99,116,2,"[12, 14, 0, 13]","[10, 12, 0, 0]","[0, 0, 10, 11]","[14, 0, 11, 12]","[0, 0, 13, 0]","[11, 12, 0, 11]","[11, 0, 0, 10]","[0, 10, 0, 11]","[11, 0, 11, 10]","[10, 10, 10, 0]","[0, 10, 0, 0]","[0, 10, 11, 0]","[0, 0, 10, 0]","[0, 11, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]","[11, 0, 0, 10]","[0, 14, 0, 0]","[15, 0, 12, 11]"
160027,0,108,118,150,167,3,"[14, 11, 14, 0]","[12, 11, 0, 14]","[13, 11, 12, 12]","[10, 10, 0, 14]","[0, 10, 10, 0]","[10, 0, 0, 0]","[11, 0, 11, 10]","[10, 0, 0, 11]","[10, 0, 12, 10]","[10, 11, 10, 0]","[0, 0, 0, 11]","[11, 10, 0, 11]","[0, 10, 0, 11]","[11, 12, 0, 12]","[11, 0, 12, 11]","[11, 0, 11, 13]","[11, 12, 12, 0]","[0, 0, 0, 0]","[12, 0, 14, 10]"
160028,0,124,137,96,146,0,"[12, 13, 0, 10]","[10, 0, 15, 11]","[0, 13, 11, 0]","[12, 0, 0, 11]","[0, 11, 12, 0]","[0, 0, 10, 0]","[10, 0, 13, 10]","[10, 10, 11, 0]","[10, 10, 0, 11]","[0, 10, 10, 10]","[0, 0, 0, 10]","[10, 10, 0, 10]","[10, 13, 11, 0]","[11, 12, 10, 0]","[11, 0, 10, 0]","[0, 0, 0, 0]","[12, 12, 11, 0]","[12, 0, 13, 13]","[16, 10, 0, 0]"
160029,0,104,118,88,154,1,"[12, 0, 0, 13]","[0, 0, 0, 0]","[13, 12, 0, 11]","[0, 10, 0, 0]","[11, 13, 11, 0]","[10, 0, 10, 13]","[0, 12, 10, 0]","[10, 0, 11, 10]","[11, 10, 11, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 0, 0, 10]","[0, 11, 10, 0]","[11, 12, 11, 0]","[10, 0, 11, 11]","[10, 14, 10, 0]","[10, 0, 13, 0]","[13, 0, 0, 0]","[13, 0, 0, 0]"
160030,0,120,158,93,167,2,"[11, 11, 0, 0]","[13, 13, 12, 0]","[14, 0, 12, 0]","[0, 10, 12, 13]","[0, 0, 0, 13]","[11, 0, 14, 10]","[10, 11, 12, 0]","[0, 10, 10, 11]","[10, 11, 11, 0]","[10, 10, 10, 0]","[11, 10, 10, 0]","[11, 11, 0, 11]","[10, 10, 12, 0]","[12, 0, 0, 0]","[13, 0, 12, 10]","[10, 13, 10, 0]","[11, 0, 11, 13]","[0, 0, 10, 0]","[10, 0, 0, 12]"
160031,0,131,114,116,134,3,"[0, 12, 12, 15]","[12, 11, 12, 0]","[0, 12, 12, 0]","[13, 0, 0, 0]","[11, 0, 11, 12]","[0, 10, 0, 0]","[10, 0, 0, 0]","[10, 10, 0, 11]","[10, 10, 11, 11]","[10, 11, 10, 0]","[10, 10, 0, 11]","[10, 0, 0, 10]","[10, 10, 0, 12]","[0, 11, 11, 0]","[0, 11, 12, 11]","[0, 0, 12, 0]","[0, 0, 0, 0]","[13, 13, 0, 12]","[15, 0, 11, 11]"
160032,2,138,144,124,121,0,"[13, 11, 0, 0]","[11, 0, 14, 14]","[10, 11, 14, 0]","[0, 0, 11, 12]","[10, 11, 0, 10]","[0, 12, 0, 10]","[11, 11, 10, 0]","[10, 11, 10, 0]","[10, 10, 11, 0]","[0, 10, 11, 10]","[0, 10, 0, 10]","[0, 10, 10, 11]","[10, 0, 10, 0]","[0, 0, 10, 10]","[0, 10, 11, 12]","[12, 0, 11, 10]","[0, 10, 0, 0]","[12, 0, 11, 15]","[12, 11, 0, 0]"
160033,0,102,137,118,160,1,"[16, 0, 12, 0]","[0, 0, 13, 0]","[10, 12, 0, 0]","[12, 10, 12, 0]","[0, 11, 13, 11]","[0, 0, 11, 0]","[12, 11, 0, 10]","[10, 0, 10, 10]","[0, 10, 11, 11]","[10, 0, 11, 10]","[10, 0, 10, 0]","[10, 11, 0, 11]","[11, 0, 10, 11]","[10, 0, 0, 10]","[11, 0, 11, 12]","[15, 11, 0, 10]","[0, 12, 0, 0]","[11, 0, 13, 12]","[12, 14, 0, 0]"
160034,1,127,85,121,125,2,"[13, 14, 0, 11]","[11, 11, 13, 0]","[11, 0, 11, 10]","[11, 0, 0, 12]","[0, 0, 0, 10]","[0, 0, 10, 0]","[0, 10, 10, 0]","[0, 10, 0, 0]","[10, 11, 10, 11]","[10, 11, 0, 10]","[10, 10, 0, 12]","[0, 10, 0, 0]","[0, 0, 0, 10]","[12, 0, 10, 13]","[12, 0, 11, 10]","[0, 0, 0, 0]","[0, 12, 0, 12]","[13, 14, 10, 0]","[12, 14, 0, 0]"
160035,1,146,111,133,89,3,"[0, 14, 11, 12]","[0, 13, 0, 0]","[0, 12, 0, 0]","[0, 11, 0, 0]","[0, 13, 12, 10]","[0, 11, 13, 11]","[10, 10, 11, 0]","[12, 0, 10, 10]","[0, 10, 0, 10]","[0, 10, 10, 10]","[10, 10, 0, 11]","[0, 10, 0, 0]","[0, 0, 0, 10]","[10, 0, 0, 10]","[0, 0, 12, 0]","[12, 0, 10, 13]","[13, 10, 0, 13]","[11, 0, 10, 13]","[11, 12, 12, 0]"
