card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
JS,high,False,3,3,2,4,2,10
9H,mediumHigh,True,3,2,2,4,1,8
KD,veryhigh,False,2,1,2,2,-1,3
8H,mediumHigh,True,1,0,2,2,-1,2
7C,mediumlow,False,4,3,2,1,5,10
7S,mediumlow,False,1,2,2,1,3,7
6H,mediumlow,True,2,1,2,0,3,5
4C,low,False,3,0,2,0,3,4
TS,high,False,4,1,2,5,1,10
4D,low,False,1,0,0,4,-2,3
AD,veryhigh,False,4,5,2,1,1,10
JD,high,False,3,4,2,1,1,9
5D,low,False,2,3,2,1,1,8
6D,mediumlow,False,1,2,2,0,1,6
2H,low,False,1,1,1,-1,1,3
JH,high,False,1,4,0,4,1,10
JC,high,False,3,3,0,3,1,8
3C,low,False,2,2,0,3,1,7
5C,low,False,1,1,0,2,1,5
3C,low,False,4,2,6,0,1,10
3S,low,False,3,1,5,0,0,7
5S,low,False,2,0,5,-1,0,5
4D,low,True,4,3,2,0,4,10
9D,mediumHigh,True,3,2,1,0,3,7
JD,high,True,2,1,1,0,3,6
TC,high,False,2,0,1,0,3,5
6C,mediumlow,False,1,-1,1,0,3,4
KH,veryhigh,False,1,-2,1,0,3,3
6S,mediumlow,False,1,-3,1,0,3,2
2S,low,True,5,5,1,2,1,10
4C,low,False,3,4,0,2,0,7
2C,low,False,1,3,0,1,-1,4
TS,high,True,2,2,0,1,-2,2
AH,veryhigh,False,3,3,1,3,5,10
8D,mediumHigh,False,1,2,1,3,5,9
5S,low,True,3,1,0,2,4,5
8C,mediumHigh,False,1,0,0,1,4,3
7H,mediumlow,False,1,2,4,1,4,10
3S,low,True,1,1,1,1,4,6
AH,veryhigh,False,3,3,3,3,2,10
JD,high,False,3,2,3,3,2,9
3D,low,False,2,1,2,3,2,7
3H,low,False,2,0,2,2,0,3
KC,veryhigh,False,4,3,2,3,1,10
QH,high,False,4,2,2,3,1,9
6S,mediumlow,True,2,1,2,3,1,8
3C,low,False,3,0,2,3,0,6
3S,low,False,4,3,2,2,4,10
JC,high,True,2,2,2,1,4,8
6S,mediumlow,False,3,1,2,1,4,7
3H,low,False,1,0,1,1,3,4
JS,high,False,2,-1,1,1,2,2
AS,veryhigh,False,3,2,5,1,0,10
6C,mediumlow,False,3,1,5,1,0,9
