card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
QS,high,False,3,1,3,3,5,10
6S,mediumlow,False,5,2,1,5,4,10
8S,mediumHigh,False,4,1,1,5,3,8
KC,veryhigh,False,5,3,4,0,5,10
4C,low,False,4,2,4,0,4,8
JC,high,False,3,1,4,0,3,6
TD,high,False,4,6,3,0,0,10
4D,low,False,2,5,3,-1,0,8
9D,mediumHigh,False,1,4,3,-2,0,6
JH,high,True,2,3,1,-2,0,3
9H,mediumHigh,True,1,2,1,-2,0,2
AC,veryhigh,False,3,2,3,2,2,10
KC,veryhigh,False,2,1,3,2,2,9
2D,low,False,2,0,3,2,2,8
AD,veryhigh,False,3,3,3,2,1,10
7S,mediumlow,True,3,2,3,2,1,9
7C,mediumlow,False,5,1,3,4,1,10
QC,high,False,4,0,3,4,1,9
5C,low,False,3,-1,3,4,1,8
QH,high,False,2,-2,3,1,1,4
TC,high,False,2,-3,3,1,1,3
KC,veryhigh,False,1,-4,3,1,1,2
AH,veryhigh,False,5,2,4,0,2,10
7H,mediumlow,False,4,1,4,0,2,9
3H,low,False,3,0,2,-1,2,5
3D,low,True,4,2,4,3,2,10
4D,low,True,3,1,3,1,2,6
9C,mediumHigh,True,2,2,3,2,2,10
9D,mediumHigh,False,3,1,3,2,2,9
3H,low,False,2,0,3,2,2,8
7D,mediumlow,False,2,-1,1,1,1,3
AS,veryhigh,False,4,2,5,1,1,10
2S,low,False,3,1,5,1,1,9
QH,high,False,5,2,2,3,4,10
7H,mediumlow,False,4,1,2,3,4,9
4D,low,False,2,0,0,2,3,4
KH,veryhigh,False,6,3,2,2,5,10
QH,high,False,5,2,2,2,5,9
2D,low,True,1,1,2,2,5,8
8C,mediumHigh,False,2,0,2,0,5,5
6C,mediumlow,False,3,3,3,0,5,10
6H,mediumlow,False,3,2,3,0,3,7
JD,high,True,1,1,1,0,3,4
8H,mediumHigh,False,2,0,1,0,3,3
AD,veryhigh,False,4,3,4,1,3,10
3S,low,False,3,2,4,1,3,9
4D,low,False,3,1,3,1,2,6
5D,low,False,2,0,1,0,2,2
KS,veryhigh,False,3,1,6,1,4,10
KD,veryhigh,False,2,3,2,4,0,10
QD,high,False,1,2,2,4,0,9
AS,veryhigh,False,4,1,2,3,0,7
3S,low,False,3,0,2,3,0,6
JS,high,False,4,3,1,5,0,10
8C,mediumHigh,True,3,2,1,5,0,9
7C,mediumlow,True,2,1,1,4,0,7
5C,low,True,1,0,1,3,0,5
AS,veryhigh,False,3,2,3,2,2,10
AH,veryhigh,False,2,1,3,2,2,9
2C,low,True,1,0,3,2,2,8
8H,mediumHigh,True,3,2,1,4,2,10
5D,low,False,2,1,1,2,2,7
QH,high,True,1,0,1,0,1,3
8S,mediumHigh,False,2,-1,1,0,1,2
AS,veryhigh,False,4,7,0,0,4,10
4C,low,True,5,6,0,0,4,9
JS,high,False,2,5,0,0,2,6
9C,mediumHigh,True,3,4,0,0,1,4
QC,high,True,2,3,0,0,1,3
JC,high,True,1,2,0,0,1,2
AC,veryhigh,False,3,6,1,1,1,10
KH,veryhigh,False,3,5,1,1,1,9
5S,low,True,4,4,1,1,1,8
JS,high,True,2,3,1,1,0,6
JH,high,False,2,2,1,1,0,5
JC,high,False,2,1,1,1,-1,3
6D,mediumlow,False,2,1,3,4,3,10
2H,low,False,3,0,2,2,0,3
AS,veryhigh,False,4,3,1,1,6,10
3C,low,False,3,2,1,1,6,9
7H,mediumlow,False,1,1,1,0,4,5
QC,high,False,1,0,1,-1,4,3
2C,low,True,5,4,3,2,0,10
8S,mediumHigh,False,2,3,3,1,-1,7
9C,mediumHigh,True,3,2,3,1,-1,6
4H,low,False,3,2,3,4,0,10
KS,veryhigh,False,4,1,2,3,0,7
5H,low,False,2,0,2,3,0,6
JS,high,False,3,-1,2,2,-1,3
KC,veryhigh,True,4,6,0,2,1,10
KD,veryhigh,False,1,5,0,2,1,9
AS,veryhigh,False,5,4,0,2,1,8
KS,veryhigh,False,4,3,0,2,1,7
4C,low,True,1,2,-1,1,-1,2
QC,high,False,4,1,3,5,0,10
6S,mediumlow,False,3,0,3,5,0,9
3S,low,False,2,3,2,3,0,10
AH,veryhigh,False,4,2,1,2,0,7
QD,high,False,2,1,1,2,0,6
3D,low,False,1,0,1,2,0,5
9S,mediumHigh,False,4,1,4,3,1,10
2S,low,False,3,0,4,2,1,8
JS,high,False,2,1,3,3,2,10
9H,mediumHigh,False,4,0,3,2,1,7
5S,low,False,1,-1,3,2,1,6
7D,mediumlow,False,3,0,1,6,4,10
5H,low,False,4,0,3,5,1,10
2S,low,False,4,4,1,2,4,10
QC,high,True,2,3,1,2,3,8
AH,veryhigh,False,3,2,1,2,1,5
QH,high,False,2,1,1,2,1,4
6H,mediumlow,False,2,0,4,4,1,10
TS,high,False,4,-1,4,4,0,8
5H,low,True,3,2,3,3,1,10
4C,low,False,2,1,1,1,1,5
JH,high,True,1,0,1,0,1,3
4S,low,False,2,-1,1,0,1,2
AH,veryhigh,False,4,2,4,1,2,10
AD,veryhigh,False,4,1,4,1,2,9
6D,mediumlow,False,3,0,4,1,2,8
TH,high,False,4,4,0,4,1,10
QC,high,True,2,3,0,4,0,8
KS,veryhigh,False,3,2,0,4,0,7
TC,high,False,3,3,3,1,5,10
JD,high,True,1,2,2,1,4,7
5H,low,False,3,1,2,1,4,6
TD,high,False,2,2,2,2,2,10
KC,veryhigh,False,3,1,-1,2,-1,3
3C,low,False,2,0,-1,2,-1,2
9C,mediumHigh,False,3,1,3,1,6,10
5S,low,False,3,0,3,1,6,9
6D,mediumlow,True,1,-1,3,0,6,7
9D,mediumHigh,False,3,3,3,2,1,10
3S,low,False,2,2,2,2,1,8
3D,low,False,1,1,0,2,0,4
7S,mediumlow,False,1,0,-1,2,0,2
3S,low,False,2,2,1,5,3,10
TD,high,True,1,1,1,3,1,5
5H,low,False,3,0,1,3,1,4
2H,low,True,6,6,0,0,5,10
KD,veryhigh,False,2,5,-1,-1,5,7
AH,veryhigh,True,3,4,-1,-1,4,5
JD,high,False,1,3,-1,-1,4,4
JH,high,True,1,2,-1,-1,3,2
9D,mediumHigh,False,4,2,1,3,5,10
5D,low,False,3,1,0,2,5,7
8H,mediumHigh,False,1,0,-1,2,3,3
KD,veryhigh,False,2,-1,-1,2,3,2
KD,veryhigh,False,6,4,4,1,0,10
6D,mediumlow,False,5,3,4,1,0,9
7D,mediumlow,False,4,2,3,0,0,6
9D,mediumHigh,False,3,1,3,0,-1,4
2S,low,True,1,0,3,0,-1,3
6S,mediumlow,True,3,3,1,2,5,10
TS,high,True,2,2,1,1,5,8
7C,mediumlow,False,3,1,1,1,5,7
2H,low,False,2,0,0,0,5,4
9H,mediumHigh,False,1,-1,0,0,4,2
TC,high,False,3,2,3,1,6,10
2H,low,False,2,1,2,1,6,8
KC,veryhigh,False,5,2,2,2,3,10
6S,mediumlow,True,2,1,2,2,3,9
3D,low,False,1,0,1,-1,3,4
5S,low,False,3,3,2,6,0,10
9D,mediumHigh,True,4,2,2,6,0,9
8S,mediumHigh,False,2,1,2,6,0,8
JS,high,False,1,0,2,5,0,6
4H,low,False,1,-1,2,4,0,4
3C,low,False,2,-2,1,4,0,2
9H,mediumHigh,False,2,5,2,0,4,10
JD,high,False,2,4,1,0,3,7
QS,high,True,3,3,-1,0,2,3
6S,mediumlow,True,2,2,-1,0,2,2
7H,mediumlow,False,2,1,3,5,3,10
JH,high,True,5,5,1,1,2,10
2C,low,False,1,4,1,1,2,9
3H,low,True,4,3,0,0,2,6
6D,mediumlow,False,1,2,0,0,0,3
2D,low,False,3,0,4,3,5,10
JH,high,False,3,1,6,1,1,10
6D,mediumlow,False,4,0,4,-1,0,4
AD,veryhigh,False,6,3,3,1,4,10
QD,high,False,5,2,3,1,4,9
6S,mediumlow,True,2,1,3,1,4,8
3D,low,False,2,0,3,-2,2,2
5H,low,False,3,3,3,3,0,10
5S,low,True,2,2,0,1,-2,2
7S,mediumlow,True,2,1,5,4,1,10
4C,low,False,3,0,3,2,1,5
AC,veryhigh,False,4,5,4,2,0,10
KC,veryhigh,False,3,4,4,2,0,9
2S,low,False,3,3,4,2,-1,7
6C,mediumlow,False,2,2,3,2,-1,5
3C,low,False,1,1,3,2,-1,4
4S,low,False,2,0,3,1,-1,2
3C,low,False,2,3,0,5,3,10
5C,low,False,1,2,0,5,2,8
9S,mediumHigh,True,2,1,-1,2,1,2
6D,mediumlow,False,2,0,3,5,3,10
9D,mediumHigh,False,3,4,0,4,1,10
3D,low,False,1,3,0,2,1,7
JC,high,False,1,2,0,2,-2,3
QS,high,False,4,4,2,2,1,10
KD,veryhigh,False,3,3,2,2,1,9
AS,veryhigh,False,3,2,2,2,1,8
2H,low,True,3,1,2,2,1,7
8H,mediumHigh,True,2,0,2,1,1,5
9H,mediumHigh,True,1,-1,2,1,1,4
4D,low,True,3,4,2,2,0,10
6H,mediumlow,False,4,3,1,2,0,8
KS,veryhigh,False,1,2,1,2,0,7
JD,high,True,2,1,1,2,0,6
TH,high,False,3,0,0,2,-1,3
5D,low,False,2,2,4,0,5,10
AD,veryhigh,False,1,1,3,-1,5,7
5H,low,True,1,0,3,-1,5,6
3H,low,False,3,2,3,3,0,10
2D,low,True,2,1,0,2,-1,4
AS,veryhigh,False,1,3,3,2,1,10
9D,mediumHigh,False,5,2,3,2,1,9
2H,low,True,2,1,3,2,1,8
2C,low,False,1,0,3,1,0,5
KD,veryhigh,False,3,4,2,2,0,10
AS,veryhigh,False,3,3,2,1,0,8
JC,high,False,2,2,2,1,0,7
5C,low,False,1,1,1,1,0,5
AD,veryhigh,False,4,2,1,2,4,10
9S,mediumHigh,False,4,1,1,2,4,9
3D,low,False,2,0,0,2,2,5
6C,mediumlow,True,4,4,2,2,0,10
AC,veryhigh,True,3,3,0,1,0,6
QC,high,True,2,2,0,1,0,5
3C,low,True,1,1,0,1,0,4
2H,low,False,2,0,0,1,0,3
3D,low,False,4,0,5,4,0,10
AH,veryhigh,False,1,2,8,0,1,10
QS,high,False,4,1,8,0,1,9
6C,mediumlow,True,2,0,8,0,1,8
9S,mediumHigh,False,4,1,5,2,0,10
4D,low,False,3,0,5,0,0,7
TD,high,True,4,2,3,1,6,10
2D,low,True,3,1,3,1,6,9
AS,veryhigh,False,2,4,1,2,2,10
2C,low,False,3,3,1,2,2,9
5H,low,True,3,2,1,1,2,7
2S,low,False,1,1,1,-1,1,3
AH,veryhigh,False,4,3,2,3,0,10
JC,high,False,3,2,2,3,0,9
9D,mediumHigh,True,2,1,2,2,0,7
4H,low,False,2,0,0,1,0,3
8H,mediumHigh,False,1,-1,0,1,0,2
5S,low,False,3,0,3,5,1,10
9H,mediumHigh,False,3,-1,2,3,0,5
9D,mediumHigh,False,4,2,2,3,5,10
AH,veryhigh,False,1,1,-1,2,2,2
KD,veryhigh,False,2,2,3,3,4,10
TD,high,False,2,2,2,5,2,10
AH,veryhigh,False,3,1,2,4,2,8
6D,mediumlow,False,1,0,2,4,2,7
9C,mediumHigh,True,3,2,2,3,2,10
KD,veryhigh,False,2,1,1,2,-1,4
JD,high,False,1,0,1,2,-1,3
AH,veryhigh,False,4,3,3,1,5,10
QS,high,False,2,2,3,1,5,9
4D,low,True,2,3,1,3,4,10
JH,high,False,3,2,-1,3,3,6
QC,high,False,3,1,-1,3,3,5
5H,low,False,2,0,-1,3,3,4
7D,mediumlow,False,4,0,4,5,2,10
QS,high,False,3,2,4,1,4,10
TS,high,False,2,1,3,-1,4,6
3S,low,False,1,0,3,-1,4,5
TC,high,False,4,-1,3,-1,4,4
8H,mediumHigh,False,3,3,2,3,1,10
AH,veryhigh,False,2,2,2,2,-1,6
9H,mediumHigh,False,1,1,2,2,-1,5
4D,low,False,2,0,2,2,-1,4
KC,veryhigh,False,5,1,6,0,2,10
TC,high,False,4,0,6,0,2,9
3C,low,False,3,-1,6,0,2,8
3D,low,True,2,2,3,4,0,10
QH,high,False,2,1,1,2,-3,2
TS,high,False,3,2,6,1,0,10
3H,low,False,3,1,6,1,0,9
JS,high,False,2,0,5,-1,0,5
3D,low,False,2,-1,5,-1,0,4
7C,mediumlow,False,2,1,6,0,2,10
2D,low,False,2,0,3,-2,0,2
AS,veryhigh,False,4,2,2,4,3,10
3S,low,False,3,1,2,3,3,8
TC,high,False,1,0,2,2,0,3
7H,mediumlow,False,1,4,1,1,3,10
9D,mediumHigh,False,2,3,-1,1,1,5
3D,low,False,1,2,-1,1,0,3
QD,high,False,5,1,4,2,4,10
KC,veryhigh,False,3,1,2,4,5,10
5H,low,False,4,0,2,4,5,9
QH,high,False,3,-1,1,4,4,6
7H,mediumlow,False,2,-2,1,3,3,3
2S,low,False,3,5,2,0,4,10
3D,low,False,3,4,2,-1,4,8
QC,high,True,2,3,1,-1,4,6
KS,veryhigh,False,2,2,1,-1,4,5
TS,high,False,1,1,1,-1,4,4
