winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2,119,138,125,123,2,"[13, 12, 0, 13]","[13, 0, 12, 10]","[15, 11, 0, 0]","[0, 12, 12, 11]","[0, 0, 10, 11]","[0, 0, 11, 11]","[0, 0, 11, 0]","[10, 10, 11, 0]","[10, 10, 0, 11]","[11, 10, 10, 0]","[0, 10, 10, 11]","[0, 0, 0, 10]","[13, 10, 0, 10]","[0, 10, 0, 14]","[14, 0, 0, 0]","[11, 0, 12, 13]","[0, 13, 13, 0]","[13, 11, 14, 0]","[0, 0, 12, 0]"
2,87,157,90,87,3,"[12, 0, 12, 12]","[11, 12, 12, 0]","[0, 0, 10, 0]","[0, 0, 13, 0]","[0, 12, 0, 0]","[0, 12, 10, 0]","[0, 0, 11, 0]","[10, 0, 11, 11]","[0, 10, 0, 0]","[0, 10, 10, 11]","[10, 0, 11, 10]","[11, 10, 0, 11]","[0, 0, 11, 0]","[10, 0, 12, 10]","[0, 0, 0, 0]","[0, 10, 10, 0]","[11, 0, 0, 12]","[12, 11, 13, 0]","[0, 0, 11, 13]"
1,141,117,100,126,0,"[0, 12, 0, 0]","[10, 0, 0, 0]","[0, 16, 11, 11]","[0, 13, 0, 0]","[13, 0, 11, 10]","[0, 0, 10, 13]","[11, 10, 0, 0]","[0, 10, 0, 0]","[11, 11, 10, 0]","[10, 0, 11, 10]","[10, 10, 10, 0]","[0, 10, 0, 10]","[0, 11, 10, 10]","[0, 14, 11, 10]","[11, 12, 11, 0]","[10, 0, 0, 14]","[10, 12, 12, 0]","[16, 0, 0, 0]","[14, 0, 10, 12]"
2,67,157,142,111,1,"[0, 14, 0, 12]","[13, 0, 12, 10]","[0, 0, 0, 10]","[0, 0, 14, 0]","[10, 0, 0, 0]","[12, 0, 11, 12]","[10, 0, 12, 12]","[0, 0, 10, 10]","[11, 10, 11, 0]","[0, 10, 10, 10]","[0, 0, 11, 0]","[0, 10, 12, 10]","[10, 10, 10, 0]","[11, 13, 0, 11]","[11, 0, 12, 11]","[11, 0, 10, 10]","[0, 0, 0, 11]","[12, 0, 11, 0]","[0, 0, 11, 13]"
2,123,128,89,124,2,"[0, 11, 0, 0]","[13, 10, 13, 0]","[0, 0, 12, 12]","[0, 0, 11, 13]","[0, 13, 11, 0]","[11, 11, 0, 11]","[0, 10, 10, 10]","[0, 13, 10, 10]","[10, 10, 0, 11]","[11, 10, 10, 0]","[11, 10, 10, 0]","[10, 0, 0, 0]","[0, 0, 10, 0]","[13, 11, 10, 0]","[0, 0, 0, 11]","[13, 0, 11, 11]","[11, 14, 10, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]"
3,109,118,144,130,3,"[12, 0, 14, 12]","[0, 11, 13, 0]","[10, 0, 0, 12]","[12, 11, 0, 12]","[11, 0, 0, 0]","[12, 12, 0, 10]","[10, 0, 10, 13]","[10, 0, 13, 10]","[10, 10, 12, 0]","[10, 0, 10, 10]","[0, 10, 0, 10]","[10, 10, 0, 0]","[11, 0, 10, 11]","[0, 11, 0, 11]","[0, 11, 12, 10]","[0, 12, 0, 0]","[12, 0, 13, 13]","[0, 0, 11, 10]","[0, 11, 0, 0]"
1,126,89,89,115,0,"[0, 10, 16, 0]","[13, 0, 0, 0]","[15, 10, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 12]","[0, 12, 11, 11]","[10, 10, 11, 0]","[11, 10, 0, 10]","[0, 10, 10, 12]","[11, 10, 10, 0]","[10, 12, 0, 10]","[0, 10, 0, 11]","[11, 0, 10, 0]","[0, 10, 0, 11]","[12, 10, 0, 0]","[12, 0, 10, 0]","[0, 0, 0, 12]","[10, 0, 0, 0]","[0, 12, 11, 0]"
3,99,114,150,121,1,"[0, 15, 11, 12]","[0, 0, 11, 11]","[13, 10, 0, 11]","[0, 0, 11, 12]","[13, 0, 0, 0]","[10, 11, 11, 0]","[10, 0, 14, 10]","[10, 10, 0, 12]","[10, 0, 11, 10]","[10, 10, 0, 10]","[10, 10, 11, 0]","[0, 11, 10, 0]","[0, 0, 0, 0]","[0, 0, 0, 12]","[10, 0, 13, 0]","[11, 12, 0, 13]","[0, 0, 11, 12]","[0, 0, 0, 12]","[14, 10, 0, 13]"
1,150,123,111,85,2,"[0, 12, 10, 11]","[0, 0, 0, 11]","[0, 11, 0, 0]","[11, 11, 0, 12]","[0, 0, 12, 0]","[0, 12, 0, 0]","[0, 10, 13, 10]","[11, 10, 0, 11]","[10, 10, 11, 0]","[10, 10, 11, 0]","[0, 10, 11, 10]","[11, 0, 10, 11]","[10, 11, 11, 0]","[0, 11, 0, 0]","[0, 10, 0, 0]","[11, 11, 0, 12]","[11, 0, 10, 0]","[0, 0, 11, 10]","[0, 11, 13, 13]"
0,113,110,86,152,3,"[0, 11, 12, 0]","[0, 0, 0, 10]","[0, 15, 12, 11]","[12, 0, 0, 0]","[13, 12, 10, 0]","[0, 10, 11, 13]","[14, 10, 0, 10]","[0, 0, 0, 0]","[11, 11, 0, 10]","[10, 0, 10, 10]","[10, 0, 11, 10]","[11, 0, 0, 0]","[10, 0, 11, 12]","[11, 10, 11, 0]","[0, 10, 0, 0]","[10, 0, 0, 0]","[13, 11, 12, 0]","[13, 0, 0, 0]","[14, 13, 10, 0]"
