winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,122,125,177,146,175,3,"[0, 0, 0, 10, 11]","[11, 13, 0, 11, 10]","[11, 0, 11, 11, 13]","[12, 10, 0, 10, 10]","[10, 10, 0, 11, 12]","[0, 0, 11, 0, 10]","[10, 11, 11, 12, 0]","[10, 0, 10, 11, 0]","[10, 0, 11, 11, 10]","[10, 11, 0, 10, 10]","[10, 11, 0, 10, 10]","[10, 0, 10, 12, 11]","[0, 10, 10, 11, 12]","[11, 0, 0, 0, 11]","[0, 13, 12, 11, 10]","[10, 0, 13, 13, 0]","[0, 12, 13, 10, 13]","[11, 11, 0, 13, 11]","[10, 10, 13, 0, 11]"
2,87,151,126,147,150,4,"[0, 0, 10, 10, 15]","[12, 0, 11, 0, 13]","[11, 0, 11, 0, 11]","[0, 10, 0, 10, 0]","[12, 13, 0, 11, 10]","[12, 0, 11, 10, 0]","[0, 10, 11, 10, 11]","[11, 0, 10, 0, 0]","[10, 10, 10, 0, 10]","[10, 0, 10, 11, 10]","[0, 11, 0, 10, 0]","[0, 10, 10, 10, 13]","[10, 0, 0, 10, 0]","[10, 0, 11, 0, 10]","[12, 11, 10, 0, 0]","[10, 0, 12, 13, 11]","[0, 0, 0, 10, 12]","[15, 0, 12, 11, 11]","[12, 12, 12, 0, 13]"
4,146,140,117,120,173,0,"[11, 0, 0, 0, 10]","[0, 11, 0, 11, 13]","[0, 11, 11, 12, 11]","[0, 13, 0, 10, 11]","[11, 10, 12, 0, 10]","[0, 11, 11, 13, 10]","[10, 12, 11, 10, 0]","[11, 0, 12, 10, 10]","[11, 11, 10, 0, 10]","[10, 11, 0, 10, 10]","[0, 11, 11, 10, 10]","[0, 0, 12, 0, 10]","[11, 11, 0, 10, 11]","[10, 10, 14, 11, 0]","[10, 0, 0, 0, 12]","[0, 10, 0, 0, 12]","[0, 0, 11, 0, 11]","[13, 0, 11, 0, 12]","[12, 14, 14, 10, 0]"
1,185,166,161,102,177,1,"[10, 16, 0, 11, 10]","[12, 0, 10, 12, 11]","[0, 10, 11, 0, 12]","[0, 12, 12, 11, 11]","[0, 11, 11, 10, 14]","[11, 12, 0, 10, 0]","[10, 10, 11, 0, 11]","[11, 0, 10, 12, 10]","[11, 10, 11, 10, 0]","[0, 10, 10, 10, 11]","[0, 0, 0, 10, 10]","[0, 11, 11, 10, 11]","[0, 10, 10, 11, 12]","[0, 12, 11, 10, 12]","[12, 12, 11, 0, 11]","[12, 11, 11, 11, 0]","[0, 12, 12, 12, 10]","[0, 13, 0, 11, 11]","[13, 13, 14, 0, 10]"
1,188,139,123,165,149,2,"[11, 14, 11, 0, 13]","[0, 14, 10, 0, 0]","[0, 10, 12, 10, 15]","[0, 12, 10, 0, 0]","[12, 10, 0, 12, 11]","[11, 11, 0, 12, 10]","[11, 12, 10, 0, 10]","[0, 10, 11, 11, 10]","[11, 0, 10, 11, 10]","[10, 10, 10, 10, 0]","[11, 10, 0, 10, 11]","[11, 11, 10, 0, 10]","[10, 10, 0, 12, 11]","[11, 10, 10, 0, 13]","[11, 10, 0, 11, 0]","[11, 11, 0, 12, 12]","[11, 11, 11, 0, 13]","[11, 12, 12, 12, 0]","[12, 0, 12, 0, 0]"
4,121,131,132,141,144,3,"[12, 12, 14, 11, 0]","[12, 12, 10, 0, 0]","[13, 10, 0, 0, 12]","[0, 12, 11, 0, 0]","[0, 0, 11, 10, 11]","[10, 0, 0, 0, 11]","[10, 0, 0, 0, 0]","[0, 10, 0, 10, 11]","[11, 0, 10, 11, 10]","[10, 0, 10, 11, 10]","[10, 11, 10, 11, 0]","[10, 10, 12, 0, 10]","[0, 0, 10, 10, 10]","[11, 0, 0, 10, 11]","[10, 11, 0, 12, 11]","[10, 0, 10, 11, 15]","[0, 12, 0, 12, 10]","[12, 11, 12, 0, 12]","[0, 10, 11, 13, 0]"
4,143,145,148,157,159,4,"[12, 0, 14, 13, 10]","[12, 10, 14, 12, 0]","[0, 10, 12, 13, 11]","[0, 0, 0, 12, 10]","[10, 11, 10, 11, 0]","[12, 0, 10, 0, 0]","[0, 11, 10, 0, 11]","[10, 12, 0, 10, 11]","[10, 0, 10, 11, 10]","[10, 10, 11, 0, 10]","[0, 10, 11, 10, 10]","[12, 10, 0, 11, 10]","[10, 0, 10, 11, 11]","[10, 12, 10, 0, 10]","[11, 0, 10, 0, 0]","[12, 11, 13, 0, 11]","[0, 11, 0, 11, 11]","[13, 12, 0, 11, 11]","[13, 13, 0, 12, 12]"
1,194,148,104,87,117,0,"[0, 13, 14, 11, 11]","[0, 12, 0, 0, 12]","[11, 10, 0, 0, 0]","[0, 10, 12, 10, 13]","[11, 11, 11, 10, 0]","[0, 0, 12, 0, 10]","[13, 11, 10, 0, 10]","[10, 10, 0, 10, 0]","[11, 11, 10, 0, 10]","[0, 10, 10, 11, 10]","[0, 10, 0, 11, 10]","[0, 13, 10, 10, 10]","[10, 10, 13, 0, 11]","[11, 11, 11, 10, 0]","[0, 0, 11, 0, 10]","[0, 12, 0, 11, 0]","[0, 11, 12, 0, 0]","[0, 14, 12, 10, 0]","[10, 15, 0, 0, 0]"
0,183,146,100,185,92,1,"[10, 13, 0, 12, 13]","[12, 10, 0, 12, 12]","[10, 0, 10, 0, 0]","[12, 13, 10, 10, 0]","[12, 11, 10, 12, 0]","[11, 11, 10, 0, 11]","[11, 10, 0, 0, 0]","[10, 11, 11, 11, 0]","[10, 10, 0, 10, 0]","[10, 11, 10, 0, 10]","[10, 11, 10, 0, 11]","[10, 10, 0, 0, 10]","[11, 10, 11, 0, 11]","[10, 11, 12, 12, 0]","[12, 0, 10, 0, 0]","[0, 14, 11, 11, 0]","[13, 0, 10, 10, 14]","[0, 11, 11, 0, 0]","[11, 16, 10, 0, 0]"
1,186,123,146,145,112,2,"[11, 13, 0, 12, 12]","[11, 10, 15, 11, 0]","[0, 11, 0, 12, 0]","[13, 10, 0, 0, 12]","[10, 0, 0, 11, 0]","[12, 11, 10, 0, 11]","[11, 10, 12, 11, 0]","[10, 11, 0, 0, 0]","[0, 11, 10, 10, 11]","[10, 10, 0, 10, 10]","[11, 10, 10, 10, 0]","[10, 11, 12, 0, 10]","[0, 10, 10, 0, 0]","[12, 10, 0, 13, 10]","[0, 12, 0, 10, 0]","[0, 10, 10, 14, 11]","[12, 0, 12, 11, 12]","[12, 12, 12, 11, 0]","[0, 14, 10, 0, 13]"
