winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
4,135,121,136,97,151,2,"[0, 12, 12, 13, 12]","[11, 0, 14, 12, 11]","[11, 0, 0, 0, 0]","[10, 0, 0, 13, 0]","[0, 14, 11, 0, 11]","[0, 10, 11, 0, 10]","[0, 11, 10, 11, 10]","[10, 11, 11, 11, 0]","[0, 10, 10, 10, 11]","[11, 0, 10, 10, 10]","[10, 10, 10, 10, 0]","[10, 11, 0, 11, 10]","[0, 10, 10, 11, 11]","[0, 11, 0, 10, 10]","[0, 0, 0, 0, 11]","[10, 12, 0, 0, 0]","[0, 13, 0, 0, 12]","[0, 0, 0, 14, 10]","[14, 0, 12, 0, 12]"
1,159,87,145,122,155,3,"[0, 0, 0, 0, 13]","[12, 11, 0, 12, 11]","[11, 11, 0, 13, 13]","[0, 11, 0, 12, 11]","[0, 0, 0, 12, 0]","[11, 11, 0, 0, 0]","[10, 13, 11, 10, 0]","[12, 10, 10, 0, 10]","[0, 12, 10, 10, 10]","[10, 11, 0, 10, 10]","[0, 0, 10, 0, 10]","[0, 10, 11, 11, 11]","[12, 10, 0, 10, 11]","[10, 0, 12, 12, 10]","[11, 12, 0, 0, 0]","[0, 12, 0, 10, 0]","[11, 12, 10, 0, 14]","[0, 0, 13, 10, 11]","[12, 13, 0, 13, 10]"
2,118,181,139,157,165,4,"[15, 0, 11, 10, 0]","[12, 0, 12, 0, 13]","[11, 0, 12, 11, 0]","[10, 10, 13, 0, 13]","[10, 0, 13, 11, 11]","[12, 10, 0, 10, 10]","[11, 0, 11, 11, 10]","[0, 10, 10, 11, 11]","[10, 10, 0, 10, 11]","[10, 10, 11, 0, 10]","[10, 10, 10, 0, 12]","[0, 10, 11, 11, 11]","[11, 0, 10, 10, 0]","[10, 13, 10, 11, 0]","[0, 0, 11, 10, 10]","[12, 0, 11, 11, 10]","[0, 13, 0, 12, 10]","[0, 11, 12, 0, 10]","[13, 11, 13, 0, 13]"
4,123,130,108,146,174,0,"[0, 0, 0, 12, 12]","[0, 0, 14, 10, 11]","[11, 0, 0, 13, 10]","[10, 0, 0, 0, 12]","[12, 10, 11, 12, 0]","[0, 11, 11, 10, 13]","[11, 0, 10, 0, 11]","[11, 11, 0, 10, 10]","[11, 11, 10, 0, 10]","[0, 10, 10, 10, 10]","[12, 10, 10, 10, 0]","[0, 0, 10, 0, 10]","[10, 11, 11, 0, 12]","[11, 0, 11, 11, 11]","[11, 11, 12, 0, 10]","[10, 15, 0, 10, 10]","[13, 12, 10, 0, 11]","[0, 11, 0, 0, 11]","[13, 0, 0, 0, 0]"
2,83,197,133,140,156,1,"[10, 11, 13, 0, 11]","[13, 0, 11, 10, 13]","[12, 10, 13, 11, 0]","[12, 11, 11, 12, 0]","[0, 10, 12, 0, 11]","[11, 11, 11, 0, 10]","[0, 0, 10, 0, 11]","[0, 10, 10, 11, 12]","[10, 10, 10, 12, 0]","[11, 0, 10, 10, 10]","[10, 0, 11, 10, 10]","[10, 10, 10, 0, 11]","[10, 0, 10, 12, 11]","[10, 0, 11, 13, 11]","[0, 0, 12, 10, 0]","[11, 0, 11, 0, 11]","[0, 0, 11, 10, 13]","[0, 0, 10, 12, 0]","[10, 0, 0, 0, 11]"
0,135,128,143,167,144,2,"[13, 0, 0, 0, 12]","[12, 0, 11, 0, 12]","[11, 12, 0, 11, 0]","[11, 11, 10, 13, 0]","[0, 0, 10, 12, 0]","[11, 11, 0, 0, 0]","[11, 10, 11, 0, 11]","[0, 11, 10, 10, 10]","[0, 10, 12, 10, 10]","[10, 0, 10, 11, 10]","[10, 11, 0, 10, 11]","[11, 0, 10, 11, 11]","[10, 11, 0, 10, 11]","[10, 10, 10, 0, 0]","[10, 0, 11, 13, 12]","[12, 12, 0, 10, 0]","[11, 0, 10, 0, 12]","[14, 11, 0, 12, 10]","[0, 15, 13, 10, 12]"
1,173,127,140,133,131,3,"[0, 12, 10, 0, 11]","[0, 0, 10, 13, 11]","[0, 12, 10, 0, 0]","[12, 0, 12, 10, 11]","[13, 10, 11, 0, 10]","[0, 0, 0, 13, 0]","[11, 10, 10, 0, 13]","[10, 10, 10, 0, 10]","[10, 10, 10, 10, 0]","[0, 11, 10, 0, 10]","[10, 10, 0, 11, 10]","[10, 10, 0, 11, 0]","[0, 11, 0, 12, 10]","[0, 10, 10, 11, 12]","[12, 10, 11, 11, 0]","[10, 12, 13, 12, 0]","[10, 13, 0, 0, 0]","[13, 11, 0, 11, 11]","[12, 11, 0, 15, 12]"
0,137,145,163,203,121,4,"[14, 11, 13, 10, 0]","[11, 11, 12, 0, 0]","[12, 0, 12, 13, 10]","[13, 0, 11, 10, 12]","[10, 13, 0, 11, 11]","[11, 11, 12, 10, 0]","[12, 10, 11, 0, 11]","[10, 0, 0, 10, 10]","[0, 10, 0, 10, 11]","[10, 10, 10, 10, 0]","[11, 10, 10, 11, 0]","[11, 10, 0, 10, 11]","[11, 10, 10, 10, 0]","[11, 0, 13, 10, 11]","[13, 10, 11, 0, 0]","[11, 0, 0, 0, 12]","[10, 0, 10, 11, 11]","[12, 10, 0, 12, 11]","[10, 11, 10, 15, 0]"
1,158,118,107,126,154,0,"[12, 12, 12, 0, 12]","[0, 14, 10, 0, 0]","[0, 11, 12, 11, 13]","[14, 0, 0, 0, 11]","[0, 10, 10, 0, 0]","[0, 10, 0, 12, 10]","[11, 11, 0, 10, 12]","[10, 0, 0, 0, 10]","[11, 10, 0, 10, 10]","[11, 0, 10, 10, 10]","[0, 10, 10, 10, 11]","[12, 0, 11, 10, 10]","[10, 10, 0, 0, 11]","[10, 11, 11, 0, 0]","[0, 0, 12, 10, 0]","[0, 12, 10, 0, 12]","[11, 13, 0, 12, 11]","[0, 11, 0, 12, 0]","[14, 13, 10, 0, 11]"
0,130,159,154,168,124,1,"[11, 0, 0, 13, 12]","[0, 0, 12, 10, 13]","[11, 10, 12, 13, 0]","[11, 12, 10, 0, 13]","[0, 11, 14, 10, 0]","[13, 10, 10, 11, 0]","[12, 0, 11, 10, 10]","[10, 10, 12, 0, 11]","[10, 11, 11, 10, 0]","[0, 10, 11, 10, 10]","[10, 0, 11, 11, 10]","[10, 0, 0, 11, 10]","[10, 10, 12, 0, 11]","[0, 0, 11, 11, 0]","[11, 11, 0, 0, 0]","[10, 10, 0, 12, 13]","[12, 12, 12, 10, 0]","[14, 13, 10, 12, 0]","[13, 0, 0, 0, 11]"
2,125,180,143,109,144,2,"[0, 10, 0, 11, 0]","[0, 10, 14, 0, 0]","[0, 11, 12, 0, 10]","[10, 11, 14, 0, 11]","[0, 0, 11, 12, 0]","[10, 0, 11, 12, 0]","[12, 0, 10, 12, 10]","[10, 10, 10, 0, 0]","[0, 10, 10, 11, 11]","[10, 0, 10, 10, 10]","[10, 10, 0, 10, 11]","[0, 11, 10, 10, 10]","[0, 10, 0, 0, 11]","[13, 0, 10, 10, 11]","[10, 0, 11, 12, 12]","[13, 12, 11, 10, 0]","[0, 10, 11, 0, 13]","[0, 10, 13, 11, 11]","[11, 0, 12, 12, 13]"
2,152,170,135,99,129,3,"[0, 0, 10, 15, 12]","[0, 14, 12, 10, 11]","[0, 10, 13, 12, 0]","[11, 0, 12, 11, 11]","[12, 10, 11, 0, 0]","[12, 0, 10, 10, 11]","[11, 11, 0, 10, 11]","[0, 10, 0, 12, 10]","[10, 11, 10, 11, 0]","[10, 10, 10, 0, 10]","[0, 11, 10, 0, 0]","[0, 11, 10, 11, 10]","[0, 10, 0, 10, 10]","[0, 10, 12, 10, 11]","[11, 0, 15, 0, 10]","[0, 10, 0, 0, 0]","[11, 0, 11, 0, 0]","[11, 12, 11, 0, 0]","[0, 12, 13, 13, 12]"
3,94,132,156,141,129,4,"[12, 0, 13, 11, 10]","[0, 0, 0, 12, 12]","[11, 0, 0, 12, 0]","[0, 12, 10, 11, 11]","[10, 0, 11, 0, 11]","[13, 10, 10, 12, 0]","[0, 10, 0, 11, 0]","[10, 10, 0, 10, 11]","[10, 10, 0, 0, 0]","[10, 10, 0, 10, 10]","[10, 0, 10, 0, 10]","[10, 10, 11, 0, 10]","[0, 0, 11, 10, 0]","[11, 10, 0, 12, 10]","[11, 0, 11, 13, 11]","[11, 0, 10, 11, 0]","[0, 0, 12, 10, 12]","[0, 0, 12, 11, 0]","[12, 12, 11, 0, 11]"
0,112,141,106,158,133,0,"[11, 12, 14, 0, 12]","[15, 0, 0, 0, 11]","[13, 0, 12, 0, 0]","[0, 0, 11, 0, 13]","[11, 11, 10, 0, 10]","[12, 0, 12, 10, 0]","[10, 0, 10, 0, 0]","[11, 10, 0, 10, 11]","[10, 0, 10, 12, 10]","[10, 11, 10, 10, 0]","[10, 10, 0, 10, 10]","[0, 10, 10, 10, 0]","[11, 12, 10, 10, 0]","[11, 10, 11, 10, 0]","[0, 0, 11, 12, 10]","[11, 12, 10, 0, 12]","[0, 14, 0, 0, 11]","[12, 0, 0, 0, 12]","[0, 0, 0, 12, 11]"
