winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,107,86,127,131,0,"[11, 0, 12, 12]","[0, 13, 0, 0]","[10, 0, 0, 0]","[10, 13, 0, 0]","[0, 0, 0, 11]","[0, 13, 11, 10]","[10, 11, 0, 11]","[0, 10, 11, 0]","[11, 0, 10, 10]","[0, 11, 10, 10]","[10, 0, 10, 11]","[0, 0, 11, 0]","[10, 0, 0, 0]","[10, 12, 0, 13]","[11, 0, 11, 11]","[0, 0, 0, 15]","[15, 11, 0, 0]","[12, 13, 0, 13]","[11, 0, 0, 0]"
2,148,170,143,66,1,"[0, 11, 13, 0]","[12, 0, 14, 11]","[0, 12, 11, 0]","[0, 0, 0, 12]","[0, 0, 0, 11]","[12, 11, 0, 11]","[10, 12, 10, 0]","[0, 11, 11, 11]","[0, 11, 10, 10]","[0, 11, 10, 10]","[0, 10, 10, 12]","[0, 11, 10, 11]","[0, 13, 11, 10]","[0, 0, 12, 10]","[0, 10, 11, 11]","[0, 0, 13, 0]","[10, 0, 12, 0]","[11, 11, 0, 13]","[11, 14, 12, 0]"
2,133,153,110,109,2,"[0, 0, 12, 12]","[11, 11, 15, 0]","[0, 12, 13, 12]","[0, 0, 10, 0]","[10, 0, 0, 0]","[0, 10, 0, 11]","[0, 12, 10, 12]","[0, 0, 10, 0]","[0, 0, 11, 10]","[11, 10, 10, 0]","[10, 10, 0, 10]","[10, 11, 11, 0]","[11, 10, 0, 11]","[0, 10, 13, 10]","[11, 12, 0, 0]","[12, 13, 12, 0]","[12, 12, 0, 12]","[0, 0, 10, 0]","[11, 0, 16, 10]"
0,134,125,94,138,3,"[11, 0, 0, 0]","[0, 13, 13, 10]","[12, 0, 0, 0]","[0, 10, 0, 0]","[10, 0, 11, 0]","[11, 11, 0, 11]","[0, 0, 10, 0]","[0, 11, 0, 10]","[11, 0, 10, 10]","[0, 10, 11, 10]","[0, 12, 10, 10]","[10, 12, 0, 10]","[10, 11, 12, 0]","[12, 10, 0, 12]","[11, 0, 12, 0]","[0, 11, 0, 0]","[14, 0, 12, 11]","[16, 11, 12, 0]","[10, 12, 12, 0]"
3,79,96,157,130,0,"[0, 0, 0, 11]","[11, 0, 14, 13]","[0, 13, 10, 13]","[11, 11, 11, 0]","[0, 12, 10, 13]","[0, 0, 10, 11]","[0, 0, 11, 10]","[11, 0, 10, 10]","[10, 10, 0, 11]","[11, 0, 10, 10]","[10, 11, 10, 11]","[10, 0, 0, 10]","[11, 10, 0, 11]","[12, 0, 0, 0]","[0, 0, 0, 12]","[11, 12, 0, 11]","[11, 0, 0, 0]","[0, 0, 0, 0]","[11, 0, 0, 0]"
2,111,143,91,131,1,"[13, 15, 0, 11]","[0, 11, 0, 0]","[0, 0, 11, 0]","[0, 0, 11, 0]","[0, 0, 12, 0]","[11, 13, 11, 0]","[11, 0, 10, 10]","[11, 11, 0, 11]","[10, 0, 11, 11]","[10, 10, 10, 0]","[11, 10, 10, 0]","[10, 10, 11, 0]","[11, 0, 10, 13]","[0, 10, 12, 11]","[0, 0, 10, 0]","[13, 10, 0, 12]","[10, 0, 14, 0]","[0, 11, 0, 12]","[10, 0, 0, 0]"
3,108,121,125,113,2,"[12, 0, 15, 0]","[14, 0, 13, 12]","[0, 0, 10, 0]","[10, 13, 0, 0]","[0, 0, 10, 0]","[0, 12, 11, 11]","[0, 12, 0, 0]","[11, 0, 10, 11]","[10, 0, 11, 10]","[0, 10, 10, 10]","[0, 11, 10, 11]","[0, 11, 0, 0]","[0, 11, 11, 10]","[11, 0, 0, 0]","[11, 0, 0, 13]","[11, 14, 0, 11]","[12, 0, 0, 12]","[11, 0, 0, 0]","[0, 14, 10, 14]"
1,163,146,121,142,3,"[12, 15, 10, 0]","[0, 0, 10, 12]","[0, 14, 11, 0]","[14, 10, 10, 0]","[13, 0, 10, 11]","[0, 11, 0, 10]","[0, 11, 10, 0]","[0, 10, 12, 10]","[11, 10, 10, 0]","[10, 0, 10, 10]","[11, 10, 11, 10]","[12, 10, 0, 10]","[0, 10, 10, 0]","[0, 13, 11, 10]","[12, 0, 11, 12]","[11, 12, 0, 0]","[12, 13, 10, 0]","[13, 0, 0, 14]","[11, 14, 0, 12]"
2,135,165,77,123,0,"[0, 12, 0, 12]","[10, 0, 14, 0]","[12, 13, 10, 0]","[11, 12, 0, 12]","[13, 10, 10, 0]","[0, 0, 10, 0]","[0, 10, 10, 10]","[10, 11, 10, 0]","[0, 11, 11, 10]","[11, 0, 10, 10]","[0, 0, 11, 0]","[11, 11, 10, 0]","[0, 10, 12, 0]","[10, 11, 13, 0]","[0, 0, 0, 0]","[12, 12, 10, 0]","[0, 0, 12, 11]","[12, 0, 12, 12]","[11, 12, 0, 0]"
2,161,168,144,102,1,"[10, 10, 14, 0]","[0, 0, 12, 0]","[12, 12, 0, 11]","[0, 13, 0, 0]","[12, 0, 10, 11]","[0, 11, 11, 12]","[0, 13, 11, 10]","[10, 0, 10, 11]","[0, 10, 10, 11]","[10, 0, 10, 10]","[11, 10, 11, 10]","[10, 11, 11, 11]","[0, 11, 12, 10]","[0, 11, 11, 0]","[0, 12, 10, 0]","[0, 11, 12, 13]","[0, 14, 0, 12]","[13, 12, 13, 0]","[14, 0, 0, 12]"
1,152,137,136,126,2,"[0, 12, 0, 12]","[0, 13, 11, 12]","[11, 0, 11, 11]","[10, 10, 0, 15]","[11, 0, 14, 10]","[13, 10, 0, 12]","[0, 0, 12, 10]","[11, 11, 11, 0]","[10, 11, 0, 11]","[0, 10, 10, 10]","[12, 10, 0, 10]","[11, 10, 10, 0]","[0, 11, 0, 0]","[12, 10, 0, 0]","[11, 0, 10, 12]","[0, 10, 12, 11]","[14, 12, 10, 0]","[0, 12, 14, 0]","[0, 0, 12, 0]"
2,122,148,111,104,3,"[11, 14, 14, 0]","[0, 0, 13, 0]","[0, 13, 11, 13]","[0, 11, 11, 10]","[0, 0, 0, 0]","[10, 10, 0, 0]","[10, 0, 12, 10]","[10, 10, 11, 0]","[0, 10, 10, 10]","[0, 10, 10, 11]","[10, 0, 10, 0]","[0, 0, 0, 10]","[10, 0, 11, 12]","[0, 10, 11, 12]","[10, 0, 12, 0]","[10, 0, 12, 13]","[11, 11, 0, 0]","[0, 11, 0, 10]","[12, 12, 0, 0]"
2,109,168,107,139,0,"[0, 12, 12, 15]","[12, 0, 13, 12]","[10, 0, 15, 12]","[10, 0, 11, 0]","[11, 0, 12, 0]","[0, 11, 10, 13]","[0, 0, 11, 0]","[10, 10, 11, 0]","[10, 10, 10, 0]","[10, 0, 11, 10]","[10, 10, 0, 0]","[0, 11, 10, 11]","[11, 0, 11, 11]","[12, 11, 0, 11]","[10, 0, 10, 12]","[0, 10, 0, 0]","[12, 0, 11, 0]","[11, 10, 0, 0]","[0, 14, 10, 0]"
2,107,115,110,98,1,"[10, 0, 0, 0]","[0, 0, 14, 12]","[12, 10, 13, 0]","[0, 11, 0, 11]","[10, 10, 13, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]","[0, 11, 10, 11]","[0, 0, 0, 10]","[10, 11, 0, 10]","[10, 11, 10, 0]","[10, 10, 0, 10]","[0, 0, 0, 12]","[0, 10, 10, 0]","[11, 12, 10, 0]","[0, 0, 10, 12]","[15, 0, 0, 12]","[0, 0, 11, 0]","[0, 11, 14, 10]"
0,86,122,120,156,2,"[12, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12, 0, 11, 0]","[11, 0, 0, 11]","[13, 0, 10, 11]","[11, 10, 0, 13]","[0, 10, 11, 10]","[10, 0, 10, 10]","[11, 10, 10, 0]","[0, 10, 11, 11]","[12, 0, 10, 11]","[10, 10, 13, 0]","[11, 10, 0, 12]","[10, 12, 13, 0]","[0, 14, 12, 11]","[12, 0, 11, 10]","[11, 0, 0, 0]","[10, 0, 0, 10]"
1,149,109,137,119,3,"[11, 13, 0, 0]","[0, 0, 0, 10]","[0, 11, 11, 0]","[0, 0, 0, 11]","[0, 11, 0, 13]","[11, 11, 0, 13]","[10, 11, 12, 0]","[11, 0, 10, 10]","[10, 11, 11, 10]","[0, 10, 10, 11]","[11, 10, 0, 11]","[10, 11, 0, 10]","[11, 10, 0, 12]","[0, 12, 11, 0]","[0, 0, 10, 0]","[11, 15, 10, 0]","[13, 0, 11, 12]","[10, 13, 13, 0]","[0, 0, 0, 14]"
0,147,108,102,187,0,"[11, 13, 13, 0]","[14, 0, 0, 10]","[11, 0, 0, 0]","[12, 12, 12, 0]","[11, 13, 0, 12]","[14, 10, 10, 0]","[0, 11, 0, 10]","[10, 11, 0, 12]","[10, 0, 10, 0]","[11, 0, 10, 10]","[10, 0, 11, 11]","[10, 12, 10, 0]","[0, 11, 10, 0]","[10, 0, 12, 0]","[10, 11, 10, 0]","[10, 0, 0, 0]","[11, 14, 0, 11]","[10, 15, 0, 14]","[12, 14, 0, 12]"
0,137,108,101,141,1,"[16, 12, 11, 0]","[0, 0, 0, 13]","[13, 13, 0, 11]","[12, 11, 12, 0]","[0, 0, 0, 12]","[11, 0, 0, 0]","[10, 0, 0, 0]","[0, 10, 11, 11]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 11, 10, 11]","[12, 10, 0, 11]","[0, 0, 12, 0]","[0, 10, 0, 0]","[11, 0, 10, 0]","[0, 13, 11, 10]","[0, 13, 0, 0]","[11, 14, 0, 12]","[15, 0, 11, 10]"
