winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,139,120,129,162,116,0,"[15, 0, 10, 0, 0]","[10, 10, 12, 0, 14]","[0, 11, 0, 11, 0]","[13, 11, 0, 10, 10]","[12, 10, 0, 11, 13]","[11, 13, 10, 10, 0]","[11, 0, 10, 10, 11]","[0, 0, 0, 11, 0]","[11, 10, 11, 0, 10]","[10, 10, 10, 11, 0]","[0, 0, 11, 10, 0]","[11, 0, 0, 10, 0]","[12, 11, 0, 0, 0]","[12, 10, 11, 0, 12]","[10, 0, 11, 11, 10]","[0, 10, 11, 0, 0]","[0, 11, 13, 12, 11]","[11, 12, 0, 0, 12]","[13, 10, 0, 12, 13]"
2,134,155,130,80,100,1,"[0, 13, 13, 12, 12]","[14, 12, 10, 12, 0]","[11, 10, 13, 0, 0]","[10, 0, 10, 12, 12]","[0, 10, 0, 11, 11]","[0, 0, 11, 0, 11]","[0, 0, 11, 10, 0]","[0, 10, 0, 10, 0]","[0, 0, 10, 10, 0]","[0, 10, 10, 10, 10]","[0, 0, 10, 10, 0]","[0, 10, 0, 0, 10]","[12, 10, 11, 10, 0]","[10, 0, 12, 0, 0]","[10, 11, 11, 0, 11]","[0, 0, 0, 13, 11]","[0, 13, 0, 10, 12]","[0, 11, 13, 0, 0]","[13, 14, 10, 0, 0]"
3,111,153,161,142,124,2,"[0, 12, 0, 11, 11]","[0, 12, 0, 14, 10]","[12, 0, 12, 11, 11]","[11, 0, 11, 0, 11]","[13, 0, 0, 10, 0]","[0, 11, 10, 10, 0]","[10, 11, 10, 10, 0]","[10, 11, 10, 0, 11]","[11, 0, 10, 10, 11]","[10, 0, 10, 10, 10]","[10, 11, 10, 10, 0]","[10, 10, 0, 12, 11]","[11, 10, 11, 0, 11]","[0, 0, 0, 10, 0]","[11, 10, 11, 11, 0]","[11, 0, 13, 12, 10]","[0, 0, 11, 10, 0]","[12, 13, 13, 10, 0]","[0, 0, 11, 0, 17]"
1,156,152,137,86,154,3,"[0, 11, 12, 10, 12]","[0, 11, 0, 0, 11]","[0, 10, 0, 0, 0]","[0, 0, 0, 10, 10]","[11, 12, 10, 10, 0]","[10, 10, 12, 0, 12]","[12, 0, 10, 10, 10]","[0, 11, 10, 11, 11]","[10, 0, 11, 10, 10]","[0, 11, 10, 0, 10]","[11, 10, 10, 11, 0]","[10, 10, 12, 10, 0]","[0, 0, 10, 0, 12]","[0, 12, 10, 10, 12]","[0, 0, 11, 10, 11]","[10, 13, 0, 11, 12]","[12, 13, 10, 0, 10]","[0, 11, 14, 13, 11]","[0, 11, 0, 11, 0]"
4,152,130,134,116,169,4,"[0, 11, 12, 15, 10]","[0, 15, 11, 11, 11]","[10, 10, 0, 11, 12]","[12, 11, 11, 0, 11]","[12, 12, 10, 12, 0]","[0, 0, 0, 11, 11]","[0, 0, 0, 10, 10]","[0, 12, 11, 10, 10]","[10, 11, 10, 0, 11]","[10, 0, 10, 10, 10]","[10, 10, 11, 10, 0]","[0, 11, 0, 10, 10]","[10, 11, 0, 0, 10]","[10, 0, 0, 0, 0]","[0, 0, 0, 0, 10]","[10, 13, 10, 0, 10]","[0, 13, 12, 11, 10]","[11, 0, 12, 13, 11]","[11, 12, 10, 0, 12]"
0,147,150,160,163,135,0,"[15, 13, 0, 11, 11]","[12, 0, 12, 0, 0]","[10, 11, 0, 14, 11]","[11, 11, 11, 13, 0]","[10, 12, 10, 0, 14]","[11, 0, 13, 10, 10]","[0, 11, 0, 11, 0]","[11, 10, 10, 0, 11]","[11, 10, 10, 0, 11]","[10, 10, 10, 10, 0]","[10, 10, 0, 10, 10]","[10, 0, 11, 10, 11]","[10, 12, 0, 12, 10]","[11, 0, 10, 10, 12]","[0, 11, 10, 13, 12]","[11, 13, 10, 10, 0]","[0, 13, 11, 0, 0]","[10, 0, 11, 12, 0]","[0, 0, 11, 14, 12]"
2,169,170,121,114,141,1,"[14, 10, 13, 0, 10]","[0, 12, 13, 0, 0]","[0, 11, 11, 0, 12]","[0, 0, 0, 12, 10]","[0, 11, 0, 0, 10]","[0, 0, 11, 11, 10]","[0, 10, 10, 10, 11]","[10, 10, 12, 0, 11]","[10, 10, 10, 12, 0]","[0, 10, 10, 10, 11]","[10, 10, 0, 10, 10]","[10, 10, 10, 11, 0]","[0, 10, 12, 11, 10]","[13, 10, 10, 11, 0]","[12, 11, 0, 0, 0]","[11, 11, 11, 0, 12]","[12, 0, 13, 13, 10]","[0, 11, 12, 10, 14]","[12, 12, 12, 0, 0]"
4,143,172,100,120,172,2,"[14, 11, 13, 0, 11]","[12, 0, 0, 10, 11]","[0, 10, 13, 12, 10]","[10, 11, 12, 0, 12]","[10, 10, 0, 11, 11]","[11, 13, 10, 11, 0]","[10, 11, 11, 0, 11]","[0, 0, 0, 0, 0]","[10, 0, 10, 10, 10]","[10, 10, 10, 0, 10]","[11, 10, 0, 10, 10]","[0, 0, 11, 0, 10]","[0, 0, 11, 10, 0]","[10, 11, 11, 0, 12]","[0, 12, 10, 0, 11]","[0, 11, 10, 13, 10]","[0, 12, 11, 13, 10]","[12, 11, 15, 0, 10]","[0, 0, 14, 0, 13]"
2,99,157,109,142,108,3,"[0, 15, 10, 14, 0]","[11, 0, 13, 0, 0]","[10, 0, 13, 12, 10]","[14, 0, 0, 0, 12]","[0, 11, 10, 0, 0]","[11, 0, 10, 0, 13]","[0, 0, 0, 0, 11]","[10, 0, 11, 10, 10]","[10, 0, 10, 10, 0]","[10, 10, 0, 10, 10]","[10, 10, 10, 10, 0]","[11, 0, 10, 0, 0]","[0, 11, 0, 10, 10]","[11, 11, 11, 0, 10]","[11, 10, 0, 12, 12]","[10, 0, 10, 10, 0]","[13, 10, 12, 11, 0]","[0, 11, 14, 0, 0]","[0, 0, 13, 0, 10]"
2,95,173,145,157,121,4,"[14, 0, 11, 11, 11]","[11, 0, 13, 14, 10]","[0, 11, 10, 12, 12]","[10, 0, 10, 0, 0]","[11, 10, 0, 0, 0]","[10, 0, 14, 11, 10]","[10, 0, 10, 0, 12]","[0, 0, 10, 10, 11]","[0, 11, 10, 10, 10]","[10, 10, 10, 10, 0]","[11, 10, 10, 11, 0]","[0, 10, 0, 10, 0]","[12, 0, 11, 10, 10]","[11, 10, 13, 0, 11]","[11, 10, 0, 0, 0]","[0, 0, 10, 11, 0]","[12, 0, 11, 12, 12]","[14, 0, 10, 0, 12]","[10, 13, 10, 13, 0]"
3,109,144,168,143,109,0,"[13, 11, 12, 12, 0]","[11, 0, 0, 11, 0]","[10, 0, 10, 13, 11]","[11, 0, 12, 12, 11]","[0, 11, 0, 11, 0]","[0, 11, 0, 0, 10]","[12, 11, 11, 10, 0]","[0, 0, 10, 10, 11]","[10, 10, 10, 10, 0]","[11, 10, 10, 10, 0]","[10, 0, 10, 10, 10]","[0, 10, 11, 10, 11]","[10, 0, 0, 10, 0]","[0, 10, 0, 14, 11]","[11, 0, 11, 0, 0]","[0, 0, 13, 0, 11]","[11, 0, 12, 13, 10]","[11, 14, 12, 12, 0]","[12, 11, 0, 0, 13]"
2,113,173,135,105,119,1,"[0, 13, 12, 13, 0]","[12, 11, 10, 14, 0]","[10, 14, 12, 12, 0]","[11, 0, 11, 0, 11]","[10, 11, 13, 0, 10]","[0, 10, 10, 11, 0]","[10, 0, 10, 10, 12]","[0, 10, 10, 0, 10]","[10, 0, 11, 10, 11]","[10, 0, 10, 10, 10]","[0, 10, 10, 11, 11]","[0, 0, 0, 0, 0]","[0, 10, 10, 10, 10]","[0, 11, 10, 0, 0]","[0, 0, 0, 10, 11]","[10, 0, 12, 11, 12]","[10, 13, 10, 13, 0]","[0, 0, 0, 0, 0]","[12, 0, 12, 0, 11]"
3,144,157,163,125,133,2,"[13, 10, 13, 12, 0]","[13, 11, 12, 13, 0]","[0, 12, 10, 11, 13]","[0, 0, 10, 0, 11]","[11, 0, 0, 13, 10]","[11, 13, 0, 11, 10]","[0, 10, 13, 0, 0]","[10, 0, 10, 0, 0]","[0, 10, 0, 10, 0]","[11, 0, 10, 10, 10]","[10, 0, 11, 11, 10]","[11, 10, 0, 12, 10]","[0, 10, 11, 10, 13]","[0, 12, 10, 11, 11]","[0, 10, 0, 14, 0]","[0, 0, 14, 11, 11]","[12, 13, 10, 0, 11]","[12, 10, 11, 14, 0]","[11, 13, 12, 0, 13]"
1,154,125,136,74,112,3,"[0, 0, 11, 0, 0]","[0, 0, 13, 10, 0]","[0, 12, 0, 0, 0]","[0, 0, 12, 0, 11]","[10, 13, 0, 11, 11]","[0, 10, 0, 10, 12]","[11, 0, 11, 10, 10]","[10, 10, 10, 10, 0]","[10, 10, 10, 11, 0]","[10, 10, 0, 10, 11]","[10, 10, 11, 11, 0]","[0, 10, 0, 0, 10]","[0, 11, 0, 0, 0]","[0, 10, 0, 10, 0]","[0, 12, 10, 10, 12]","[0, 0, 12, 10, 0]","[0, 11, 13, 10, 13]","[0, 12, 0, 13, 11]","[13, 13, 12, 0, 11]"
4,151,128,121,142,158,4,"[11, 13, 0, 0, 0]","[11, 10, 12, 0, 14]","[13, 11, 0, 11, 13]","[10, 0, 10, 0, 12]","[0, 11, 12, 0, 0]","[12, 10, 11, 0, 12]","[10, 10, 0, 0, 10]","[0, 10, 10, 10, 10]","[10, 10, 11, 11, 0]","[0, 10, 10, 10, 10]","[10, 0, 10, 10, 10]","[0, 10, 10, 0, 0]","[10, 0, 10, 10, 0]","[11, 11, 0, 11, 11]","[12, 10, 0, 11, 11]","[0, 0, 0, 12, 11]","[12, 13, 12, 0, 11]","[10, 0, 0, 14, 10]","[0, 12, 10, 11, 13]"
1,156,138,130,94,139,0,"[11, 0, 15, 12, 10]","[0, 13, 12, 0, 10]","[0, 12, 10, 12, 12]","[11, 12, 0, 0, 10]","[12, 10, 0, 0, 0]","[0, 10, 11, 0, 0]","[0, 0, 0, 10, 10]","[10, 11, 0, 10, 11]","[10, 10, 10, 0, 11]","[10, 11, 10, 10, 0]","[10, 10, 0, 10, 10]","[10, 0, 0, 0, 10]","[0, 11, 0, 10, 0]","[0, 10, 11, 10, 0]","[10, 0, 12, 10, 12]","[0, 10, 12, 0, 11]","[0, 13, 11, 12, 11]","[0, 0, 10, 13, 0]","[0, 13, 14, 11, 11]"
