winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2,74,133,117,131,2,"[11, 0, 11, 13]","[11, 0, 12, 12]","[10, 0, 0, 16]","[10, 0, 11, 0]","[13, 11, 10, 0]","[11, 0, 0, 0]","[0, 10, 12, 0]","[0, 0, 0, 10]","[10, 10, 12, 0]","[10, 10, 10, 0]","[0, 11, 10, 10]","[12, 10, 0, 10]","[0, 0, 10, 0]","[10, 12, 11, 0]","[0, 0, 0, 10]","[11, 0, 12, 13]","[12, 0, 12, 12]","[0, 0, 0, 11]","[0, 0, 0, 0]"
1,143,93,112,101,3,"[0, 12, 0, 12]","[11, 0, 0, 0]","[12, 11, 0, 13]","[0, 10, 11, 11]","[12, 11, 0, 0]","[11, 0, 12, 11]","[11, 10, 0, 12]","[11, 0, 0, 0]","[0, 11, 10, 0]","[0, 10, 10, 11]","[0, 10, 0, 10]","[0, 0, 11, 0]","[0, 11, 11, 11]","[0, 12, 0, 0]","[12, 0, 0, 11]","[0, 11, 0, 0]","[11, 11, 0, 0]","[0, 0, 13, 10]","[10, 13, 15, 0]"
3,142,176,177,116,0,"[0, 0, 11, 0]","[0, 16, 11, 12]","[13, 0, 0, 11]","[0, 12, 12, 12]","[13, 11, 11, 11]","[0, 11, 11, 10]","[10, 0, 12, 10]","[0, 11, 10, 0]","[11, 0, 10, 10]","[10, 0, 11, 10]","[10, 0, 10, 10]","[11, 0, 10, 10]","[13, 10, 0, 11]","[11, 13, 0, 11]","[0, 10, 10, 15]","[0, 12, 13, 11]","[14, 12, 11, 0]","[0, 13, 11, 11]","[0, 11, 12, 12]"
2,155,174,140,110,1,"[0, 0, 13, 11]","[0, 13, 11, 13]","[0, 0, 13, 0]","[10, 14, 10, 0]","[0, 12, 14, 10]","[11, 11, 0, 11]","[12, 11, 0, 11]","[0, 10, 12, 10]","[0, 10, 10, 11]","[10, 10, 0, 11]","[10, 10, 11, 11]","[10, 10, 12, 0]","[11, 11, 11, 0]","[10, 11, 11, 0]","[12, 10, 0, 14]","[0, 0, 10, 0]","[0, 0, 11, 15]","[14, 0, 12, 0]","[0, 12, 13, 12]"
2,77,177,150,111,2,"[11, 0, 0, 13]","[0, 0, 11, 0]","[0, 12, 10, 0]","[0, 11, 11, 14]","[10, 0, 0, 0]","[11, 0, 11, 0]","[0, 10, 11, 11]","[11, 0, 11, 11]","[11, 0, 11, 10]","[0, 10, 10, 10]","[10, 11, 10, 0]","[0, 0, 10, 11]","[0, 10, 11, 10]","[12, 0, 11, 0]","[11, 0, 13, 12]","[0, 0, 12, 12]","[13, 0, 12, 11]","[11, 0, 12, 12]","[0, 13, 0, 13]"
3,114,133,146,134,3,"[12, 12, 16, 0]","[0, 12, 0, 0]","[12, 12, 12, 0]","[13, 0, 0, 0]","[12, 10, 0, 14]","[0, 0, 11, 11]","[11, 0, 12, 10]","[10, 0, 11, 11]","[10, 10, 12, 0]","[0, 11, 10, 10]","[0, 12, 10, 10]","[10, 0, 0, 10]","[12, 0, 11, 10]","[0, 0, 0, 11]","[10, 12, 0, 11]","[12, 0, 0, 11]","[0, 11, 11, 15]","[0, 0, 0, 12]","[10, 12, 17, 0]"
0,147,103,142,172,0,"[15, 12, 12, 0]","[0, 11, 12, 14]","[0, 0, 14, 0]","[13, 12, 0, 12]","[13, 0, 11, 11]","[11, 10, 0, 12]","[10, 12, 0, 12]","[10, 10, 0, 11]","[0, 11, 11, 10]","[10, 0, 10, 10]","[10, 0, 10, 0]","[10, 10, 0, 0]","[10, 12, 0, 0]","[10, 0, 0, 0]","[11, 10, 0, 13]","[11, 12, 11, 0]","[0, 15, 0, 11]","[13, 0, 12, 13]","[15, 10, 0, 13]"
0,115,116,117,149,1,"[0, 10, 12, 0]","[13, 0, 11, 11]","[11, 13, 0, 0]","[0, 12, 11, 0]","[0, 12, 0, 10]","[10, 0, 11, 11]","[0, 0, 0, 10]","[0, 0, 0, 0]","[10, 0, 11, 11]","[11, 10, 10, 0]","[11, 10, 10, 0]","[10, 0, 10, 11]","[11, 0, 10, 10]","[0, 11, 0, 11]","[10, 13, 10, 0]","[11, 13, 0, 10]","[12, 0, 0, 0]","[14, 0, 10, 11]","[15, 11, 0, 11]"
3,146,119,170,132,2,"[13, 17, 0, 10]","[0, 15, 0, 0]","[11, 14, 0, 11]","[0, 13, 12, 0]","[10, 0, 13, 12]","[11, 0, 12, 11]","[10, 13, 11, 10]","[11, 0, 10, 11]","[10, 10, 0, 11]","[0, 11, 0, 10]","[0, 10, 11, 10]","[10, 0, 11, 11]","[11, 0, 11, 10]","[11, 0, 0, 11]","[0, 10, 0, 0]","[11, 0, 13, 10]","[0, 11, 15, 10]","[0, 11, 0, 11]","[13, 11, 0, 11]"
1,180,134,132,64,3,"[13, 13, 0, 14]","[0, 15, 10, 0]","[11, 12, 12, 0]","[0, 11, 14, 0]","[0, 10, 11, 0]","[0, 0, 0, 10]","[0, 11, 10, 13]","[0, 11, 11, 10]","[10, 11, 10, 11]","[0, 11, 10, 10]","[0, 12, 10, 10]","[0, 10, 12, 10]","[0, 11, 0, 0]","[10, 13, 0, 10]","[10, 0, 0, 0]","[10, 14, 0, 11]","[0, 0, 0, 11]","[0, 0, 11, 0]","[0, 15, 13, 12]"
0,124,99,91,161,0,"[0, 0, 13, 0]","[0, 12, 13, 0]","[10, 15, 0, 13]","[11, 0, 0, 0]","[12, 0, 0, 0]","[13, 10, 0, 0]","[0, 0, 11, 0]","[11, 0, 10, 11]","[11, 10, 0, 11]","[10, 0, 10, 11]","[10, 10, 10, 0]","[10, 11, 0, 12]","[0, 11, 10, 12]","[13, 11, 0, 11]","[0, 11, 12, 0]","[12, 0, 10, 10]","[12, 0, 0, 0]","[14, 11, 0, 0]","[12, 12, 0, 0]"
1,143,116,133,141,1,"[13, 11, 13, 0]","[14, 11, 0, 12]","[13, 0, 0, 14]","[0, 0, 12, 0]","[11, 12, 0, 11]","[12, 11, 0, 10]","[10, 12, 0, 0]","[0, 10, 11, 0]","[10, 0, 11, 10]","[10, 10, 0, 10]","[0, 10, 0, 11]","[11, 10, 10, 0]","[0, 0, 0, 11]","[0, 12, 10, 0]","[0, 0, 12, 10]","[0, 12, 11, 11]","[10, 11, 14, 0]","[12, 11, 0, 13]","[15, 0, 12, 10]"
0,135,130,69,141,2,"[14, 0, 0, 0]","[14, 12, 10, 0]","[0, 12, 12, 0]","[11, 14, 11, 0]","[11, 12, 12, 0]","[12, 11, 0, 10]","[0, 0, 10, 0]","[11, 11, 0, 10]","[0, 10, 0, 0]","[10, 11, 10, 0]","[0, 0, 0, 11]","[0, 10, 0, 11]","[10, 10, 10, 0]","[0, 0, 11, 0]","[14, 10, 11, 0]","[11, 12, 12, 0]","[12, 0, 10, 13]","[0, 0, 11, 14]","[11, 0, 0, 0]"
0,125,109,108,137,3,"[10, 15, 0, 13]","[11, 12, 11, 0]","[0, 0, 10, 0]","[11, 0, 11, 12]","[12, 0, 0, 0]","[0, 0, 0, 11]","[0, 0, 11, 11]","[13, 10, 10, 10]","[10, 10, 11, 0]","[10, 10, 10, 0]","[0, 0, 0, 10]","[11, 10, 0, 10]","[0, 10, 11, 11]","[0, 11, 12, 10]","[0, 0, 0, 10]","[11, 13, 0, 0]","[11, 13, 0, 0]","[16, 11, 12, 0]","[11, 0, 0, 0]"
2,136,155,125,119,0,"[11, 11, 0, 17]","[0, 10, 0, 0]","[0, 0, 12, 0]","[10, 13, 11, 0]","[0, 0, 12, 11]","[11, 0, 11, 0]","[10, 12, 11, 0]","[0, 11, 11, 10]","[0, 10, 11, 0]","[10, 0, 10, 11]","[10, 11, 0, 0]","[0, 10, 10, 10]","[10, 11, 0, 12]","[0, 12, 10, 11]","[12, 0, 11, 10]","[10, 0, 11, 11]","[12, 12, 0, 11]","[13, 13, 13, 0]","[0, 0, 11, 11]"
