card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
4H,low,False,2,2,1,6,3,10
KC,veryhigh,False,4,1,1,4,3,7
9H,mediumHigh,False,1,0,1,4,3,6
KC,veryhigh,False,5,3,1,2,5,10
AC,veryhigh,False,4,2,0,2,5,8
5H,low,False,2,1,0,2,5,7
8C,mediumHigh,False,3,0,0,1,4,4
8H,mediumHigh,False,3,4,4,2,1,10
KC,veryhigh,False,2,3,4,1,0,7
9C,mediumHigh,False,1,2,4,1,0,6
JH,high,False,2,1,3,-1,0,2
QH,high,False,4,1,6,1,3,10
3S,low,False,3,2,7,2,0,10
9S,mediumHigh,False,2,1,6,1,0,7
AD,veryhigh,False,3,3,3,1,2,10
4S,low,False,3,2,3,1,2,9
KC,veryhigh,False,2,1,2,-1,1,4
6D,mediumlow,False,1,0,2,-1,1,3
QC,high,False,5,4,1,4,0,10
AD,veryhigh,True,2,3,1,3,0,8
KH,veryhigh,False,2,2,1,3,0,7
9C,mediumHigh,False,1,1,1,0,-1,2
AH,veryhigh,False,5,2,2,4,1,10
KD,veryhigh,False,2,1,2,4,1,9
3H,low,False,4,0,0,2,1,4
2D,low,False,2,3,2,2,4,10
7C,mediumlow,False,3,2,0,2,3,6
JC,high,False,2,1,0,2,3,5
AH,veryhigh,False,2,0,0,2,3,4
JS,high,False,4,3,2,1,6,10
QD,high,False,2,2,2,0,6,8
TC,high,True,2,1,2,0,6,7
5C,low,True,1,0,2,0,5,5
9H,mediumHigh,False,3,2,2,3,5,10
2S,low,True,2,1,2,2,5,8
5H,low,False,2,0,2,2,3,5
4D,low,False,2,-1,1,2,3,3
4D,low,False,4,1,3,4,0,10
6S,mediumlow,True,2,0,1,4,-1,6
AC,veryhigh,False,3,4,2,2,3,10
AD,veryhigh,False,3,3,2,2,3,9
AS,veryhigh,True,3,2,2,2,3,8
8D,mediumHigh,False,2,1,2,2,3,7
8C,mediumHigh,False,1,0,1,1,1,2
KC,veryhigh,False,5,3,4,1,1,10
KS,veryhigh,False,2,2,4,1,1,9
JD,high,True,2,1,4,1,1,8
2C,low,False,4,0,4,1,1,7
8D,mediumHigh,False,5,1,4,4,0,10
TH,high,False,2,0,4,4,0,9
6S,mediumlow,False,2,-1,3,4,0,7
AH,veryhigh,False,4,4,4,1,0,10
8H,mediumHigh,False,3,3,2,1,-1,6
5S,low,True,3,2,2,1,-1,5
QS,high,True,1,1,2,0,-1,3
7H,mediumlow,False,2,0,2,0,-1,2
2D,low,False,4,3,0,6,3,10
TD,high,False,3,2,-1,4,2,5
6D,mediumlow,False,3,1,6,1,3,10
5S,low,False,3,0,4,1,1,5
3S,low,False,1,2,2,4,0,10
6C,mediumlow,False,2,1,2,4,-1,8
4H,low,False,3,0,1,1,-1,3
KD,veryhigh,False,3,2,4,1,4,10
4D,low,False,1,1,4,0,3,7
4S,low,False,3,0,4,0,0,3
AD,veryhigh,False,4,4,3,1,3,10
JH,high,True,2,3,3,1,3,9
3D,low,False,3,2,3,0,3,7
3D,low,True,3,5,2,1,0,10
AH,veryhigh,False,3,4,1,0,0,7
5H,low,False,2,3,1,0,0,6
6C,mediumlow,False,1,2,0,0,0,4
4H,low,False,4,6,0,1,4,10
AS,veryhigh,False,1,5,0,0,4,8
5H,low,False,2,4,0,0,4,7
