winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2,149,165,56,132,2,"[0, 14, 11, 0]","[12, 11, 0, 0]","[10, 11, 15, 0]","[11, 11, 12, 0]","[0, 11, 11, 12]","[10, 0, 13, 0]","[0, 0, 11, 0]","[0, 11, 10, 11]","[10, 12, 10, 10]","[10, 11, 10, 0]","[12, 10, 10, 0]","[0, 13, 10, 10]","[0, 10, 0, 0]","[12, 0, 11, 0]","[11, 0, 0, 0]","[11, 11, 10, 0]","[11, 0, 0, 0]","[12, 0, 10, 0]","[0, 13, 11, 13]"
2,106,134,98,134,3,"[10, 0, 0, 0]","[0, 12, 0, 0]","[0, 0, 0, 14]","[11, 12, 11, 0]","[10, 0, 14, 10]","[13, 11, 11, 0]","[0, 0, 10, 0]","[10, 0, 11, 11]","[11, 10, 0, 11]","[10, 0, 10, 10]","[0, 11, 10, 10]","[10, 12, 0, 10]","[11, 0, 0, 0]","[0, 0, 12, 0]","[12, 13, 11, 0]","[0, 0, 11, 10]","[0, 13, 12, 12]","[13, 12, 0, 0]","[13, 0, 11, 0]"
3,132,113,146,124,0,"[11, 0, 14, 0]","[0, 12, 13, 11]","[12, 11, 0, 12]","[10, 13, 0, 12]","[0, 11, 11, 12]","[12, 0, 10, 12]","[12, 11, 0, 0]","[0, 11, 10, 12]","[11, 10, 11, 0]","[0, 10, 10, 10]","[0, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 0, 11]","[0, 0, 0, 0]","[10, 13, 0, 11]","[12, 0, 13, 11]","[0, 0, 0, 0]","[10, 10, 0, 0]","[14, 0, 11, 12]"
0,143,122,102,168,1,"[10, 13, 0, 13]","[0, 11, 0, 0]","[14, 0, 10, 14]","[10, 0, 13, 12]","[0, 10, 12, 0]","[10, 12, 0, 0]","[11, 10, 12, 0]","[11, 0, 10, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[0, 10, 11, 10]","[10, 10, 10, 0]","[11, 11, 0, 11]","[12, 11, 0, 12]","[14, 11, 0, 10]","[12, 0, 13, 0]","[0, 10, 10, 0]","[13, 0, 0, 0]","[10, 14, 0, 0]"
2,110,157,90,123,2,"[11, 0, 10, 15]","[13, 0, 13, 11]","[0, 0, 12, 0]","[12, 10, 0, 11]","[0, 0, 12, 0]","[11, 12, 12, 0]","[0, 13, 10, 10]","[10, 13, 0, 10]","[10, 10, 10, 0]","[10, 11, 10, 0]","[10, 10, 10, 0]","[0, 11, 0, 0]","[0, 10, 12, 11]","[0, 10, 0, 12]","[0, 0, 11, 0]","[11, 0, 0, 0]","[13, 0, 11, 10]","[12, 0, 13, 0]","[0, 0, 11, 0]"
1,128,125,112,94,3,"[12, 0, 15, 11]","[14, 13, 11, 0]","[0, 16, 0, 11]","[11, 0, 0, 0]","[0, 0, 11, 11]","[0, 0, 11, 0]","[0, 0, 10, 0]","[0, 10, 11, 10]","[0, 10, 0, 0]","[0, 11, 10, 10]","[11, 0, 0, 0]","[10, 11, 0, 11]","[10, 12, 11, 0]","[13, 10, 0, 11]","[0, 10, 10, 12]","[0, 0, 12, 0]","[13, 14, 0, 0]","[0, 0, 0, 11]","[0, 11, 13, 14]"
0,146,106,101,172,0,"[12, 12, 12, 0]","[14, 11, 0, 10]","[13, 0, 0, 0]","[10, 0, 0, 0]","[10, 12, 11, 13]","[10, 12, 11, 0]","[0, 12, 0, 10]","[11, 11, 10, 0]","[0, 10, 10, 11]","[10, 10, 0, 10]","[11, 10, 10, 0]","[10, 13, 10, 0]","[14, 0, 10, 0]","[11, 10, 0, 13]","[11, 0, 11, 11]","[0, 12, 0, 11]","[14, 11, 0, 12]","[11, 0, 0, 0]","[0, 0, 11, 0]"
1,144,117,110,141,1,"[11, 10, 10, 0]","[0, 13, 0, 0]","[0, 14, 10, 11]","[11, 10, 0, 0]","[0, 11, 10, 0]","[11, 11, 11, 0]","[0, 11, 12, 10]","[10, 0, 10, 10]","[10, 10, 0, 10]","[10, 11, 0, 10]","[10, 10, 0, 12]","[0, 0, 10, 10]","[11, 11, 10, 0]","[11, 11, 11, 0]","[10, 0, 13, 10]","[14, 0, 0, 0]","[10, 0, 0, 15]","[12, 11, 0, 12]","[0, 0, 10, 0]"
2,182,188,90,135,2,"[15, 11, 11, 0]","[0, 0, 11, 11]","[0, 12, 12, 14]","[12, 12, 10, 0]","[11, 13, 12, 0]","[10, 13, 10, 0]","[10, 0, 11, 12]","[10, 10, 10, 0]","[10, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 11, 10]","[12, 11, 10, 0]","[0, 12, 11, 10]","[10, 10, 0, 0]","[0, 10, 11, 12]","[11, 15, 0, 10]","[0, 12, 14, 11]","[13, 11, 10, 0]","[0, 0, 14, 0]"
0,102,125,157,161,3,"[13, 10, 0, 0]","[13, 10, 0, 0]","[11, 13, 11, 13]","[0, 13, 12, 12]","[0, 0, 11, 0]","[0, 0, 0, 10]","[10, 0, 12, 11]","[10, 0, 0, 10]","[0, 10, 0, 0]","[0, 10, 11, 10]","[11, 11, 10, 0]","[11, 0, 12, 10]","[12, 0, 11, 10]","[14, 10, 0, 10]","[11, 0, 11, 11]","[11, 0, 12, 11]","[11, 0, 0, 11]","[10, 0, 12, 17]","[13, 15, 0, 11]"
1,168,116,65,120,0,"[0, 11, 12, 0]","[0, 14, 0, 0]","[11, 14, 12, 0]","[11, 11, 11, 0]","[0, 10, 0, 0]","[0, 11, 0, 11]","[11, 12, 10, 0]","[11, 10, 0, 10]","[11, 10, 10, 11]","[10, 10, 0, 10]","[10, 10, 0, 11]","[0, 0, 11, 0]","[11, 10, 12, 0]","[0, 0, 0, 0]","[0, 11, 0, 0]","[10, 0, 12, 0]","[0, 13, 11, 12]","[11, 0, 0, 0]","[13, 11, 15, 0]"
0,124,117,110,168,1,"[0, 15, 0, 0]","[14, 10, 0, 14]","[0, 0, 12, 11]","[13, 11, 0, 12]","[12, 0, 0, 0]","[0, 0, 10, 0]","[0, 11, 0, 10]","[10, 11, 11, 0]","[10, 0, 11, 10]","[10, 11, 0, 10]","[10, 11, 11, 0]","[10, 0, 10, 10]","[12, 0, 11, 10]","[10, 10, 0, 0]","[10, 0, 13, 11]","[10, 12, 0, 0]","[14, 10, 0, 12]","[12, 12, 14, 0]","[11, 0, 14, 0]"
1,151,143,120,132,2,"[13, 11, 13, 0]","[0, 14, 12, 12]","[12, 11, 13, 0]","[11, 13, 12, 0]","[0, 13, 12, 10]","[11, 11, 12, 0]","[0, 10, 0, 12]","[0, 11, 0, 10]","[11, 10, 11, 10]","[10, 11, 0, 10]","[0, 11, 10, 10]","[10, 0, 0, 0]","[10, 11, 0, 12]","[10, 0, 10, 0]","[11, 0, 11, 12]","[0, 0, 13, 10]","[11, 14, 0, 12]","[0, 0, 14, 0]","[12, 0, 0, 0]"
0,140,146,95,169,3,"[15, 13, 0, 10]","[0, 12, 11, 0]","[10, 14, 13, 0]","[12, 12, 0, 10]","[11, 0, 0, 12]","[14, 10, 11, 0]","[10, 0, 0, 0]","[10, 11, 0, 10]","[11, 10, 11, 10]","[0, 10, 10, 11]","[11, 0, 11, 10]","[0, 11, 10, 10]","[11, 0, 10, 0]","[13, 0, 0, 0]","[10, 14, 12, 0]","[15, 10, 10, 0]","[0, 0, 13, 0]","[16, 0, 11, 0]","[0, 13, 13, 12]"
3,123,138,147,132,0,"[11, 13, 0, 14]","[0, 12, 13, 11]","[0, 10, 0, 12]","[11, 0, 13, 10]","[0, 11, 11, 12]","[11, 11, 11, 0]","[11, 0, 0, 10]","[0, 0, 0, 10]","[10, 10, 10, 0]","[0, 10, 10, 10]","[10, 0, 10, 11]","[12, 11, 10, 0]","[0, 11, 11, 0]","[10, 0, 0, 10]","[11, 0, 15, 10]","[12, 0, 0, 0]","[11, 10, 0, 0]","[0, 14, 12, 13]","[12, 0, 12, 14]"
3,148,126,170,120,1,"[12, 0, 12, 14]","[12, 0, 15, 0]","[11, 12, 11, 14]","[0, 13, 11, 10]","[13, 12, 0, 10]","[11, 10, 0, 13]","[10, 0, 10, 10]","[0, 11, 11, 10]","[0, 10, 10, 10]","[10, 11, 0, 10]","[10, 10, 11, 0]","[0, 0, 0, 10]","[11, 0, 11, 10]","[0, 11, 0, 11]","[10, 0, 11, 13]","[0, 12, 0, 12]","[10, 10, 0, 13]","[0, 14, 0, 0]","[0, 12, 13, 0]"
0,123,122,128,136,2,"[13, 0, 13, 12]","[0, 10, 0, 0]","[12, 10, 0, 14]","[0, 13, 0, 10]","[14, 10, 0, 11]","[11, 0, 0, 0]","[0, 0, 12, 0]","[10, 0, 10, 13]","[0, 11, 10, 10]","[10, 11, 10, 0]","[10, 11, 0, 10]","[10, 0, 10, 11]","[11, 11, 11, 0]","[0, 0, 11, 0]","[11, 0, 11, 0]","[12, 0, 12, 0]","[12, 11, 0, 12]","[0, 11, 0, 13]","[0, 14, 12, 12]"
0,98,126,132,140,3,"[12, 13, 0, 13]","[15, 0, 0, 10]","[14, 0, 11, 13]","[0, 0, 0, 11]","[12, 11, 0, 10]","[0, 0, 11, 0]","[11, 12, 0, 0]","[10, 0, 13, 10]","[0, 10, 11, 10]","[10, 10, 11, 0]","[10, 0, 10, 12]","[10, 11, 10, 0]","[0, 0, 11, 10]","[13, 0, 0, 10]","[0, 10, 11, 11]","[0, 0, 12, 0]","[11, 0, 0, 0]","[12, 11, 0, 12]","[0, 10, 15, 0]"
0,112,136,149,156,0,"[0, 11, 15, 12]","[0, 12, 11, 13]","[12, 10, 14, 12]","[10, 0, 12, 14]","[0, 11, 0, 0]","[11, 10, 0, 11]","[10, 0, 10, 11]","[10, 11, 0, 12]","[10, 11, 0, 0]","[10, 0, 10, 11]","[11, 10, 0, 11]","[11, 0, 11, 10]","[0, 0, 10, 0]","[11, 0, 12, 10]","[12, 12, 0, 11]","[0, 0, 11, 11]","[12, 14, 10, 0]","[16, 0, 0, 0]","[10, 0, 10, 0]"
2,102,152,95,149,1,"[0, 12, 15, 0]","[12, 11, 14, 12]","[0, 0, 11, 0]","[11, 12, 12, 0]","[13, 11, 0, 0]","[10, 12, 0, 0]","[10, 0, 13, 10]","[0, 0, 10, 0]","[11, 0, 11, 10]","[11, 10, 0, 10]","[10, 0, 10, 10]","[0, 0, 0, 11]","[12, 11, 10, 0]","[11, 12, 10, 0]","[0, 11, 12, 11]","[12, 0, 12, 0]","[0, 0, 0, 11]","[11, 0, 0, 10]","[15, 0, 12, 0]"
0,115,109,86,149,2,"[0, 11, 12, 0]","[14, 0, 10, 0]","[13, 0, 11, 0]","[0, 0, 11, 0]","[13, 0, 10, 11]","[10, 0, 12, 0]","[10, 10, 11, 0]","[10, 0, 0, 0]","[0, 11, 10, 11]","[10, 10, 10, 0]","[10, 10, 0, 10]","[0, 0, 0, 10]","[12, 0, 0, 10]","[11, 0, 12, 0]","[11, 12, 0, 11]","[0, 13, 0, 0]","[11, 12, 0, 13]","[14, 11, 0, 0]","[0, 15, 0, 10]"
1,162,122,141,116,3,"[15, 13, 0, 10]","[0, 12, 12, 15]","[10, 13, 0, 0]","[0, 13, 0, 10]","[13, 11, 11, 0]","[12, 0, 12, 10]","[0, 11, 12, 10]","[0, 11, 12, 10]","[10, 0, 10, 10]","[0, 10, 10, 10]","[10, 10, 11, 0]","[0, 11, 11, 11]","[0, 0, 10, 10]","[0, 11, 0, 11]","[11, 0, 0, 0]","[0, 0, 0, 0]","[14, 10, 0, 12]","[10, 14, 11, 0]","[11, 12, 0, 12]"
0,124,142,137,144,0,"[12, 12, 0, 10]","[0, 12, 12, 12]","[11, 12, 0, 15]","[12, 12, 0, 10]","[11, 0, 11, 10]","[11, 0, 11, 11]","[11, 11, 0, 11]","[0, 0, 10, 0]","[0, 10, 10, 12]","[10, 10, 0, 10]","[10, 11, 10, 0]","[10, 0, 12, 0]","[10, 0, 0, 0]","[13, 10, 10, 0]","[12, 0, 10, 12]","[0, 12, 11, 13]","[0, 12, 10, 0]","[0, 0, 13, 11]","[11, 0, 12, 0]"
