winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,117,115,162,142,3,"[13, 11, 0, 11]","[0, 0, 13, 12]","[14, 10, 0, 11]","[11, 0, 0, 13]","[12, 12, 11, 0]","[10, 11, 11, 0]","[10, 0, 12, 11]","[12, 11, 0, 10]","[10, 11, 10, 11]","[0, 10, 10, 11]","[0, 10, 10, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]","[11, 10, 0, 12]","[0, 10, 11, 13]","[0, 0, 0, 11]","[13, 0, 13, 12]","[16, 11, 0, 12]","[0, 0, 14, 12]"
3,123,149,162,146,0,"[11, 0, 12, 0]","[0, 0, 0, 14]","[11, 14, 0, 11]","[0, 12, 10, 14]","[13, 11, 0, 11]","[0, 12, 12, 11]","[10, 11, 13, 0]","[11, 10, 11, 0]","[0, 11, 10, 10]","[10, 10, 0, 10]","[10, 11, 10, 0]","[11, 11, 0, 11]","[0, 10, 13, 11]","[0, 0, 11, 11]","[11, 0, 11, 10]","[11, 0, 0, 0]","[11, 0, 12, 14]","[13, 0, 13, 11]","[13, 0, 11, 13]"
3,147,146,156,112,1,"[0, 13, 12, 13]","[13, 0, 12, 0]","[0, 11, 12, 10]","[10, 13, 0, 10]","[10, 0, 11, 12]","[0, 11, 13, 10]","[12, 10, 0, 0]","[11, 11, 11, 0]","[11, 0, 10, 11]","[10, 10, 0, 11]","[0, 10, 11, 11]","[0, 10, 10, 11]","[0, 10, 10, 12]","[11, 12, 0, 11]","[0, 12, 10, 0]","[0, 0, 11, 0]","[12, 0, 13, 11]","[0, 0, 0, 11]","[12, 14, 0, 12]"
1,164,141,117,99,2,"[0, 10, 0, 0]","[0, 11, 13, 15]","[0, 13, 0, 10]","[13, 10, 0, 0]","[0, 0, 15, 11]","[11, 11, 0, 11]","[13, 10, 11, 0]","[10, 10, 0, 11]","[11, 11, 10, 10]","[11, 10, 10, 0]","[0, 10, 11, 10]","[0, 0, 11, 0]","[10, 11, 11, 0]","[10, 0, 12, 11]","[0, 0, 0, 0]","[10, 12, 14, 0]","[0, 11, 13, 14]","[0, 11, 0, 0]","[0, 13, 10, 14]"
3,109,87,195,127,3,"[15, 12, 0, 11]","[11, 0, 0, 11]","[13, 0, 10, 13]","[0, 11, 0, 13]","[0, 0, 10, 15]","[10, 11, 0, 13]","[12, 10, 0, 11]","[10, 0, 0, 10]","[10, 10, 11, 11]","[10, 0, 10, 10]","[0, 10, 10, 11]","[0, 0, 0, 10]","[0, 10, 12, 11]","[0, 10, 0, 10]","[0, 0, 11, 0]","[14, 0, 0, 10]","[0, 11, 0, 0]","[10, 0, 13, 11]","[12, 14, 0, 14]"
1,136,80,126,132,0,"[0, 13, 12, 13]","[10, 0, 15, 0]","[0, 12, 0, 11]","[0, 13, 0, 10]","[12, 10, 11, 0]","[0, 0, 0, 10]","[10, 0, 0, 0]","[10, 11, 0, 11]","[10, 10, 0, 0]","[10, 0, 10, 10]","[10, 0, 0, 10]","[11, 10, 0, 10]","[0, 11, 12, 10]","[12, 10, 0, 10]","[11, 13, 10, 0]","[13, 12, 0, 10]","[0, 11, 0, 11]","[13, 0, 0, 0]","[0, 0, 10, 0]"
1,153,105,133,134,1,"[15, 0, 0, 0]","[0, 10, 0, 0]","[12, 11, 12, 13]","[0, 10, 13, 0]","[0, 12, 10, 12]","[0, 11, 0, 11]","[10, 12, 12, 0]","[10, 10, 0, 0]","[11, 11, 0, 10]","[11, 10, 0, 10]","[10, 11, 0, 11]","[0, 0, 10, 10]","[0, 10, 10, 10]","[11, 0, 13, 11]","[0, 13, 0, 11]","[10, 0, 12, 0]","[12, 0, 13, 11]","[11, 11, 0, 0]","[11, 11, 0, 13]"
1,130,99,122,111,2,"[13, 14, 0, 0]","[12, 13, 12, 0]","[0, 0, 0, 11]","[10, 0, 0, 14]","[14, 0, 10, 0]","[0, 0, 0, 11]","[10, 12, 0, 10]","[10, 0, 11, 11]","[10, 0, 11, 11]","[0, 10, 10, 10]","[0, 11, 10, 10]","[0, 13, 0, 10]","[11, 10, 0, 12]","[0, 10, 12, 0]","[0, 0, 0, 0]","[0, 13, 11, 12]","[11, 0, 0, 0]","[0, 13, 0, 0]","[10, 11, 12, 0]"
0,66,90,102,108,3,"[0, 0, 0, 16]","[0, 11, 0, 11]","[13, 0, 11, 12]","[12, 10, 0, 0]","[11, 0, 0, 0]","[0, 0, 11, 10]","[0, 0, 10, 0]","[10, 0, 0, 0]","[11, 0, 10, 10]","[10, 0, 10, 10]","[10, 0, 10, 0]","[10, 0, 0, 0]","[11, 0, 12, 10]","[0, 10, 0, 0]","[0, 11, 0, 0]","[0, 11, 16, 0]","[10, 0, 0, 11]","[0, 13, 0, 0]","[0, 0, 0, 12]"
0,142,108,130,159,0,"[10, 0, 13, 15]","[12, 0, 0, 14]","[13, 11, 0, 12]","[0, 11, 0, 0]","[15, 0, 0, 11]","[10, 11, 10, 0]","[10, 0, 11, 11]","[10, 11, 10, 0]","[10, 0, 10, 10]","[0, 10, 10, 10]","[11, 0, 0, 0]","[10, 12, 10, 0]","[12, 10, 11, 0]","[0, 10, 0, 11]","[10, 11, 0, 0]","[13, 13, 10, 0]","[0, 12, 13, 11]","[13, 10, 0, 12]","[0, 10, 0, 13]"
3,85,124,157,126,1,"[10, 0, 16, 11]","[13, 11, 0, 0]","[0, 0, 11, 16]","[11, 0, 10, 13]","[0, 10, 13, 12]","[0, 0, 13, 11]","[0, 10, 0, 0]","[10, 0, 0, 11]","[11, 0, 10, 10]","[11, 10, 10, 0]","[0, 10, 10, 11]","[0, 0, 10, 0]","[12, 12, 10, 0]","[12, 10, 0, 12]","[11, 0, 11, 0]","[0, 0, 0, 12]","[13, 0, 0, 11]","[12, 12, 0, 14]","[0, 0, 0, 13]"
1,159,108,126,118,2,"[14, 11, 0, 13]","[13, 0, 12, 11]","[0, 0, 12, 11]","[13, 0, 0, 12]","[10, 0, 0, 0]","[0, 13, 10, 0]","[0, 11, 0, 11]","[11, 11, 0, 10]","[0, 11, 10, 0]","[0, 10, 10, 10]","[0, 10, 11, 11]","[12, 11, 10, 0]","[12, 12, 0, 10]","[11, 12, 11, 0]","[0, 11, 0, 0]","[0, 13, 11, 13]","[0, 0, 11, 0]","[10, 11, 0, 0]","[12, 12, 0, 14]"
1,142,127,118,134,3,"[11, 0, 0, 0]","[0, 0, 0, 12]","[0, 16, 0, 10]","[11, 0, 11, 11]","[10, 13, 0, 12]","[0, 11, 11, 0]","[10, 12, 11, 11]","[10, 11, 10, 0]","[11, 10, 10, 0]","[0, 11, 10, 10]","[10, 0, 11, 10]","[11, 10, 0, 10]","[13, 10, 10, 0]","[10, 11, 0, 10]","[0, 0, 12, 0]","[0, 0, 10, 11]","[0, 12, 11, 11]","[13, 15, 10, 0]","[14, 0, 0, 0]"
0,121,129,147,171,0,"[13, 14, 0, 12]","[0, 13, 12, 11]","[10, 12, 0, 13]","[13, 0, 10, 13]","[12, 11, 10, 0]","[12, 0, 10, 11]","[11, 0, 11, 11]","[10, 10, 11, 0]","[0, 10, 10, 0]","[10, 0, 10, 10]","[11, 0, 10, 10]","[0, 10, 0, 0]","[12, 10, 12, 10]","[10, 0, 0, 10]","[11, 10, 0, 0]","[12, 0, 10, 11]","[0, 0, 13, 12]","[11, 11, 0, 13]","[13, 10, 0, 0]"
