winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,125,140,171,159,136,2,"[11, 13, 0, 15, 10]","[10, 11, 0, 14, 0]","[11, 0, 12, 11, 13]","[11, 12, 0, 10, 10]","[11, 0, 10, 13, 11]","[10, 13, 10, 10, 0]","[10, 10, 10, 10, 0]","[11, 0, 10, 10, 10]","[0, 10, 11, 11, 10]","[10, 10, 0, 10, 10]","[10, 0, 12, 10, 10]","[10, 11, 11, 0, 10]","[10, 0, 10, 0, 11]","[13, 0, 10, 12, 10]","[10, 0, 0, 10, 0]","[11, 11, 0, 12, 11]","[0, 10, 12, 0, 0]","[0, 0, 11, 0, 0]","[0, 14, 11, 13, 10]"
2,137,182,120,149,133,3,"[10, 13, 0, 12, 14]","[13, 12, 10, 0, 11]","[10, 0, 13, 11, 12]","[0, 10, 13, 0, 0]","[12, 0, 11, 0, 11]","[10, 0, 12, 0, 0]","[10, 11, 0, 0, 0]","[0, 10, 11, 11, 10]","[10, 0, 11, 10, 11]","[10, 10, 0, 10, 10]","[10, 11, 10, 0, 11]","[10, 0, 10, 12, 11]","[11, 0, 10, 10, 11]","[0, 11, 10, 11, 11]","[0, 11, 11, 0, 0]","[11, 13, 12, 10, 0]","[0, 11, 11, 0, 0]","[11, 14, 13, 10, 0]","[11, 0, 14, 13, 10]"
3,121,118,167,156,148,4,"[11, 0, 0, 12, 0]","[13, 0, 10, 11, 0]","[11, 10, 0, 12, 12]","[12, 10, 14, 10, 0]","[11, 11, 13, 0, 10]","[10, 0, 10, 11, 10]","[11, 10, 0, 0, 10]","[10, 11, 10, 10, 0]","[11, 10, 0, 11, 10]","[11, 10, 10, 0, 10]","[11, 0, 10, 11, 10]","[0, 10, 10, 12, 11]","[11, 0, 10, 11, 11]","[10, 0, 0, 0, 11]","[0, 13, 10, 10, 11]","[0, 0, 0, 10, 10]","[0, 12, 0, 10, 12]","[0, 0, 0, 15, 10]","[13, 14, 11, 11, 0]"
2,149,175,101,146,141,0,"[11, 14, 0, 10, 14]","[14, 12, 12, 0, 11]","[0, 11, 11, 0, 0]","[14, 12, 10, 11, 0]","[11, 13, 11, 0, 10]","[0, 11, 12, 0, 10]","[10, 0, 0, 11, 0]","[11, 10, 10, 0, 10]","[10, 11, 11, 0, 10]","[10, 0, 11, 0, 10]","[0, 10, 11, 10, 10]","[10, 10, 11, 10, 0]","[10, 0, 0, 11, 10]","[0, 11, 11, 0, 0]","[10, 13, 10, 12, 0]","[0, 0, 10, 0, 11]","[12, 11, 11, 0, 12]","[0, 0, 11, 13, 11]","[13, 0, 12, 13, 12]"
4,125,122,152,139,154,1,"[0, 12, 14, 11, 11]","[10, 0, 10, 0, 12]","[0, 11, 0, 13, 12]","[0, 13, 10, 10, 13]","[13, 0, 11, 11, 0]","[12, 12, 10, 0, 10]","[11, 11, 0, 10, 11]","[10, 10, 0, 10, 11]","[10, 11, 11, 10, 0]","[10, 0, 10, 10, 10]","[10, 0, 11, 10, 10]","[10, 0, 0, 0, 10]","[0, 0, 0, 11, 10]","[10, 0, 11, 0, 0]","[0, 10, 12, 12, 12]","[10, 12, 0, 11, 12]","[0, 12, 0, 10, 0]","[11, 11, 0, 0, 0]","[12, 0, 12, 13, 10]"
2,110,155,142,128,122,2,"[0, 0, 14, 11, 14]","[0, 13, 13, 10, 0]","[12, 11, 11, 0, 0]","[11, 11, 12, 10, 0]","[10, 0, 0, 0, 10]","[13, 0, 11, 11, 10]","[10, 0, 0, 11, 0]","[0, 10, 10, 0, 0]","[10, 0, 10, 10, 10]","[10, 10, 10, 11, 0]","[0, 10, 0, 11, 10]","[10, 0, 10, 0, 10]","[10, 0, 10, 11, 0]","[0, 0, 10, 11, 10]","[0, 10, 11, 11, 12]","[10, 13, 11, 0, 11]","[10, 11, 0, 13, 0]","[0, 0, 12, 0, 11]","[12, 11, 0, 11, 14]"
0,110,170,136,179,148,3,"[12, 0, 13, 10, 11]","[13, 10, 13, 12, 0]","[0, 12, 12, 11, 11]","[0, 11, 13, 0, 0]","[10, 0, 0, 13, 11]","[10, 0, 10, 11, 0]","[10, 0, 0, 10, 0]","[12, 10, 11, 0, 10]","[10, 10, 10, 0, 10]","[11, 10, 10, 0, 10]","[10, 0, 11, 10, 10]","[10, 11, 10, 11, 0]","[14, 10, 0, 0, 10]","[10, 0, 12, 12, 10]","[12, 0, 11, 12, 11]","[0, 14, 11, 0, 10]","[11, 0, 12, 14, 10]","[10, 0, 0, 10, 13]","[14, 12, 11, 0, 11]"
0,129,130,133,136,134,4,"[15, 11, 10, 0, 13]","[12, 0, 12, 11, 13]","[0, 0, 0, 13, 13]","[0, 0, 13, 0, 10]","[0, 11, 0, 11, 10]","[10, 0, 10, 11, 11]","[11, 12, 10, 10, 0]","[0, 10, 10, 0, 0]","[10, 0, 0, 0, 11]","[10, 11, 10, 0, 10]","[11, 0, 11, 10, 10]","[12, 10, 10, 0, 11]","[11, 10, 0, 10, 0]","[10, 11, 12, 0, 12]","[13, 11, 10, 10, 0]","[0, 10, 0, 12, 0]","[11, 12, 0, 12, 10]","[0, 0, 12, 12, 0]","[0, 10, 0, 11, 0]"
0,155,137,131,185,152,0,"[0, 12, 15, 10, 11]","[12, 12, 0, 12, 12]","[10, 0, 0, 0, 11]","[11, 11, 0, 13, 11]","[10, 11, 13, 0, 12]","[10, 0, 12, 10, 0]","[10, 10, 0, 12, 11]","[0, 11, 0, 10, 10]","[10, 10, 10, 0, 0]","[10, 10, 10, 10, 0]","[10, 10, 10, 0, 0]","[11, 0, 11, 11, 10]","[11, 0, 11, 10, 10]","[10, 11, 11, 0, 12]","[11, 13, 10, 11, 0]","[12, 0, 0, 11, 10]","[10, 10, 0, 11, 11]","[13, 11, 13, 0, 10]","[14, 13, 11, 0, 11]"
2,119,151,140,112,148,1,"[12, 10, 0, 0, 10]","[0, 13, 0, 11, 10]","[12, 11, 11, 11, 0]","[11, 0, 12, 12, 11]","[0, 10, 11, 12, 11]","[11, 10, 12, 11, 0]","[10, 0, 10, 10, 12]","[0, 0, 0, 11, 10]","[0, 10, 10, 10, 10]","[0, 10, 10, 10, 11]","[11, 0, 11, 10, 10]","[10, 0, 11, 10, 11]","[0, 11, 10, 11, 11]","[0, 10, 11, 11, 0]","[13, 0, 0, 0, 10]","[11, 0, 12, 0, 0]","[0, 10, 0, 0, 0]","[11, 0, 10, 0, 11]","[0, 14, 10, 0, 10]"
