winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,101,96,182,146,0,"[0, 11, 0, 16]","[12, 11, 0, 13]","[0, 0, 0, 13]","[11, 11, 0, 14]","[0, 12, 10, 12]","[14, 11, 10, 0]","[10, 0, 11, 12]","[11, 10, 11, 0]","[0, 10, 0, 10]","[10, 0, 10, 10]","[11, 0, 10, 11]","[11, 0, 0, 10]","[12, 0, 11, 11]","[11, 0, 11, 11]","[11, 0, 0, 0]","[11, 0, 12, 14]","[0, 12, 0, 0]","[0, 13, 0, 13]","[11, 0, 0, 12]"
3,118,89,144,97,1,"[0, 0, 11, 13]","[11, 14, 0, 13]","[0, 10, 0, 17]","[11, 0, 12, 13]","[0, 10, 11, 12]","[0, 10, 13, 11]","[0, 10, 0, 0]","[10, 0, 0, 10]","[11, 0, 10, 10]","[10, 10, 10, 0]","[0, 0, 0, 10]","[11, 10, 0, 12]","[10, 0, 10, 13]","[0, 10, 0, 10]","[0, 12, 0, 0]","[0, 12, 12, 0]","[12, 10, 0, 0]","[0, 0, 0, 0]","[11, 0, 0, 0]"
2,87,133,79,122,2,"[13, 12, 13, 0]","[0, 0, 10, 0]","[0, 0, 13, 12]","[11, 0, 0, 0]","[12, 12, 0, 11]","[12, 11, 0, 11]","[0, 0, 11, 0]","[10, 0, 10, 12]","[10, 0, 12, 10]","[10, 10, 10, 0]","[12, 10, 10, 0]","[0, 0, 11, 0]","[0, 10, 0, 0]","[11, 10, 0, 0]","[11, 12, 12, 0]","[0, 0, 0, 11]","[0, 0, 0, 0]","[0, 0, 10, 12]","[10, 0, 11, 0]"
2,113,148,90,132,3,"[13, 0, 0, 0]","[10, 0, 0, 0]","[12, 13, 12, 0]","[0, 11, 0, 12]","[12, 0, 10, 13]","[11, 11, 0, 0]","[10, 12, 11, 0]","[10, 11, 11, 0]","[10, 0, 10, 10]","[0, 10, 11, 10]","[10, 0, 10, 0]","[0, 10, 10, 11]","[10, 12, 0, 12]","[0, 0, 12, 0]","[0, 11, 0, 0]","[0, 0, 16, 10]","[13, 12, 11, 0]","[0, 0, 11, 0]","[11, 0, 13, 12]"
1,142,129,138,96,0,"[0, 12, 12, 0]","[0, 10, 11, 11]","[0, 0, 0, 11]","[0, 12, 14, 10]","[11, 0, 12, 10]","[10, 10, 0, 0]","[0, 12, 11, 10]","[10, 11, 10, 0]","[0, 10, 11, 10]","[11, 10, 0, 10]","[11, 10, 0, 10]","[0, 10, 0, 11]","[10, 12, 10, 0]","[11, 11, 0, 11]","[0, 0, 0, 0]","[0, 12, 11, 11]","[11, 0, 13, 11]","[11, 0, 14, 12]","[0, 0, 0, 0]"
3,89,89,131,116,1,"[0, 13, 13, 13]","[15, 10, 10, 0]","[0, 12, 0, 0]","[10, 0, 13, 11]","[0, 0, 11, 11]","[0, 11, 11, 0]","[11, 0, 0, 0]","[0, 11, 0, 0]","[0, 0, 0, 11]","[10, 10, 0, 11]","[0, 10, 10, 10]","[10, 0, 11, 11]","[10, 0, 0, 10]","[12, 0, 10, 10]","[0, 0, 0, 10]","[0, 0, 0, 0]","[13, 0, 0, 0]","[11, 0, 0, 12]","[14, 12, 0, 11]"
3,92,120,132,99,2,"[11, 0, 0, 0]","[0, 0, 0, 10]","[0, 0, 11, 0]","[0, 0, 11, 0]","[10, 0, 10, 10]","[11, 11, 0, 12]","[0, 0, 0, 12]","[0, 0, 10, 0]","[10, 11, 0, 10]","[10, 0, 10, 11]","[0, 10, 11, 11]","[0, 0, 10, 0]","[12, 0, 10, 10]","[0, 10, 12, 0]","[13, 11, 12, 0]","[0, 15, 0, 10]","[11, 12, 0, 13]","[11, 0, 13, 11]","[0, 12, 0, 12]"
3,89,141,153,144,3,"[12, 0, 16, 11]","[12, 13, 13, 0]","[12, 0, 12, 0]","[12, 0, 11, 13]","[0, 0, 0, 11]","[0, 10, 0, 0]","[11, 0, 11, 10]","[0, 11, 11, 10]","[11, 10, 11, 0]","[0, 10, 10, 10]","[10, 0, 0, 10]","[10, 11, 0, 11]","[10, 0, 11, 10]","[11, 11, 0, 13]","[0, 0, 0, 10]","[11, 0, 11, 12]","[12, 0, 12, 11]","[10, 0, 12, 11]","[0, 13, 0, 0]"
2,138,148,128,112,0,"[11, 13, 12, 0]","[0, 11, 10, 13]","[12, 0, 0, 12]","[0, 0, 14, 0]","[0, 11, 11, 0]","[0, 11, 11, 11]","[0, 10, 11, 0]","[10, 0, 11, 12]","[0, 10, 11, 11]","[10, 0, 10, 10]","[11, 0, 0, 0]","[11, 10, 11, 0]","[0, 11, 0, 0]","[12, 0, 12, 10]","[11, 12, 0, 12]","[11, 0, 12, 14]","[0, 13, 0, 0]","[0, 13, 12, 12]","[13, 13, 0, 11]"
0,115,88,78,183,1,"[15, 11, 0, 12]","[11, 0, 0, 14]","[14, 10, 0, 0]","[10, 11, 12, 0]","[10, 0, 0, 0]","[12, 0, 0, 11]","[10, 12, 12, 0]","[10, 0, 11, 0]","[0, 10, 10, 10]","[10, 10, 0, 10]","[10, 10, 11, 0]","[11, 10, 0, 11]","[13, 10, 10, 0]","[13, 11, 0, 10]","[0, 10, 0, 0]","[0, 0, 11, 0]","[13, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 11, 0]"
