card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
4H,low,True,3,3,1,3,2,10
KS,veryhigh,False,4,2,1,3,1,8
5S,low,False,3,1,1,3,1,7
JH,high,True,1,0,1,3,1,6
QS,high,False,5,2,1,2,7,10
TC,high,True,1,1,1,2,7,9
5H,low,False,3,0,1,2,7,8
AC,veryhigh,False,4,3,3,2,1,10
3D,low,False,2,2,3,2,1,9
JD,high,False,1,1,3,1,0,6
2C,low,False,3,0,3,1,0,5
5D,low,True,4,3,3,3,2,10
QH,high,False,2,2,1,1,1,4
9S,mediumHigh,False,2,1,1,1,1,3
3S,low,False,1,0,1,1,1,2
AS,veryhigh,False,5,1,3,3,5,10
2S,low,False,4,0,3,3,5,9
QS,high,False,2,2,2,4,3,10
TD,high,False,4,1,1,3,3,7
4S,low,False,1,0,1,2,2,4
KC,veryhigh,False,2,3,3,3,0,10
2D,low,True,3,2,3,3,0,9
4S,low,False,3,1,2,2,0,6
3C,low,False,4,1,4,3,1,10
JH,high,True,1,0,4,0,1,6
6S,mediumlow,False,5,2,2,4,3,10
4D,low,False,2,1,2,2,3,7
7S,mediumlow,False,4,0,2,1,3,5
9S,mediumHigh,False,3,-1,2,1,3,4
AS,veryhigh,False,4,3,1,5,2,10
AH,veryhigh,False,2,2,1,5,2,9
JS,high,False,3,1,1,5,2,8
2D,low,False,3,0,1,5,2,7
KH,veryhigh,False,3,4,1,3,1,10
JH,high,False,2,3,1,3,1,9
JD,high,True,3,2,1,3,1,8
2H,low,False,1,1,1,2,0,5
7C,mediumlow,False,2,0,0,1,0,2
AH,veryhigh,False,5,2,3,2,4,10
QD,high,False,3,1,3,2,4,9
6C,mediumlow,False,1,0,3,2,4,8
7H,mediumlow,False,2,-1,2,0,2,2
7H,mediumlow,False,4,5,0,1,3,10
AH,veryhigh,False,3,4,-1,0,3,7
5H,low,False,2,3,-1,0,3,6
