winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
4,144,140,132,134,175,1,"[13, 0, 12, 11, 0]","[13, 10, 11, 0, 12]","[12, 0, 10, 11, 12]","[0, 11, 11, 12, 11]","[12, 11, 0, 10, 12]","[10, 0, 13, 10, 12]","[11, 10, 0, 0, 0]","[11, 10, 10, 0, 10]","[0, 10, 11, 10, 11]","[0, 10, 10, 10, 10]","[10, 11, 11, 0, 10]","[11, 10, 10, 10, 0]","[10, 0, 10, 0, 10]","[10, 10, 0, 11, 11]","[0, 0, 11, 0, 10]","[0, 14, 0, 11, 11]","[11, 0, 0, 0, 13]","[0, 12, 0, 15, 10]","[0, 15, 10, 11, 10]"
1,166,133,141,136,140,2,"[14, 0, 0, 11, 0]","[12, 13, 13, 0, 11]","[12, 0, 10, 0, 10]","[0, 11, 12, 13, 10]","[10, 0, 10, 12, 11]","[0, 13, 0, 10, 0]","[10, 10, 10, 10, 0]","[11, 10, 11, 11, 0]","[10, 10, 0, 10, 10]","[10, 0, 11, 10, 10]","[0, 10, 0, 0, 11]","[0, 10, 10, 0, 10]","[11, 10, 0, 10, 10]","[14, 10, 0, 11, 0]","[0, 12, 11, 11, 11]","[0, 11, 0, 11, 12]","[12, 11, 10, 0, 12]","[0, 12, 11, 11, 0]","[10, 13, 14, 0, 12]"
1,175,139,145,137,130,3,"[12, 0, 15, 11, 10]","[13, 11, 14, 10, 0]","[0, 10, 13, 11, 12]","[12, 10, 0, 0, 13]","[11, 11, 12, 11, 0]","[0, 10, 0, 10, 0]","[11, 12, 10, 10, 0]","[13, 10, 10, 0, 10]","[10, 10, 0, 11, 11]","[10, 10, 11, 10, 0]","[10, 0, 10, 0, 0]","[0, 10, 0, 11, 0]","[12, 10, 0, 11, 11]","[0, 10, 11, 0, 10]","[0, 10, 10, 13, 11]","[0, 10, 12, 14, 0]","[0, 10, 11, 0, 12]","[12, 10, 0, 0, 15]","[11, 11, 0, 12, 15]"
1,155,131,132,150,119,4,"[16, 11, 0, 12, 10]","[0, 11, 12, 12, 0]","[0, 0, 0, 11, 0]","[13, 10, 0, 10, 12]","[0, 0, 0, 10, 0]","[11, 10, 11, 13, 0]","[0, 10, 11, 0, 0]","[10, 0, 10, 0, 10]","[10, 10, 0, 11, 10]","[10, 11, 10, 0, 10]","[11, 11, 10, 10, 0]","[0, 11, 10, 0, 10]","[10, 0, 13, 10, 11]","[10, 0, 0, 10, 0]","[14, 10, 10, 0, 0]","[0, 11, 12, 12, 10]","[11, 12, 11, 0, 12]","[12, 14, 0, 11, 11]","[12, 13, 11, 0, 13]"
2,134,152,120,150,121,0,"[12, 0, 0, 0, 0]","[13, 12, 0, 12, 10]","[0, 12, 12, 0, 0]","[10, 12, 11, 13, 0]","[11, 12, 0, 10, 13]","[0, 11, 10, 0, 0]","[10, 12, 10, 0, 12]","[10, 0, 10, 10, 11]","[10, 10, 10, 0, 10]","[10, 10, 10, 10, 0]","[0, 10, 11, 10, 10]","[10, 0, 10, 11, 10]","[0, 0, 11, 11, 11]","[11, 0, 0, 0, 11]","[0, 10, 11, 0, 0]","[11, 12, 12, 10, 0]","[10, 11, 0, 12, 12]","[10, 0, 13, 0, 0]","[12, 0, 11, 11, 11]"
1,178,163,155,113,142,1,"[12, 13, 0, 11, 11]","[11, 13, 10, 0, 0]","[0, 11, 10, 12, 12]","[0, 10, 0, 13, 11]","[0, 11, 11, 0, 10]","[0, 10, 12, 11, 11]","[13, 0, 10, 11, 10]","[11, 10, 10, 0, 0]","[11, 10, 0, 10, 10]","[11, 0, 10, 10, 10]","[10, 11, 10, 11, 0]","[11, 11, 11, 10, 0]","[0, 10, 0, 12, 10]","[0, 11, 12, 11, 11]","[0, 12, 10, 11, 0]","[11, 11, 12, 0, 13]","[0, 10, 14, 11, 11]","[12, 0, 11, 0, 0]","[0, 14, 10, 11, 12]"
4,157,133,126,123,160,2,"[13, 14, 10, 0, 13]","[0, 14, 0, 0, 11]","[0, 11, 11, 12, 0]","[12, 12, 0, 0, 11]","[0, 10, 12, 10, 12]","[11, 12, 0, 11, 11]","[10, 0, 10, 0, 10]","[0, 10, 0, 0, 11]","[10, 10, 10, 10, 0]","[10, 0, 10, 11, 10]","[10, 10, 0, 11, 11]","[0, 11, 10, 10, 0]","[0, 11, 12, 11, 10]","[12, 11, 10, 10, 0]","[0, 0, 0, 10, 10]","[0, 0, 13, 10, 12]","[12, 10, 12, 0, 0]","[12, 11, 13, 0, 13]","[11, 0, 0, 10, 15]"
2,134,164,142,144,158,3,"[13, 10, 0, 0, 0]","[10, 0, 0, 11, 14]","[13, 0, 10, 13, 12]","[12, 10, 12, 0, 11]","[0, 15, 11, 10, 0]","[10, 0, 11, 10, 11]","[0, 10, 12, 11, 11]","[10, 10, 10, 11, 0]","[11, 10, 10, 0, 10]","[10, 11, 0, 10, 10]","[10, 0, 10, 11, 0]","[0, 11, 11, 10, 10]","[0, 10, 0, 0, 0]","[11, 0, 11, 11, 12]","[0, 12, 11, 11, 10]","[11, 13, 10, 0, 11]","[12, 0, 12, 11, 11]","[0, 12, 11, 12, 12]","[11, 0, 12, 0, 13]"
1,151,126,120,140,127,4,"[0, 0, 0, 14, 11]","[0, 11, 0, 0, 10]","[12, 11, 10, 13, 0]","[13, 0, 10, 0, 0]","[0, 12, 0, 0, 12]","[12, 11, 10, 12, 0]","[13, 10, 0, 11, 10]","[10, 10, 11, 0, 0]","[11, 10, 10, 0, 11]","[10, 10, 11, 0, 10]","[0, 10, 11, 10, 11]","[0, 11, 10, 11, 10]","[10, 10, 10, 12, 0]","[11, 13, 10, 0, 10]","[12, 10, 0, 14, 10]","[12, 0, 10, 11, 0]","[0, 0, 0, 0, 0]","[14, 0, 0, 0, 11]","[0, 12, 13, 12, 11]"
2,182,183,144,96,163,0,"[13, 0, 11, 12, 11]","[0, 11, 13, 12, 10]","[0, 11, 0, 0, 11]","[10, 12, 10, 0, 12]","[11, 11, 12, 10, 0]","[0, 13, 10, 10, 10]","[10, 11, 10, 0, 11]","[0, 11, 11, 11, 10]","[10, 11, 10, 0, 11]","[10, 10, 10, 10, 0]","[0, 0, 10, 10, 0]","[0, 13, 10, 0, 10]","[10, 11, 10, 0, 10]","[10, 0, 10, 10, 12]","[0, 10, 0, 14, 11]","[0, 12, 12, 10, 11]","[12, 13, 11, 12, 0]","[0, 10, 11, 13, 12]","[0, 12, 12, 10, 11]"
