winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,139,138,118,177,141,3,"[13, 10, 0, 0, 0]","[11, 0, 11, 0, 11]","[11, 11, 10, 0, 11]","[12, 12, 13, 0, 10]","[10, 10, 0, 0, 0]","[11, 10, 0, 0, 0]","[10, 12, 0, 10, 11]","[11, 10, 10, 11, 0]","[10, 0, 10, 11, 10]","[11, 10, 0, 10, 10]","[11, 10, 10, 11, 0]","[10, 10, 10, 0, 13]","[0, 0, 11, 10, 0]","[13, 11, 10, 11, 0]","[12, 0, 11, 11, 11]","[11, 0, 11, 10, 14]","[10, 13, 0, 11, 13]","[0, 0, 10, 0, 12]","[0, 10, 11, 12, 15]"
0,129,143,135,171,107,4,"[10, 12, 0, 13, 0]","[11, 11, 0, 0, 0]","[11, 0, 0, 10, 0]","[10, 0, 10, 12, 0]","[12, 11, 11, 0, 11]","[10, 12, 13, 0, 10]","[0, 10, 0, 12, 0]","[0, 11, 10, 10, 0]","[10, 10, 0, 10, 11]","[10, 10, 10, 0, 11]","[10, 10, 10, 11, 0]","[10, 0, 11, 10, 10]","[12, 0, 10, 12, 10]","[10, 10, 13, 0, 12]","[0, 0, 10, 0, 10]","[11, 11, 12, 11, 0]","[11, 0, 13, 11, 12]","[10, 0, 0, 13, 10]","[13, 11, 10, 0, 0]"
4,137,161,163,153,168,0,"[11, 0, 13, 11, 12]","[12, 13, 13, 10, 0]","[0, 11, 11, 0, 0]","[12, 0, 10, 10, 12]","[0, 0, 11, 0, 11]","[0, 11, 11, 10, 12]","[0, 13, 10, 11, 10]","[0, 10, 10, 11, 10]","[10, 10, 10, 10, 0]","[10, 0, 10, 10, 10]","[10, 0, 10, 10, 11]","[11, 10, 0, 10, 10]","[11, 0, 10, 11, 11]","[10, 11, 11, 0, 11]","[12, 0, 10, 12, 11]","[11, 11, 0, 14, 11]","[10, 13, 0, 11, 13]","[11, 12, 11, 0, 13]","[12, 12, 0, 12, 0]"
3,141,122,180,131,152,1,"[0, 10, 12, 15, 0]","[10, 0, 10, 0, 12]","[0, 11, 10, 14, 0]","[0, 11, 0, 0, 11]","[11, 12, 0, 10, 12]","[0, 0, 0, 10, 10]","[0, 0, 0, 13, 10]","[11, 11, 0, 10, 10]","[0, 10, 10, 10, 10]","[10, 10, 10, 10, 0]","[11, 0, 10, 11, 10]","[10, 0, 10, 10, 10]","[10, 11, 0, 11, 11]","[10, 13, 0, 10, 10]","[12, 10, 0, 10, 13]","[12, 0, 12, 13, 10]","[12, 10, 13, 12, 0]","[0, 10, 12, 0, 13]","[12, 12, 13, 11, 0]"
2,120,144,139,116,143,2,"[0, 0, 0, 0, 13]","[0, 0, 12, 14, 10]","[0, 0, 10, 15, 11]","[0, 11, 12, 0, 0]","[11, 0, 10, 0, 0]","[0, 12, 11, 10, 11]","[10, 0, 11, 11, 11]","[10, 11, 10, 11, 0]","[10, 10, 0, 11, 11]","[10, 10, 0, 10, 10]","[11, 10, 0, 11, 10]","[10, 11, 11, 11, 0]","[10, 11, 0, 0, 10]","[0, 10, 12, 12, 10]","[10, 0, 11, 13, 0]","[0, 0, 12, 0, 0]","[11, 11, 10, 0, 13]","[0, 13, 12, 10, 12]","[13, 0, 0, 0, 11]"
0,152,122,91,153,128,3,"[14, 10, 0, 12, 12]","[11, 12, 0, 0, 0]","[14, 12, 0, 12, 10]","[0, 0, 12, 12, 11]","[12, 11, 13, 0, 0]","[10, 13, 10, 10, 0]","[10, 0, 0, 11, 0]","[10, 0, 11, 11, 10]","[0, 0, 10, 0, 11]","[10, 11, 10, 0, 10]","[0, 10, 0, 0, 10]","[10, 0, 0, 0, 10]","[10, 11, 0, 11, 10]","[0, 10, 10, 12, 0]","[10, 11, 11, 0, 10]","[12, 0, 0, 0, 0]","[10, 15, 11, 0, 11]","[0, 12, 12, 0, 0]","[10, 14, 12, 0, 13]"
1,137,119,135,134,113,4,"[12, 13, 0, 0, 10]","[0, 13, 12, 0, 10]","[11, 0, 14, 0, 10]","[0, 0, 0, 0, 0]","[12, 14, 0, 10, 10]","[10, 12, 10, 12, 0]","[0, 10, 0, 12, 10]","[10, 12, 10, 11, 0]","[0, 0, 0, 10, 10]","[11, 10, 10, 0, 10]","[11, 10, 10, 10, 0]","[11, 10, 0, 11, 0]","[0, 13, 10, 10, 0]","[0, 10, 10, 10, 11]","[0, 0, 11, 14, 11]","[10, 10, 0, 0, 0]","[11, 0, 10, 0, 0]","[13, 0, 0, 13, 10]","[12, 0, 12, 12, 11]"
1,177,131,164,133,146,0,"[0, 13, 11, 11, 13]","[0, 11, 0, 10, 11]","[12, 0, 10, 11, 12]","[0, 11, 13, 0, 10]","[10, 11, 0, 11, 11]","[0, 10, 12, 0, 0]","[12, 10, 0, 10, 11]","[0, 13, 10, 10, 10]","[10, 12, 10, 0, 10]","[10, 10, 11, 10, 0]","[11, 11, 0, 10, 10]","[11, 11, 10, 11, 0]","[0, 10, 11, 12, 11]","[10, 12, 10, 11, 0]","[10, 0, 13, 0, 0]","[12, 10, 0, 12, 12]","[0, 11, 0, 11, 0]","[13, 0, 10, 10, 13]","[12, 11, 0, 14, 12]"
0,92,177,173,195,91,1,"[15, 11, 11, 11, 0]","[10, 13, 0, 13, 11]","[12, 13, 10, 0, 13]","[11, 0, 12, 0, 0]","[11, 0, 11, 11, 10]","[10, 0, 11, 12, 0]","[11, 11, 0, 10, 0]","[11, 0, 11, 11, 10]","[10, 11, 10, 11, 0]","[10, 0, 10, 10, 10]","[10, 0, 10, 11, 11]","[10, 11, 0, 10, 12]","[10, 11, 11, 11, 0]","[12, 0, 10, 10, 0]","[10, 11, 12, 10, 0]","[11, 0, 11, 0, 0]","[10, 0, 12, 11, 14]","[0, 0, 14, 11, 0]","[11, 0, 11, 10, 0]"
2,140,177,135,132,136,2,"[0, 12, 13, 12, 0]","[12, 11, 0, 0, 12]","[11, 11, 12, 12, 0]","[0, 10, 12, 0, 0]","[0, 13, 11, 11, 10]","[11, 0, 11, 12, 11]","[10, 10, 11, 0, 12]","[10, 10, 12, 10, 0]","[0, 10, 10, 10, 12]","[11, 0, 10, 10, 10]","[10, 11, 10, 0, 10]","[0, 0, 10, 10, 10]","[0, 0, 10, 0, 0]","[0, 10, 0, 11, 0]","[11, 11, 0, 12, 11]","[10, 11, 10, 13, 0]","[13, 10, 11, 0, 13]","[12, 0, 12, 12, 13]","[11, 0, 12, 0, 12]"
1,164,154,150,131,149,3,"[12, 10, 0, 10, 14]","[11, 13, 12, 0, 10]","[11, 12, 11, 11, 0]","[11, 11, 12, 10, 0]","[11, 0, 12, 11, 0]","[0, 10, 10, 0, 0]","[0, 0, 10, 11, 0]","[10, 10, 0, 12, 10]","[10, 10, 11, 0, 11]","[10, 10, 0, 10, 11]","[10, 11, 10, 0, 11]","[10, 0, 10, 11, 10]","[0, 10, 10, 12, 12]","[14, 11, 10, 10, 0]","[11, 10, 0, 10, 14]","[0, 13, 0, 0, 10]","[0, 0, 11, 11, 11]","[0, 12, 13, 10, 12]","[0, 11, 12, 11, 13]"
