winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,153,131,130,141,147,0,"[10, 10, 0, 11, 16]","[11, 0, 11, 13, 11]","[0, 13, 11, 12, 10]","[0, 11, 11, 10, 12]","[12, 11, 10, 0, 12]","[10, 11, 0, 0, 10]","[10, 0, 10, 0, 0]","[10, 10, 10, 0, 0]","[10, 0, 0, 10, 10]","[0, 10, 10, 10, 10]","[0, 11, 11, 10, 10]","[0, 11, 11, 10, 10]","[10, 0, 0, 11, 0]","[11, 10, 10, 10, 0]","[11, 0, 0, 12, 0]","[13, 12, 0, 0, 12]","[10, 10, 12, 0, 13]","[0, 12, 14, 11, 11]","[13, 11, 0, 0, 0]"
2,128,158,134,143,130,1,"[0, 0, 12, 0, 14]","[12, 0, 12, 12, 0]","[11, 0, 0, 13, 10]","[12, 10, 12, 11, 0]","[10, 12, 11, 12, 0]","[0, 10, 12, 10, 11]","[11, 10, 0, 13, 10]","[11, 10, 11, 0, 11]","[11, 10, 11, 0, 10]","[0, 10, 10, 10, 11]","[11, 0, 10, 10, 11]","[10, 10, 0, 0, 10]","[0, 11, 10, 11, 10]","[0, 0, 10, 10, 0]","[11, 0, 12, 10, 12]","[10, 0, 12, 0, 0]","[0, 12, 13, 12, 10]","[11, 13, 0, 0, 0]","[12, 10, 0, 0, 0]"
0,103,131,149,171,139,2,"[0, 0, 11, 0, 14]","[11, 0, 0, 0, 13]","[11, 10, 12, 0, 0]","[13, 0, 12, 11, 10]","[12, 0, 11, 10, 12]","[11, 11, 0, 10, 12]","[10, 0, 10, 0, 0]","[10, 12, 0, 10, 11]","[0, 0, 10, 10, 0]","[0, 11, 10, 10, 10]","[10, 0, 11, 10, 10]","[12, 0, 0, 10, 0]","[11, 11, 0, 10, 0]","[0, 10, 0, 10, 0]","[10, 14, 11, 0, 10]","[10, 0, 11, 12, 13]","[14, 10, 0, 12, 11]","[13, 0, 11, 12, 13]","[13, 14, 11, 12, 0]"
1,168,88,157,107,153,3,"[12, 14, 11, 12, 0]","[0, 12, 11, 0, 14]","[13, 12, 12, 11, 0]","[11, 10, 0, 13, 11]","[0, 10, 0, 0, 10]","[0, 0, 11, 0, 10]","[11, 11, 0, 10, 10]","[10, 10, 11, 0, 11]","[10, 0, 10, 11, 11]","[0, 10, 11, 10, 10]","[10, 0, 11, 11, 10]","[10, 10, 0, 12, 10]","[0, 10, 0, 11, 11]","[0, 11, 0, 10, 0]","[0, 10, 0, 13, 0]","[10, 12, 0, 11, 13]","[10, 14, 0, 10, 0]","[0, 12, 0, 0, 12]","[0, 0, 0, 12, 10]"
1,160,157,105,158,101,4,"[12, 12, 12, 0, 0]","[15, 0, 13, 10, 10]","[11, 0, 12, 0, 12]","[0, 11, 0, 0, 11]","[12, 11, 12, 11, 0]","[10, 0, 12, 0, 0]","[0, 10, 11, 10, 12]","[10, 13, 10, 10, 0]","[11, 10, 10, 0, 10]","[10, 10, 10, 0, 10]","[0, 11, 0, 10, 0]","[0, 11, 10, 0, 10]","[10, 0, 0, 10, 0]","[11, 12, 10, 11, 0]","[11, 0, 12, 11, 0]","[12, 12, 0, 10, 0]","[0, 12, 12, 0, 0]","[12, 12, 11, 0, 13]","[11, 13, 0, 12, 13]"
0,65,136,97,186,146,0,"[10, 0, 14, 0, 13]","[10, 0, 16, 10, 10]","[10, 0, 11, 0, 0]","[12, 10, 11, 0, 13]","[12, 0, 0, 0, 10]","[13, 0, 10, 0, 0]","[12, 0, 0, 0, 10]","[11, 0, 10, 11, 10]","[10, 10, 11, 0, 10]","[10, 10, 0, 10, 11]","[11, 10, 10, 11, 0]","[10, 0, 0, 10, 10]","[10, 0, 0, 0, 10]","[10, 0, 0, 0, 0]","[10, 13, 0, 10, 12]","[0, 0, 10, 11, 0]","[0, 0, 11, 0, 14]","[13, 12, 12, 11, 0]","[12, 0, 10, 13, 13]"
2,149,180,143,135,98,1,"[0, 0, 14, 12, 0]","[11, 13, 0, 11, 0]","[0, 13, 11, 13, 10]","[11, 0, 12, 0, 0]","[12, 0, 10, 0, 0]","[12, 0, 10, 12, 10]","[0, 0, 12, 10, 0]","[11, 10, 11, 0, 11]","[11, 11, 10, 0, 10]","[0, 10, 10, 10, 11]","[10, 11, 0, 11, 10]","[11, 11, 11, 10, 0]","[11, 11, 10, 12, 0]","[11, 12, 12, 10, 0]","[0, 0, 11, 0, 11]","[0, 12, 11, 12, 12]","[0, 10, 14, 10, 13]","[10, 13, 11, 10, 0]","[14, 12, 0, 0, 0]"
4,120,128,122,121,140,2,"[0, 0, 0, 11, 12]","[11, 0, 0, 11, 0]","[11, 12, 11, 13, 0]","[11, 0, 0, 0, 13]","[10, 0, 11, 12, 11]","[0, 0, 11, 11, 0]","[0, 0, 10, 0, 11]","[0, 10, 11, 10, 10]","[0, 10, 11, 11, 10]","[11, 10, 10, 0, 10]","[10, 10, 10, 10, 0]","[11, 0, 0, 0, 10]","[11, 11, 0, 0, 10]","[0, 10, 12, 0, 10]","[0, 11, 10, 10, 11]","[11, 0, 11, 0, 0]","[0, 14, 10, 11, 11]","[12, 10, 0, 12, 0]","[12, 12, 0, 0, 11]"
4,137,134,135,131,177,3,"[0, 11, 14, 11, 13]","[0, 0, 12, 11, 11]","[10, 0, 0, 11, 12]","[12, 0, 0, 0, 14]","[11, 11, 11, 0, 10]","[0, 12, 0, 11, 0]","[13, 10, 11, 10, 0]","[10, 11, 10, 0, 11]","[0, 11, 11, 10, 10]","[10, 10, 0, 10, 11]","[0, 10, 10, 10, 11]","[11, 10, 10, 0, 11]","[11, 10, 0, 10, 0]","[11, 11, 11, 11, 0]","[11, 10, 10, 0, 14]","[10, 0, 12, 10, 12]","[11, 10, 0, 10, 14]","[0, 0, 0, 10, 11]","[0, 0, 12, 0, 12]"
2,96,179,142,170,113,4,"[13, 13, 11, 10, 0]","[13, 0, 11, 13, 10]","[10, 0, 11, 13, 13]","[0, 0, 14, 10, 0]","[0, 11, 12, 0, 0]","[10, 0, 10, 0, 12]","[11, 10, 0, 10, 11]","[10, 0, 10, 0, 0]","[10, 0, 0, 10, 0]","[10, 10, 11, 10, 0]","[10, 0, 11, 10, 10]","[13, 10, 10, 10, 0]","[11, 11, 10, 10, 0]","[11, 10, 12, 0, 11]","[11, 0, 13, 10, 0]","[12, 0, 10, 13, 12]","[0, 0, 11, 13, 10]","[15, 11, 12, 0, 11]","[0, 10, 0, 0, 13]"
