card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
7D,mediumlow,False,3,0,3,4,2,10
AD,veryhigh,False,2,3,5,1,0,10
9C,mediumHigh,False,2,2,5,1,0,9
3H,low,False,4,1,5,0,0,7
2S,low,True,1,0,5,0,-1,5
7S,mediumlow,False,6,2,5,0,1,10
QS,high,False,3,1,1,-1,1,4
9C,mediumHigh,True,1,1,4,5,1,10
6S,mediumlow,False,4,0,4,5,1,9
2H,low,True,3,3,0,8,0,10
KD,veryhigh,False,2,2,0,5,-1,5
TS,high,False,2,1,0,5,-1,4
KS,veryhigh,False,2,3,2,2,2,10
3H,low,True,4,2,2,2,2,9
KC,veryhigh,False,1,1,-2,1,1,2
KD,veryhigh,False,4,3,3,1,2,10
5H,low,False,3,2,3,1,2,9
6H,mediumlow,False,1,1,3,-1,2,6
3D,low,False,3,0,2,-1,2,4
AD,veryhigh,False,3,3,1,2,5,10
4D,low,False,2,2,1,2,5,9
JD,high,False,1,1,-2,1,4,3
JC,high,False,2,0,-2,1,4,2
KS,veryhigh,False,4,2,5,1,3,10
5D,low,False,2,1,5,1,3,9
5S,low,False,3,0,4,1,1,5
KS,veryhigh,False,2,2,3,3,3,10
TD,high,False,3,1,3,3,3,9
4D,low,False,2,0,3,3,3,8
9D,mediumHigh,False,3,3,2,1,5,10
3D,low,False,2,2,1,-1,3,4
8D,mediumHigh,False,2,1,5,2,3,10
8H,mediumHigh,False,3,1,6,1,3,10
TD,high,True,2,1,4,3,1,10
7H,mediumlow,False,3,0,4,3,1,9
JH,high,False,5,1,5,1,5,10
6D,mediumlow,False,3,0,5,1,4,8
TH,high,False,4,-1,4,1,3,5
AC,veryhigh,False,4,2,2,4,1,10
6H,mediumlow,True,2,1,2,4,1,9
3S,low,False,2,0,2,4,1,8
6C,mediumlow,False,2,-1,1,1,1,3
8S,mediumHigh,False,1,-2,1,1,1,2
5S,low,False,3,5,3,1,0,10
KC,veryhigh,True,3,4,2,-1,-1,5
8C,mediumHigh,True,2,3,2,-1,-1,4
QC,high,True,1,2,2,-2,-1,2
3H,low,True,4,3,3,1,1,10
TC,high,False,1,2,2,0,1,7
2D,low,False,1,1,0,0,1,4
QD,high,False,7,1,4,3,3,10
3C,low,False,6,0,3,5,3,10
5H,low,True,3,4,1,2,4,10
KH,veryhigh,True,2,3,0,1,1,4
JS,high,False,1,2,0,1,1,3
4H,low,False,3,3,1,3,4,10
6D,mediumlow,True,4,2,1,3,3,8
8D,mediumHigh,True,2,1,1,2,1,4
QH,high,False,2,0,1,2,1,3
