winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,158,73,121,122,1,"[13, 0, 0, 0]","[0, 12, 0, 12]","[0, 13, 11, 0]","[0, 12, 0, 11]","[0, 13, 0, 0]","[0, 0, 11, 11]","[11, 10, 0, 12]","[10, 10, 0, 12]","[10, 10, 0, 10]","[10, 10, 0, 11]","[10, 10, 12, 0]","[0, 10, 0, 11]","[11, 11, 0, 10]","[0, 12, 0, 0]","[10, 13, 12, 0]","[14, 12, 0, 10]","[10, 0, 0, 0]","[13, 0, 11, 11]","[0, 0, 16, 0]"
3,119,123,141,118,2,"[12, 12, 0, 12]","[11, 0, 0, 16]","[0, 0, 0, 15]","[10, 0, 0, 0]","[11, 0, 13, 11]","[11, 10, 12, 0]","[0, 10, 11, 12]","[0, 0, 10, 10]","[0, 0, 10, 10]","[10, 10, 10, 0]","[10, 11, 10, 0]","[10, 0, 10, 12]","[11, 11, 0, 10]","[0, 11, 12, 11]","[12, 11, 11, 0]","[10, 10, 14, 0]","[0, 12, 0, 0]","[0, 0, 0, 10]","[0, 11, 0, 12]"
3,131,135,164,133,3,"[13, 12, 0, 13]","[0, 11, 12, 0]","[13, 0, 0, 12]","[0, 0, 0, 0]","[13, 0, 10, 11]","[10, 11, 0, 13]","[11, 11, 0, 10]","[10, 10, 0, 0]","[10, 0, 10, 11]","[10, 10, 11, 0]","[12, 10, 10, 10]","[10, 0, 10, 11]","[10, 0, 0, 11]","[0, 10, 12, 11]","[0, 0, 10, 11]","[11, 11, 13, 0]","[0, 12, 12, 14]","[0, 12, 14, 12]","[0, 11, 11, 14]"
2,126,129,82,123,0,"[16, 12, 0, 0]","[0, 12, 15, 0]","[10, 0, 12, 15]","[10, 0, 12, 0]","[0, 12, 0, 0]","[0, 0, 0, 12]","[0, 0, 0, 0]","[11, 11, 10, 0]","[0, 0, 10, 10]","[11, 0, 10, 10]","[11, 10, 10, 0]","[11, 10, 0, 11]","[0, 0, 0, 0]","[11, 11, 0, 13]","[0, 0, 0, 11]","[11, 11, 12, 0]","[10, 12, 15, 0]","[11, 11, 13, 0]","[0, 14, 10, 0]"
2,122,139,112,88,1,"[0, 0, 15, 11]","[0, 0, 12, 0]","[0, 13, 12, 0]","[0, 12, 11, 11]","[12, 0, 10, 0]","[0, 10, 12, 11]","[12, 10, 11, 0]","[0, 10, 10, 12]","[10, 10, 11, 0]","[10, 11, 0, 10]","[10, 10, 11, 0]","[0, 0, 0, 11]","[11, 11, 0, 12]","[0, 13, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 10]","[0, 12, 10, 14]","[0, 0, 0, 0]","[13, 0, 14, 10]"
2,112,122,115,113,2,"[0, 11, 15, 14]","[13, 0, 0, 10]","[11, 0, 0, 12]","[0, 13, 0, 11]","[0, 12, 11, 0]","[10, 0, 10, 13]","[0, 0, 11, 0]","[11, 12, 10, 0]","[12, 10, 10, 0]","[10, 10, 10, 0]","[11, 0, 0, 0]","[12, 10, 10, 11]","[0, 0, 10, 0]","[0, 0, 0, 11]","[12, 0, 0, 10]","[11, 12, 0, 12]","[0, 10, 14, 11]","[0, 12, 0, 0]","[0, 0, 11, 0]"
1,136,113,91,98,3,"[0, 13, 0, 0]","[11, 0, 13, 0]","[0, 0, 13, 11]","[0, 12, 0, 0]","[10, 0, 13, 13]","[0, 0, 0, 0]","[0, 10, 0, 0]","[0, 12, 11, 10]","[10, 10, 10, 0]","[10, 0, 10, 10]","[10, 10, 10, 0]","[0, 0, 0, 10]","[11, 10, 12, 0]","[0, 12, 0, 10]","[0, 0, 0, 11]","[12, 12, 10, 0]","[0, 10, 0, 0]","[14, 12, 11, 0]","[10, 13, 0, 16]"
0,122,99,123,131,0,"[11, 12, 0, 0]","[11, 0, 12, 14]","[0, 0, 0, 0]","[0, 11, 0, 0]","[11, 0, 0, 11]","[0, 12, 10, 10]","[0, 0, 0, 10]","[10, 11, 11, 0]","[0, 10, 0, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[11, 11, 0, 10]","[0, 10, 0, 10]","[11, 11, 0, 0]","[0, 11, 11, 11]","[10, 13, 11, 0]","[10, 0, 11, 15]","[14, 0, 12, 0]","[12, 0, 0, 12]"
3,117,145,146,109,1,"[11, 0, 0, 0]","[0, 0, 0, 0]","[0, 12, 13, 11]","[12, 12, 10, 0]","[0, 0, 10, 13]","[0, 12, 11, 11]","[0, 0, 0, 11]","[12, 0, 11, 10]","[0, 11, 10, 10]","[10, 0, 10, 10]","[11, 10, 11, 0]","[0, 10, 0, 11]","[0, 11, 12, 10]","[10, 12, 0, 11]","[10, 15, 10, 0]","[10, 0, 13, 12]","[0, 12, 0, 0]","[10, 0, 11, 15]","[13, 0, 13, 11]"
0,128,140,135,181,2,"[12, 0, 11, 0]","[13, 12, 11, 0]","[14, 11, 12, 11]","[12, 10, 0, 12]","[13, 12, 10, 0]","[10, 11, 11, 13]","[0, 0, 11, 11]","[11, 10, 0, 11]","[10, 0, 11, 10]","[11, 10, 10, 0]","[10, 0, 10, 0]","[0, 11, 10, 0]","[12, 10, 0, 10]","[13, 0, 11, 11]","[0, 11, 12, 11]","[11, 0, 10, 12]","[14, 10, 0, 12]","[0, 0, 0, 11]","[15, 10, 0, 0]"
