card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
JC,high,False,3,2,4,3,0,10
2D,low,True,2,1,2,2,-2,4
2D,low,False,2,1,1,4,6,10
5S,low,False,4,0,1,2,4,5
KC,veryhigh,False,4,3,1,3,2,10
TD,high,True,2,2,1,2,2,8
JC,high,False,3,1,1,1,1,5
8H,mediumHigh,False,2,0,1,1,1,4
6S,mediumlow,False,3,2,2,4,1,10
7H,mediumlow,False,2,1,0,2,0,4
KS,veryhigh,False,2,3,2,3,1,10
8H,mediumHigh,True,2,2,2,3,1,9
4C,low,False,3,1,2,2,1,7
AS,veryhigh,False,2,3,2,3,1,10
4H,low,True,4,2,2,3,1,9
8H,mediumHigh,True,2,1,2,0,0,4
8C,mediumHigh,False,3,4,3,2,0,10
4C,low,False,2,3,2,-1,0,5
TS,high,True,3,3,4,2,0,10
TH,high,False,4,2,2,0,-1,4
AH,veryhigh,False,5,3,3,0,3,10
QS,high,False,2,2,3,0,3,9
6D,mediumlow,True,2,1,3,0,3,8
4H,low,False,4,0,3,-1,2,5
AH,veryhigh,False,4,3,2,2,5,10
AD,veryhigh,False,4,2,2,2,5,9
6H,mediumlow,False,3,1,2,2,5,8
2C,low,True,1,0,2,1,5,6
AD,veryhigh,False,3,2,4,1,4,10
2S,low,False,1,1,4,1,4,9
5D,low,False,2,0,4,1,2,6
3D,low,False,2,1,3,3,5,10
7H,mediumlow,False,3,0,3,3,4,8
TH,high,False,1,-1,2,0,3,2
6C,mediumlow,False,1,3,2,2,4,10
4H,low,True,3,2,2,1,4,8
5H,low,True,2,1,2,1,3,6
AH,veryhigh,False,4,5,3,0,3,10
KH,veryhigh,False,3,4,3,0,2,8
6H,mediumlow,False,2,3,3,0,2,7
8H,mediumHigh,False,1,2,0,0,1,2
KD,veryhigh,True,2,2,2,4,3,10
TC,high,False,4,1,2,4,3,9
3C,low,False,3,0,0,3,2,4
2C,low,False,5,1,3,1,7,10
2H,low,False,3,2,3,3,1,10
QD,high,True,4,1,3,2,1,8
4C,low,False,4,3,3,2,1,10
AD,veryhigh,False,4,2,2,1,1,7
AC,veryhigh,False,3,1,2,1,1,6
4D,low,False,3,0,2,1,1,5
KD,veryhigh,False,4,2,2,4,4,10
2H,low,False,1,1,2,4,4,9
5S,low,False,3,3,2,2,4,10
JS,high,False,2,2,-2,1,4,4
9S,mediumHigh,False,1,1,-2,1,3,2
TH,high,False,3,3,4,0,4,10
QD,high,True,2,2,4,-1,1,5
3D,low,True,1,1,4,-1,1,4
4C,low,False,1,0,4,-1,1,3
9C,mediumHigh,False,5,2,3,3,1,10
TS,high,False,3,1,3,3,1,9
5H,low,False,2,1,5,1,4,10
3C,low,False,3,0,4,0,3,6
AS,veryhigh,False,4,3,1,5,2,10
JS,high,False,3,2,1,5,2,9
KH,veryhigh,False,1,1,0,3,1,4
3D,low,False,1,0,0,3,1,3
4H,low,False,3,1,4,1,6,10
KH,veryhigh,True,4,4,1,2,4,10
QD,high,False,2,3,1,2,2,7
3S,low,False,3,2,1,2,2,6
6D,mediumlow,False,1,1,1,2,1,4
8H,mediumHigh,True,1,0,1,2,1,3
2S,low,False,2,-1,1,2,1,2
QC,high,False,3,5,1,3,0,10
QS,high,True,2,4,1,3,0,9
AH,veryhigh,False,1,3,1,3,0,8
AC,veryhigh,False,2,2,1,3,0,7
4C,low,False,1,1,1,3,0,6
QD,high,False,4,0,1,3,0,5
TD,high,False,3,-1,1,3,0,4
6D,mediumlow,False,3,1,5,0,5,10
QS,high,False,1,0,3,0,4,6
4C,low,False,2,0,5,2,5,10
2D,low,False,5,1,3,3,4,10
4D,low,False,2,0,1,1,2,3
2S,low,False,4,3,0,5,1,10
9H,mediumHigh,True,3,2,0,4,-1,6
JH,high,True,2,1,0,4,-1,5
4S,low,False,2,0,0,2,-1,2
2C,low,False,3,1,5,0,5,10
TS,high,False,1,0,3,-1,3,4
7S,mediumlow,False,2,2,3,5,1,10
QH,high,False,3,5,1,1,2,10
QD,high,True,3,4,1,1,0,7
7H,mediumlow,False,2,3,1,1,0,6
3D,low,True,4,2,3,1,3,10
5D,low,True,2,1,-1,0,3,4
KS,veryhigh,False,3,2,4,1,2,10
2S,low,False,2,1,2,0,2,6
3S,low,False,4,0,5,2,2,10
AS,veryhigh,False,4,3,2,5,1,10
QD,high,False,3,2,2,5,1,9
3D,low,False,2,1,2,5,1,8
5S,low,False,1,0,0,4,-1,2
6S,mediumlow,False,5,1,2,3,6,10
5D,low,False,1,0,1,3,4,6
6C,mediumlow,False,2,2,3,1,3,10
3H,low,True,2,1,2,-3,2,3
5H,low,True,1,0,2,-3,2,2
8H,mediumHigh,False,5,1,4,1,5,10
5H,low,False,3,0,1,1,4,5
8S,mediumHigh,True,3,4,2,0,5,10
3H,low,False,4,3,2,0,5,9
AC,veryhigh,False,2,2,2,-1,5,7
8H,mediumHigh,False,3,1,2,-1,4,5
6H,mediumlow,False,2,0,1,-2,4,2
6H,mediumlow,True,2,1,4,2,2,10
9D,mediumHigh,False,2,0,3,2,1,7
AS,veryhigh,False,5,2,3,2,4,10
4H,low,False,2,1,3,2,4,9
9C,mediumHigh,False,1,0,2,2,4,7
JS,high,False,4,-1,1,2,3,4
KD,veryhigh,True,3,4,3,3,1,10
2D,low,True,2,3,3,3,1,9
JS,high,False,1,2,3,2,1,7
AD,veryhigh,True,1,1,2,2,1,5
7C,mediumlow,False,3,0,2,2,1,4
KC,veryhigh,False,2,-1,2,2,1,3
6D,mediumlow,False,2,3,1,2,3,10
2S,low,True,3,2,1,0,2,6
JS,high,True,1,1,0,0,1,3
5H,low,False,2,0,0,0,1,2
4C,low,False,5,0,3,5,4,10
KS,veryhigh,False,3,3,2,3,1,10
JC,high,True,2,2,2,2,1,8
QS,high,False,1,1,2,0,1,5
8H,mediumHigh,False,1,0,2,0,1,4
AC,veryhigh,False,4,2,1,5,4,10
3H,low,False,3,1,1,5,4,9
8H,mediumHigh,False,2,0,1,5,3,7
KC,veryhigh,False,5,4,4,1,2,10
6C,mediumlow,False,2,3,2,0,0,4
AC,veryhigh,False,5,2,3,2,4,10
5C,low,False,4,1,3,2,4,9
8H,mediumHigh,True,1,0,3,1,2,5
4C,low,False,3,-1,3,1,2,4
5H,low,False,3,1,5,1,2,10
KH,veryhigh,True,3,3,3,2,1,10
JD,high,False,5,2,3,2,1,9
9C,mediumHigh,False,2,1,3,1,1,7
2H,low,True,1,0,3,0,0,4
8D,mediumHigh,False,2,6,0,1,4,10
JC,high,True,5,5,-2,1,4,7
KC,veryhigh,True,3,4,-2,1,2,4
QC,high,True,2,3,-2,1,2,3
4C,low,True,1,2,-2,1,2,2
7D,mediumlow,False,3,3,5,1,0,10
7C,mediumlow,False,2,2,2,1,-2,4
8C,mediumHigh,False,1,1,2,0,-2,2
6S,mediumlow,False,4,0,4,3,4,10
8H,mediumHigh,False,4,2,4,2,1,10
JH,high,False,1,1,2,-1,-1,2
AC,veryhigh,False,5,2,3,2,2,10
QS,high,False,3,1,3,2,2,9
9C,mediumHigh,False,4,0,3,2,2,8
6D,mediumlow,False,4,0,5,0,7,10
2C,low,False,4,3,2,2,2,10
AH,veryhigh,True,2,2,0,1,0,4
QC,high,False,2,1,0,1,0,3
5C,low,True,4,2,2,5,0,10
6H,mediumlow,False,4,3,4,2,0,10
8C,mediumHigh,False,3,2,2,1,0,6
JH,high,False,1,1,2,-1,0,3
3D,low,False,3,1,4,2,1,10
8H,mediumHigh,False,2,0,4,1,1,8
TC,high,False,1,4,2,1,2,10
8D,mediumHigh,True,3,3,2,0,2,8
TS,high,False,3,2,1,-1,1,4
2S,low,True,3,5,0,0,6,10
3H,low,False,5,4,0,0,5,8
AH,veryhigh,False,4,3,0,-1,5,6
QH,high,False,3,2,0,-1,5,5
