card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
TC,high,False,3,2,2,4,1,10
6S,mediumlow,False,3,1,2,4,1,9
7H,mediumlow,False,1,0,2,4,0,7
AC,veryhigh,False,1,-1,2,2,-2,2
TC,high,False,3,2,3,3,0,10
9D,mediumHigh,False,1,1,1,1,-1,4
2H,low,True,1,0,0,1,-1,2
AS,veryhigh,False,3,1,2,4,5,10
2S,low,False,2,0,2,4,5,9
TS,high,False,1,-1,1,4,4,6
2H,low,False,2,1,4,4,3,10
JC,high,False,2,0,4,3,2,7
TC,high,False,1,-1,3,3,0,3
KD,veryhigh,False,2,5,1,2,1,10
6S,mediumlow,False,2,4,1,2,1,9
9C,mediumHigh,True,3,3,1,1,1,7
TH,high,False,2,2,1,0,0,4
7D,mediumlow,False,1,1,1,0,0,3
7D,mediumlow,False,3,0,4,4,1,10
QC,high,False,1,-1,4,1,-2,3
2D,low,False,1,-2,4,1,-2,2
6D,mediumlow,False,3,1,4,2,2,10
6C,mediumlow,False,4,0,3,1,2,7
QD,high,False,1,-1,3,1,1,5
7D,mediumlow,True,4,3,5,1,0,10
9H,mediumHigh,False,2,2,4,1,0,8
6H,mediumlow,False,1,1,4,1,0,7
5D,low,True,1,0,2,0,0,3
AH,veryhigh,False,2,6,0,1,2,10
AD,veryhigh,True,6,5,0,1,2,9
8D,mediumHigh,True,5,4,0,1,2,8
2C,low,False,1,3,0,1,2,7
2H,low,False,1,2,-1,1,2,5
TD,high,True,3,1,-1,0,2,3
7D,mediumlow,True,2,0,-1,0,2,2
TD,high,False,3,4,2,2,3,10
JH,high,False,4,3,1,2,3,8
AH,veryhigh,False,3,2,1,2,3,7
4C,low,True,2,1,1,2,3,6
3H,low,False,2,0,0,2,2,3
4S,low,False,3,1,3,5,2,10
5C,low,True,3,1,4,1,3,10
8S,mediumHigh,False,3,0,2,1,3,7
4H,low,False,3,1,5,1,4,10
4C,low,True,2,0,3,1,3,6
AH,veryhigh,False,5,3,1,5,2,10
QH,high,False,4,2,1,5,2,9
4S,low,True,2,1,1,5,2,8
8D,mediumHigh,False,2,0,0,4,0,3
KD,veryhigh,False,2,1,4,1,6,10
3S,low,False,5,0,4,1,6,9
5C,low,False,4,1,2,2,6,10
9D,mediumHigh,False,3,0,2,2,5,8
TC,high,False,3,-1,2,2,4,6
7C,mediumlow,False,2,-2,2,2,4,5
3C,low,False,5,2,1,3,3,10
9C,mediumHigh,False,4,1,1,3,2,8
6S,mediumlow,False,3,0,1,3,1,6
JH,high,True,2,1,3,1,7,10
7D,mediumlow,False,2,0,2,1,6,7
6H,mediumlow,False,4,2,6,0,0,10
AD,veryhigh,False,2,1,5,0,0,8
6C,mediumlow,False,2,0,5,0,0,7
9H,mediumHigh,False,3,-1,4,0,0,5
4C,low,False,4,1,4,3,3,10
5C,low,False,3,0,4,1,-1,3
6C,mediumlow,False,2,2,3,3,3,10
2D,low,False,1,1,3,3,3,9
6S,mediumlow,False,1,0,2,3,1,5
5H,low,True,3,-1,2,3,0,3
AC,veryhigh,True,4,4,3,0,5,10
9S,mediumHigh,False,3,3,3,0,5,9
2C,low,True,3,2,3,0,4,7
4S,low,False,1,1,2,0,2,3
KH,veryhigh,False,4,2,1,2,4,10
3C,low,False,3,1,1,2,4,9
4D,low,True,1,0,1,2,0,4
6H,mediumlow,False,3,1,4,2,4,10
6S,mediumlow,False,3,0,3,2,3,7
QS,high,True,1,2,2,6,1,10
TC,high,False,2,1,2,5,1,8
AS,veryhigh,False,4,2,2,4,4,10
AD,veryhigh,False,3,1,2,4,4,9
7H,mediumlow,False,3,0,2,4,4,8
KS,veryhigh,False,2,2,3,2,4,10
2D,low,False,5,1,3,0,3,6
3D,low,False,3,0,2,0,2,3
KC,veryhigh,True,3,4,2,4,1,10
5D,low,False,3,3,2,4,1,9
2H,low,False,1,2,2,4,0,7
6C,mediumlow,True,2,1,2,3,0,5
KD,veryhigh,False,5,1,1,5,2,10
2D,low,False,4,0,1,5,2,9
8D,mediumHigh,False,3,-1,1,3,1,5
AS,veryhigh,True,3,3,1,3,5,10
TH,high,False,3,2,1,3,5,9
8C,mediumHigh,False,3,1,1,3,2,5
JS,high,True,1,0,1,2,1,2
AH,veryhigh,False,3,4,1,1,5,10
AD,veryhigh,False,3,3,1,1,5,9
KD,veryhigh,False,2,2,1,1,5,8
9D,mediumHigh,False,1,1,0,1,4,5
2S,low,True,3,3,1,2,6,10
AC,veryhigh,False,2,2,1,2,4,7
AS,veryhigh,True,1,1,1,2,4,6
2C,low,False,1,0,1,2,4,5
JS,high,False,4,4,2,2,1,10
8H,mediumHigh,False,1,3,2,2,1,9
5C,low,True,3,2,1,1,1,6
AC,veryhigh,True,1,1,0,1,1,4
8S,mediumHigh,False,3,0,0,1,1,3
9S,mediumHigh,False,2,-1,0,1,1,2
AS,veryhigh,True,3,3,0,3,5,10
4H,low,False,4,2,0,3,5,9
6C,mediumlow,False,1,1,0,3,4,7
7S,mediumlow,True,1,0,0,3,4,6
JH,high,False,3,-1,0,3,4,5
7S,mediumlow,True,2,1,2,3,6,10
5C,low,False,3,0,2,3,5,8
AS,veryhigh,False,4,2,3,2,4,10
JD,high,False,4,1,3,2,4,9
9S,mediumHigh,False,3,0,3,2,4,8
4S,low,False,2,1,1,6,1,10
2C,low,False,2,0,1,3,-1,4
3S,low,False,3,2,3,5,1,10
7S,mediumlow,False,1,1,1,4,-3,2
9D,mediumHigh,False,2,1,4,6,1,10
8C,mediumHigh,True,2,0,3,5,1,7
8D,mediumHigh,False,3,3,3,3,2,10
5H,low,False,2,2,2,2,2,7
3C,low,True,2,1,1,2,2,5
4D,low,False,2,0,1,2,1,3
TS,high,False,3,2,4,3,2,10
KD,veryhigh,False,2,1,2,1,1,4
8H,mediumHigh,False,1,0,2,0,1,2
8C,mediumHigh,False,2,1,4,3,1,10
7H,mediumlow,False,3,0,3,3,0,7
6D,mediumlow,False,1,-1,3,1,-1,3
8C,mediumHigh,False,2,0,3,6,2,10
6S,mediumlow,False,2,-1,3,5,0,6
QH,high,False,3,2,4,4,1,10
JH,high,False,2,1,4,3,0,7
2S,low,False,4,0,4,2,0,5
2C,low,False,4,2,3,2,4,10
AH,veryhigh,False,2,1,1,2,2,5
