winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,84,137,148,91,3,"[0, 0, 13, 0]","[0, 11, 12, 14]","[12, 0, 0, 11]","[13, 0, 0, 11]","[0, 12, 11, 0]","[0, 0, 0, 10]","[11, 0, 12, 10]","[11, 10, 0, 10]","[12, 10, 10, 0]","[0, 11, 10, 10]","[10, 0, 11, 10]","[0, 10, 0, 10]","[0, 10, 12, 11]","[0, 10, 0, 0]","[0, 0, 11, 0]","[11, 0, 13, 12]","[0, 0, 11, 14]","[11, 0, 0, 0]","[0, 0, 11, 15]"
1,131,92,123,98,0,"[12, 0, 12, 0]","[0, 12, 0, 0]","[0, 11, 0, 0]","[0, 12, 0, 0]","[10, 10, 0, 0]","[12, 11, 0, 10]","[10, 0, 10, 0]","[10, 11, 0, 12]","[0, 10, 11, 11]","[0, 10, 10, 10]","[10, 11, 0, 10]","[10, 0, 10, 11]","[0, 10, 11, 12]","[0, 11, 14, 10]","[11, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 12]","[13, 0, 14, 11]","[0, 12, 0, 14]"
1,140,108,120,136,1,"[13, 0, 0, 12]","[11, 16, 12, 0]","[0, 11, 0, 0]","[0, 11, 0, 0]","[0, 0, 10, 11]","[12, 10, 11, 0]","[11, 12, 11, 0]","[11, 11, 0, 10]","[10, 0, 0, 10]","[10, 10, 0, 10]","[10, 11, 11, 0]","[0, 11, 10, 12]","[0, 0, 11, 11]","[11, 0, 11, 10]","[13, 0, 11, 11]","[13, 0, 0, 10]","[11, 12, 0, 0]","[0, 11, 0, 13]","[0, 14, 10, 0]"
2,76,125,105,122,2,"[12, 0, 0, 0]","[11, 0, 0, 12]","[0, 0, 11, 0]","[0, 0, 13, 0]","[12, 10, 0, 11]","[10, 12, 0, 10]","[0, 0, 0, 0]","[10, 0, 10, 0]","[10, 0, 11, 10]","[0, 10, 10, 10]","[10, 0, 10, 0]","[0, 0, 0, 10]","[13, 10, 0, 11]","[0, 11, 11, 10]","[0, 10, 14, 0]","[11, 0, 11, 11]","[0, 0, 0, 10]","[12, 13, 12, 0]","[11, 0, 12, 0]"
1,143,99,130,117,3,"[13, 12, 0, 0]","[0, 10, 0, 13]","[12, 0, 12, 11]","[0, 13, 13, 10]","[13, 0, 10, 11]","[0, 0, 0, 11]","[10, 0, 11, 10]","[10, 10, 0, 0]","[0, 11, 11, 10]","[0, 10, 10, 11]","[10, 0, 0, 10]","[0, 10, 10, 0]","[0, 11, 11, 10]","[0, 10, 0, 0]","[13, 12, 0, 11]","[12, 11, 0, 12]","[12, 10, 0, 0]","[0, 0, 0, 0]","[12, 13, 11, 0]"
1,122,99,111,99,0,"[0, 11, 0, 0]","[0, 0, 0, 10]","[11, 0, 11, 11]","[12, 12, 0, 11]","[10, 10, 0, 12]","[0, 0, 14, 0]","[10, 11, 10, 0]","[0, 10, 10, 10]","[11, 0, 10, 11]","[10, 0, 11, 10]","[11, 10, 11, 0]","[0, 0, 12, 0]","[0, 12, 10, 11]","[0, 12, 0, 0]","[0, 0, 0, 0]","[0, 10, 0, 0]","[0, 0, 0, 0]","[12, 11, 0, 11]","[12, 13, 0, 14]"
3,79,107,123,105,1,"[0, 0, 0, 0]","[0, 0, 0, 11]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 12, 0]","[0, 10, 0, 12]","[0, 10, 0, 0]","[0, 11, 11, 10]","[12, 0, 10, 10]","[11, 10, 0, 10]","[10, 0, 10, 10]","[0, 0, 10, 13]","[11, 0, 10, 12]","[11, 0, 0, 12]","[11, 12, 11, 0]","[12, 0, 10, 12]","[0, 0, 10, 0]","[13, 14, 0, 11]","[14, 12, 13, 0]"
1,171,129,124,76,2,"[0, 14, 0, 0]","[0, 14, 12, 12]","[0, 11, 11, 0]","[0, 11, 0, 0]","[10, 0, 0, 13]","[0, 10, 11, 11]","[0, 10, 0, 10]","[11, 10, 0, 11]","[10, 10, 10, 0]","[10, 0, 11, 10]","[0, 11, 10, 11]","[11, 0, 10, 12]","[0, 0, 12, 10]","[0, 10, 10, 13]","[0, 14, 10, 11]","[12, 12, 12, 0]","[0, 10, 10, 0]","[0, 12, 0, 0]","[12, 12, 0, 0]"
3,109,136,146,86,3,"[13, 0, 10, 0]","[11, 13, 0, 11]","[0, 0, 0, 11]","[0, 11, 13, 0]","[0, 13, 12, 11]","[0, 13, 11, 10]","[10, 0, 12, 10]","[10, 0, 13, 10]","[10, 0, 11, 11]","[10, 0, 10, 10]","[0, 12, 10, 10]","[0, 0, 0, 10]","[12, 11, 11, 0]","[0, 12, 0, 0]","[10, 0, 0, 11]","[0, 0, 0, 10]","[0, 11, 0, 10]","[0, 13, 11, 11]","[0, 0, 12, 0]"
2,108,143,120,113,0,"[0, 0, 12, 0]","[0, 13, 11, 11]","[0, 10, 10, 13]","[0, 0, 0, 10]","[0, 0, 0, 10]","[0, 10, 0, 13]","[12, 0, 12, 10]","[10, 0, 10, 10]","[12, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 10, 10]","[10, 10, 12, 0]","[13, 0, 0, 11]","[12, 12, 10, 0]","[0, 11, 0, 0]","[12, 0, 13, 11]","[0, 12, 12, 11]","[11, 0, 11, 0]","[10, 0, 0, 0]"
0,141,119,101,156,1,"[10, 0, 0, 0]","[12, 11, 12, 0]","[10, 0, 15, 10]","[15, 11, 0, 0]","[13, 11, 11, 0]","[11, 11, 0, 11]","[12, 10, 0, 12]","[10, 10, 11, 0]","[10, 11, 0, 11]","[10, 11, 0, 10]","[11, 10, 11, 0]","[10, 0, 11, 10]","[11, 12, 10, 0]","[0, 0, 0, 12]","[0, 11, 12, 12]","[0, 11, 0, 0]","[11, 0, 13, 0]","[0, 11, 0, 13]","[0, 0, 13, 0]"
1,160,88,126,121,2,"[14, 0, 13, 12]","[0, 12, 11, 13]","[0, 12, 0, 0]","[10, 0, 0, 12]","[0, 0, 11, 10]","[10, 14, 0, 10]","[10, 10, 0, 11]","[11, 11, 0, 0]","[10, 0, 0, 0]","[10, 11, 10, 0]","[11, 11, 10, 0]","[10, 10, 0, 11]","[0, 11, 10, 10]","[0, 11, 0, 0]","[0, 11, 12, 13]","[12, 0, 11, 10]","[13, 11, 0, 14]","[0, 13, 0, 0]","[0, 12, 0, 0]"
3,140,87,159,158,3,"[12, 0, 11, 14]","[12, 13, 0, 14]","[0, 13, 11, 11]","[12, 13, 0, 11]","[0, 11, 0, 0]","[0, 0, 10, 13]","[10, 13, 0, 11]","[0, 11, 0, 10]","[10, 11, 0, 11]","[10, 0, 10, 10]","[10, 0, 0, 10]","[11, 0, 12, 0]","[0, 10, 11, 12]","[10, 12, 0, 10]","[13, 0, 11, 11]","[12, 11, 11, 0]","[12, 0, 0, 0]","[11, 12, 0, 11]","[13, 10, 0, 0]"
3,137,130,163,110,0,"[11, 13, 0, 12]","[11, 0, 0, 0]","[0, 0, 0, 11]","[11, 0, 11, 14]","[0, 11, 12, 12]","[0, 11, 12, 11]","[0, 10, 10, 11]","[10, 10, 0, 10]","[0, 10, 10, 0]","[10, 0, 11, 10]","[11, 10, 10, 0]","[11, 0, 10, 11]","[0, 0, 12, 11]","[10, 12, 11, 0]","[0, 13, 10, 12]","[12, 13, 11, 0]","[0, 0, 0, 12]","[13, 12, 0, 12]","[0, 12, 0, 14]"
1,163,91,126,103,1,"[0, 12, 12, 0]","[0, 10, 11, 13]","[0, 11, 0, 12]","[14, 10, 0, 0]","[12, 0, 12, 0]","[10, 0, 0, 0]","[0, 10, 0, 0]","[10, 0, 10, 10]","[10, 11, 0, 10]","[11, 10, 0, 10]","[0, 11, 0, 10]","[0, 10, 10, 12]","[12, 0, 11, 10]","[0, 11, 0, 0]","[0, 11, 11, 0]","[12, 11, 0, 12]","[0, 11, 0, 14]","[12, 13, 0, 13]","[0, 11, 14, 0]"
3,129,109,130,85,2,"[12, 15, 0, 12]","[0, 13, 0, 10]","[10, 13, 0, 0]","[0, 0, 11, 0]","[0, 0, 11, 0]","[0, 12, 12, 11]","[10, 0, 13, 10]","[0, 10, 10, 11]","[0, 0, 10, 0]","[11, 10, 10, 0]","[0, 10, 10, 11]","[10, 0, 0, 10]","[11, 0, 10, 10]","[0, 0, 0, 11]","[0, 12, 0, 0]","[11, 11, 0, 11]","[0, 11, 0, 11]","[0, 12, 12, 12]","[10, 0, 0, 0]"
0,120,81,101,129,3,"[0, 0, 14, 0]","[10, 0, 12, 0]","[0, 0, 0, 0]","[0, 11, 10, 13]","[0, 12, 0, 10]","[10, 11, 14, 0]","[10, 0, 0, 0]","[0, 10, 0, 11]","[12, 10, 10, 0]","[10, 11, 0, 10]","[11, 11, 0, 10]","[11, 10, 11, 0]","[10, 0, 0, 0]","[12, 0, 10, 0]","[11, 10, 0, 10]","[10, 0, 0, 11]","[12, 13, 0, 11]","[0, 0, 0, 0]","[0, 11, 0, 15]"
2,121,133,103,94,0,"[0, 0, 12, 0]","[0, 13, 10, 15]","[0, 10, 11, 13]","[0, 0, 12, 0]","[10, 12, 0, 10]","[0, 10, 0, 10]","[11, 0, 0, 10]","[10, 10, 10, 0]","[0, 10, 11, 11]","[10, 0, 11, 10]","[11, 10, 11, 0]","[11, 10, 11, 0]","[0, 12, 10, 12]","[10, 0, 0, 0]","[10, 0, 0, 0]","[0, 10, 0, 0]","[11, 0, 0, 0]","[0, 0, 12, 0]","[0, 14, 12, 12]"
