gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer
0,0,10,500,3,True,1000,True,13,3,3,1
0,1,10,500,3,False,0,True,0,3,2,1
0,2,10,500,3,False,0,True,14,4,4,1
1,0,10,500,3,True,1000,True,0,4,6,0
1,1,10,500,3,False,0,True,12,2,2,0
1,2,10,500,3,False,0,True,0,4,3,0
2,0,10,500,3,True,1000,True,12,2,2,0
2,1,10,500,3,False,0,True,0,3,1,0
2,2,10,500,3,False,0,True,15,5,5,0
3,0,10,500,3,True,1000,True,0,1,2,0
3,1,10,500,3,False,0,True,0,3,2,0
3,2,10,500,3,False,0,True,0,6,5,0
4,0,10,500,3,True,1000,True,0,4,3,0
4,1,10,500,3,False,0,True,0,1,2,0
4,2,10,500,3,False,0,True,0,5,6,0
5,0,10,500,3,True,1000,True,0,4,3,2
5,1,10,500,3,False,0,True,0,5,4,2
5,2,10,500,3,False,0,True,0,1,2,2
6,0,10,500,3,True,1000,True,12,2,2,2
6,1,10,500,3,False,0,True,0,6,5,2
6,2,10,500,3,False,0,True,12,2,2,2
7,0,10,500,3,True,1000,True,15,5,5,1
7,1,10,500,3,False,0,True,0,2,6,1
7,2,10,500,3,False,0,True,0,3,1,1
8,0,10,500,3,True,1000,True,0,2,3,0
8,1,10,500,3,False,0,True,0,2,3,0
8,2,10,500,3,False,0,True,0,6,3,0
9,0,10,500,3,True,1000,True,0,6,7,1
9,1,10,500,3,False,0,True,0,3,2,1
9,2,10,500,3,False,0,True,0,1,0,1
10,0,10,500,3,True,1000,True,0,2,4,2
10,1,10,500,3,False,0,True,0,7,5,2
10,2,10,500,3,False,0,True,0,1,0,2
11,0,10,500,3,True,1000,True,0,5,2,1
11,1,10,500,3,False,0,True,0,3,7,1
11,2,10,500,3,False,0,True,12,2,2,1
12,0,10,500,3,True,1000,True,10,0,0,1
12,1,10,500,3,False,0,True,0,4,8,1
12,2,10,500,3,False,0,True,0,6,3,1
13,0,10,500,3,True,1000,True,10,0,0,1
13,1,10,500,3,False,0,True,0,3,5,1
