winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
3,112,141,179,123,1,"[10, 11, 13, 0]","[11, 0, 14, 11]","[13, 12, 0, 12]","[0, 11, 12, 14]","[0, 0, 11, 0]","[0, 0, 0, 11]","[0, 0, 0, 0]","[0, 0, 10, 10]","[11, 10, 0, 10]","[11, 10, 0, 10]","[11, 10, 11, 10]","[10, 0, 12, 10]","[10, 0, 10, 12]","[10, 11, 0, 13]","[0, 0, 12, 10]","[0, 12, 11, 12]","[14, 0, 14, 10]","[0, 11, 11, 14]","[12, 14, 0, 10]"
1,146,143,128,122,2,"[13, 11, 0, 14]","[0, 0, 0, 13]","[12, 13, 0, 13]","[0, 11, 0, 12]","[11, 0, 10, 11]","[10, 12, 11, 0]","[13, 10, 11, 0]","[0, 0, 10, 0]","[10, 11, 10, 11]","[0, 10, 10, 10]","[10, 10, 0, 11]","[10, 0, 10, 0]","[12, 10, 0, 0]","[11, 0, 10, 11]","[0, 11, 11, 12]","[0, 13, 12, 0]","[0, 13, 10, 0]","[0, 11, 13, 0]","[10, 0, 15, 10]"
3,139,120,158,135,3,"[11, 0, 11, 16]","[0, 0, 11, 16]","[10, 0, 12, 13]","[11, 13, 0, 12]","[11, 11, 0, 12]","[11, 13, 0, 0]","[11, 0, 11, 0]","[0, 10, 10, 11]","[0, 10, 10, 11]","[0, 10, 11, 10]","[11, 10, 10, 0]","[10, 0, 11, 10]","[11, 0, 0, 0]","[0, 10, 0, 10]","[10, 0, 11, 13]","[0, 12, 0, 0]","[12, 11, 0, 13]","[16, 13, 0, 0]","[0, 16, 12, 11]"
1,149,111,139,133,0,"[11, 13, 13, 0]","[0, 10, 0, 15]","[0, 13, 0, 11]","[10, 13, 0, 12]","[11, 0, 12, 11]","[10, 13, 0, 10]","[10, 12, 0, 11]","[10, 0, 10, 0]","[0, 0, 11, 10]","[0, 11, 10, 10]","[11, 10, 11, 0]","[10, 0, 10, 0]","[12, 11, 0, 10]","[0, 10, 0, 0]","[13, 11, 11, 0]","[11, 11, 0, 0]","[0, 11, 11, 15]","[14, 0, 12, 11]","[0, 0, 0, 13]"
0,126,146,146,151,1,"[12, 0, 12, 13]","[14, 11, 0, 11]","[12, 11, 11, 0]","[0, 13, 0, 0]","[11, 0, 0, 11]","[13, 0, 11, 11]","[10, 0, 0, 0]","[0, 12, 11, 10]","[0, 10, 10, 10]","[10, 0, 10, 10]","[11, 11, 10, 0]","[0, 10, 13, 10]","[0, 11, 12, 10]","[10, 11, 11, 0]","[11, 0, 0, 0]","[12, 0, 12, 12]","[0, 14, 11, 12]","[12, 12, 0, 13]","[13, 0, 12, 13]"
2,95,171,158,134,2,"[12, 0, 0, 0]","[11, 0, 13, 12]","[0, 13, 11, 12]","[12, 0, 0, 11]","[0, 10, 12, 12]","[0, 10, 13, 10]","[10, 10, 11, 0]","[10, 0, 11, 10]","[10, 0, 12, 10]","[11, 10, 10, 0]","[0, 10, 11, 11]","[10, 0, 11, 11]","[12, 10, 0, 12]","[10, 0, 10, 0]","[13, 0, 11, 12]","[0, 0, 12, 12]","[13, 0, 10, 12]","[0, 10, 0, 11]","[0, 12, 13, 0]"
1,173,121,145,121,3,"[0, 12, 0, 0]","[11, 0, 11, 13]","[0, 13, 0, 0]","[0, 11, 0, 0]","[11, 11, 0, 12]","[10, 13, 0, 10]","[12, 0, 10, 11]","[11, 11, 0, 10]","[10, 0, 10, 11]","[0, 11, 10, 10]","[11, 11, 10, 10]","[10, 10, 10, 0]","[0, 11, 10, 12]","[12, 11, 11, 0]","[10, 0, 13, 12]","[0, 10, 0, 0]","[13, 12, 0, 11]","[0, 12, 15, 10]","[0, 14, 11, 13]"
3,124,89,160,127,0,"[14, 0, 14, 12]","[11, 0, 0, 12]","[11, 12, 0, 12]","[13, 11, 0, 11]","[0, 13, 0, 10]","[12, 11, 0, 11]","[0, 0, 10, 0]","[0, 10, 10, 0]","[11, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 0, 0]","[10, 0, 10, 10]","[0, 11, 0, 10]","[11, 0, 11, 0]","[0, 14, 11, 0]","[0, 0, 0, 13]","[0, 12, 13, 11]","[14, 10, 0, 13]","[10, 0, 0, 15]"
0,108,150,121,152,1,"[0, 0, 12, 0]","[13, 0, 0, 12]","[12, 0, 13, 0]","[11, 0, 11, 12]","[13, 0, 11, 10]","[0, 10, 0, 11]","[0, 10, 0, 11]","[0, 10, 11, 11]","[10, 0, 11, 10]","[11, 10, 0, 10]","[10, 10, 12, 0]","[12, 11, 10, 0]","[11, 13, 10, 0]","[0, 11, 13, 10]","[11, 12, 12, 0]","[0, 11, 13, 11]","[14, 0, 11, 13]","[12, 0, 0, 0]","[12, 0, 0, 0]"
1,177,129,130,118,2,"[16, 10, 0, 13]","[0, 0, 0, 13]","[11, 14, 0, 11]","[0, 13, 13, 10]","[11, 12, 10, 0]","[12, 12, 0, 10]","[11, 10, 0, 10]","[10, 0, 10, 0]","[0, 10, 10, 10]","[10, 11, 10, 0]","[0, 11, 10, 10]","[0, 12, 10, 10]","[0, 0, 0, 11]","[0, 10, 11, 10]","[13, 10, 0, 0]","[12, 0, 12, 12]","[12, 14, 12, 0]","[0, 14, 11, 0]","[0, 14, 10, 0]"
