card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
QC,high,False,2,3,2,2,4,10
5H,low,False,4,2,2,2,3,8
6S,mediumlow,True,2,1,0,1,2,3
9S,mediumHigh,False,1,2,4,3,0,10
9D,mediumHigh,False,2,1,3,1,0,6
AH,veryhigh,False,5,3,2,3,1,10
8C,mediumHigh,False,2,2,2,3,1,9
TD,high,True,2,1,2,2,1,7
KD,veryhigh,True,1,0,2,2,1,6
TS,high,False,1,-1,2,2,1,5
6H,mediumlow,False,3,-2,2,2,1,4
8C,mediumHigh,True,3,3,0,5,1,10
9S,mediumHigh,False,3,2,0,5,0,8
7S,mediumlow,False,2,1,0,2,0,4
8S,mediumHigh,False,1,0,0,2,0,3
AC,veryhigh,False,2,3,4,2,0,10
JS,high,True,1,2,1,2,0,6
JH,high,False,1,1,1,2,0,5
3D,low,False,3,0,1,2,0,4
9S,mediumHigh,True,4,3,3,2,1,10
JS,high,True,2,2,1,2,0,6
8H,mediumHigh,False,1,1,1,2,0,5
KS,veryhigh,True,1,0,1,2,0,4
5D,low,False,3,-1,1,2,0,3
7C,mediumlow,False,4,2,2,4,1,10
AC,veryhigh,False,2,1,1,3,0,6
5S,low,False,1,0,0,3,0,4
7H,mediumlow,False,2,1,3,3,4,10
6S,mediumlow,True,2,0,3,3,1,6
AH,veryhigh,False,4,4,2,5,0,10
AC,veryhigh,False,2,3,2,5,0,9
JC,high,False,1,2,2,5,0,8
7H,mediumlow,False,2,0,4,2,6,10
5C,low,False,4,-1,3,2,6,8
3C,low,False,5,0,4,4,1,10
2C,low,False,3,-1,3,3,1,7
AD,veryhigh,False,5,2,4,0,5,10
8C,mediumHigh,False,4,1,4,0,5,9
6D,mediumlow,False,4,0,4,-1,5,7
AS,veryhigh,False,3,4,4,1,0,10
KS,veryhigh,False,2,3,4,1,0,9
5S,low,False,1,2,4,1,0,8
2H,low,True,3,1,2,1,0,5
7H,mediumlow,True,3,2,2,5,0,10
KH,veryhigh,True,2,1,0,3,-2,3
AH,veryhigh,True,1,0,0,3,-2,2
9S,mediumHigh,False,2,0,5,6,0,10
9H,mediumHigh,False,3,-1,5,6,0,9
AS,veryhigh,False,5,1,2,3,5,10
5S,low,False,4,0,2,3,5,9
2C,low,False,2,-1,0,3,5,6
TH,high,False,3,2,3,3,1,10
AH,veryhigh,False,2,1,3,2,1,8
5S,low,True,2,0,3,2,1,7
AS,veryhigh,False,1,6,1,2,0,10
6D,mediumlow,True,6,5,1,2,0,9
JD,high,True,4,4,-1,2,-1,5
AD,veryhigh,True,3,3,-1,2,-1,4
5C,low,False,1,2,-1,2,-1,3
7H,mediumlow,True,3,2,2,3,4,10
6H,mediumlow,True,2,1,2,2,4,8
6S,mediumlow,False,3,0,2,2,3,6
AC,veryhigh,False,3,2,2,4,3,10
TD,high,False,3,1,2,4,3,9
6D,mediumlow,False,4,4,2,2,0,10
TD,high,False,2,3,1,1,0,7
9C,mediumHigh,False,2,2,0,1,0,5
AC,veryhigh,False,3,2,1,5,3,10
4D,low,False,3,1,1,5,3,9
TC,high,False,1,0,0,2,2,3
5S,low,False,2,-1,0,2,2,2
KD,veryhigh,False,4,5,1,2,3,10
8D,mediumHigh,False,3,4,1,2,3,9
AS,veryhigh,True,4,3,1,1,3,7
TS,high,True,3,2,1,1,3,6
QD,high,False,3,1,4,3,1,10
2C,low,True,2,0,4,3,1,9
QC,high,False,4,3,5,0,1,10
JS,high,True,2,2,2,-1,-2,2
AS,veryhigh,False,4,4,2,2,0,10
JS,high,False,3,3,2,2,0,9
TC,high,True,2,2,1,2,-1,6
TS,high,False,2,1,0,2,-2,3
7S,mediumlow,False,1,0,0,2,-2,2
9C,mediumHigh,False,3,2,2,4,1,10
5S,low,True,2,1,0,0,0,2
AC,veryhigh,True,4,4,2,1,2,10
4C,low,True,3,3,2,1,2,9
2H,low,False,1,2,0,-1,1,3
KH,veryhigh,False,3,1,4,3,3,10
4D,low,True,5,4,2,1,2,10
6D,mediumlow,True,4,3,0,1,2,7
6H,mediumlow,False,1,2,-2,0,2,3
KD,veryhigh,False,5,2,0,8,1,10
AD,veryhigh,False,3,1,0,4,0,4
5C,low,False,1,0,0,4,0,3
7S,mediumlow,True,4,2,1,3,6,10
8S,mediumHigh,True,2,1,1,3,5,8
AC,veryhigh,False,3,3,6,1,1,10
6D,mediumlow,False,3,2,6,1,1,9
9C,mediumHigh,False,2,1,5,0,1,6
JH,high,True,2,3,1,2,3,10
3S,low,False,3,2,1,2,3,9
JD,high,False,2,1,-1,2,1,4
JC,high,False,2,0,-1,2,1,3
AH,veryhigh,False,5,2,3,3,1,10
QH,high,False,3,1,2,0,0,4
2D,low,False,1,0,2,0,0,3
KC,veryhigh,False,4,5,3,1,0,10
AC,veryhigh,False,3,4,3,1,0,9
QC,high,False,2,3,3,1,0,8
3D,low,False,2,2,2,1,-1,5
3C,low,False,1,1,2,0,-1,3
2C,low,False,2,3,2,2,2,10
TC,high,False,1,2,1,2,2,8
KS,veryhigh,False,2,1,1,2,1,6
2H,low,False,4,0,1,2,1,5
5S,low,False,1,3,1,2,3,10
9H,mediumHigh,True,4,2,0,2,3,8
6H,mediumlow,True,3,1,0,2,3,7
KC,veryhigh,False,2,0,-1,1,3,4
TC,high,False,1,-1,-1,1,3,3
AH,veryhigh,False,1,4,0,4,1,10
KS,veryhigh,False,4,3,0,4,1,9
7S,mediumlow,False,3,2,0,4,1,8
3D,low,True,2,1,0,0,0,2
3S,low,False,3,0,3,3,3,10
2S,low,False,3,2,3,2,1,10
JH,high,True,3,1,3,1,-1,6
JD,high,False,1,0,3,1,-1,5
JC,high,False,2,-1,3,1,-1,4
KS,veryhigh,False,3,3,3,2,1,10
4C,low,True,4,2,3,2,1,9
2C,low,True,2,1,1,1,-2,2
4S,low,False,2,1,3,5,0,10
8C,mediumHigh,True,3,2,4,3,0,10
7S,mediumlow,False,3,1,3,2,-1,6
AC,veryhigh,True,1,0,3,0,-1,3
JD,high,False,1,-1,3,0,-1,2
JD,high,False,4,1,4,3,3,10
2D,low,False,3,0,4,3,3,9
7C,mediumlow,False,4,-1,3,3,3,7
5C,low,False,3,-2,2,3,2,4
KS,veryhigh,True,3,3,3,4,1,10
7S,mediumlow,True,2,2,3,4,1,9
8D,mediumHigh,False,3,1,1,4,1,6
7H,mediumlow,False,1,0,1,2,0,2
6H,mediumlow,False,4,2,5,2,0,10
3S,low,False,2,1,4,1,0,7
AD,veryhigh,False,2,4,1,3,0,10
9S,mediumHigh,True,4,3,1,3,0,9
8S,mediumHigh,True,3,2,1,3,0,8
8D,mediumHigh,False,1,1,1,1,0,5
6S,mediumlow,False,3,3,4,1,0,10
QC,high,False,1,2,4,-1,0,7
9H,mediumHigh,True,3,1,4,-1,0,6
2D,low,False,1,0,2,-2,0,2
4D,low,False,3,2,2,4,3,10
9C,mediumHigh,True,4,1,1,4,1,6
7C,mediumlow,True,2,0,0,3,0,2
KC,veryhigh,True,2,2,3,2,4,10
JH,high,False,1,1,3,2,4,9
7S,mediumlow,False,1,0,2,2,3,6
TH,high,False,3,2,2,3,1,10
AC,veryhigh,False,3,1,1,2,0,6
9H,mediumHigh,False,1,0,1,2,0,5
8H,mediumHigh,False,3,2,1,5,3,10
TC,high,False,2,1,0,4,2,6
5S,low,True,1,0,-1,3,2,3
9D,mediumHigh,False,1,3,3,2,0,10
TH,high,False,1,2,2,2,-1,7
4C,low,True,2,1,1,2,-1,5
5S,low,False,2,0,0,1,-1,2
8D,mediumHigh,False,4,1,4,4,2,10
2H,low,False,2,0,2,2,0,3
TD,high,False,3,4,0,2,5,10
TC,high,False,2,3,-2,2,5,7
JC,high,False,1,2,-2,2,4,5
9H,mediumHigh,True,2,1,-2,2,4,4
JH,high,True,1,0,-2,2,3,2
KS,veryhigh,False,4,2,3,3,0,10
5D,low,False,4,1,3,3,0,9
7S,mediumlow,False,2,0,2,2,-2,4
5H,low,True,3,2,2,2,5,10
JS,high,False,1,1,1,0,3,4
KH,veryhigh,True,1,0,1,0,3,3
9D,mediumHigh,False,2,-1,1,0,3,2
7H,mediumlow,False,2,3,2,2,2,10
6D,mediumlow,True,4,2,1,2,1,7
7D,mediumlow,True,3,1,0,2,1,5
4D,low,True,2,0,0,2,1,4
QD,high,True,1,-1,0,2,1,3
5S,low,False,1,-2,0,2,1,2
AS,veryhigh,False,3,4,3,0,2,10
KC,veryhigh,False,3,3,3,0,2,9
TH,high,True,2,2,3,0,2,8
9C,mediumHigh,False,2,1,3,0,2,7
3D,low,False,2,0,3,-1,2,5
KD,veryhigh,False,3,6,0,3,0,10
5H,low,True,5,5,0,3,0,9
7H,mediumlow,True,1,4,0,1,-2,4
KS,veryhigh,False,1,3,0,1,-2,3
AC,veryhigh,False,4,2,1,4,4,10
AS,veryhigh,False,4,1,1,4,4,9
7S,mediumlow,False,3,0,1,4,4,8
JH,high,False,2,3,4,1,3,10
