card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
KS,veryhigh,False,4,3,2,1,5,10
KC,veryhigh,False,2,2,2,1,5,9
2S,low,False,3,1,2,1,5,8
TH,high,True,1,0,2,0,4,5
9D,mediumHigh,False,4,1,6,2,0,10
7H,mediumlow,False,1,0,2,0,0,3
7H,mediumlow,False,4,3,2,2,5,10
9D,mediumHigh,True,3,2,2,1,3,6
5H,low,False,2,1,1,0,3,3
9D,mediumHigh,True,4,3,0,3,5,10
2D,low,True,3,2,-1,3,4,7
7H,mediumlow,False,1,1,-1,2,1,2
2H,low,False,3,2,4,4,1,10
9H,mediumHigh,False,2,1,4,4,0,8
5H,low,False,1,0,0,3,0,2
4D,low,False,5,3,4,0,5,10
QC,high,False,1,2,2,0,5,7
6H,mediumlow,True,2,1,2,0,5,6
3D,low,False,4,0,2,0,4,4
AC,veryhigh,False,5,2,2,5,0,10
3C,low,False,4,1,2,5,0,9
3H,low,True,1,0,2,3,-1,5
6S,mediumlow,True,5,3,4,1,0,10
8D,mediumHigh,False,2,2,4,-1,0,7
2S,low,True,2,1,3,-1,-2,3
7S,mediumlow,False,4,3,1,4,3,10
8S,mediumHigh,False,1,2,-3,2,2,2
6S,mediumlow,False,3,1,2,6,2,10
TS,high,False,1,3,1,2,5,10
JD,high,True,3,2,1,2,5,9
TH,high,False,3,1,1,2,5,8
QD,high,True,2,0,1,2,5,7
KH,veryhigh,False,2,-1,1,2,5,6
9H,mediumHigh,False,1,-2,1,2,5,5
4D,low,True,1,-3,1,2,5,4
KH,veryhigh,False,3,3,0,3,6,10
4S,low,True,2,2,0,3,6,9
9H,mediumHigh,False,2,1,-1,3,5,6
3D,low,False,1,0,-1,3,4,4
3S,low,True,3,2,5,2,0,10
AC,veryhigh,False,2,1,4,1,0,7
4H,low,False,3,0,4,1,0,6
AC,veryhigh,False,2,1,2,3,5,10
7D,mediumlow,False,5,0,2,3,5,9
7D,mediumlow,False,2,4,3,1,1,10
7H,mediumlow,True,3,3,2,0,1,7
AS,veryhigh,False,1,2,0,0,0,3
6D,mediumlow,False,1,1,0,0,0,2
5H,low,False,6,2,1,4,4,10
AC,veryhigh,False,1,1,0,4,4,8
TH,high,False,5,0,0,4,4,7
AH,veryhigh,False,2,5,1,2,1,10
3D,low,True,4,4,1,2,1,9
5D,low,True,2,3,1,1,1,7
TC,high,False,2,2,0,0,1,4
5D,low,False,4,1,4,1,3,10
4S,low,True,2,0,3,0,2,6
5H,low,False,2,1,6,1,0,10
6S,mediumlow,False,1,0,3,-1,-2,2
2S,low,False,3,0,4,5,2,10
JH,high,False,3,2,1,3,3,10
TC,high,True,2,1,1,3,3,9
9S,mediumHigh,False,3,0,1,3,3,8
3H,low,False,2,5,0,2,4,10
7S,mediumlow,True,5,4,0,2,3,8
AS,veryhigh,True,3,3,-2,1,2,3
TS,high,True,2,2,-2,1,2,2
QS,high,False,5,4,0,4,3,10
8S,mediumHigh,False,4,3,0,3,3,8
AS,veryhigh,False,2,2,-1,1,1,2
5H,low,True,3,3,0,4,5,10
AC,veryhigh,False,3,2,0,3,4,7
AS,veryhigh,False,2,1,0,3,4,6
9D,mediumHigh,False,2,0,0,3,4,5
3C,low,False,2,-1,0,3,4,4
KC,veryhigh,False,2,2,5,3,1,10
4H,low,False,2,1,5,3,1,9
4D,low,False,2,0,3,1,-1,2
QS,high,False,6,1,2,7,1,10
3S,low,False,5,0,2,7,1,9
3H,low,False,1,-1,0,6,1,5
TD,high,False,6,2,4,3,0,10
TS,high,False,2,1,4,3,0,9
8C,mediumHigh,True,1,0,4,1,0,6
7H,mediumlow,False,2,0,3,4,5,10
7C,mediumlow,False,3,-1,3,4,4,8
2S,low,False,3,-2,3,3,3,5
5C,low,False,3,1,1,4,5,10
AH,veryhigh,False,4,2,2,3,4,10
3C,low,False,2,1,2,3,4,9
2H,low,False,2,0,2,0,1,2
TC,high,False,3,2,1,4,2,10
