card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
QC,high,False,5,5,2,1,0,10
6C,mediumlow,False,4,4,2,1,0,9
AS,veryhigh,False,1,3,2,-1,0,6
KC,veryhigh,False,3,2,2,-1,0,5
3C,low,False,2,1,2,-1,0,4
TD,high,True,1,0,1,-1,0,2
JS,high,False,4,2,3,4,0,10
AS,veryhigh,False,2,1,1,2,-2,3
2S,low,True,3,2,3,1,6,10
QD,high,False,3,1,0,0,5,4
2D,low,False,2,0,0,0,5,3
KC,veryhigh,True,4,5,2,1,1,10
KD,veryhigh,False,4,4,2,1,1,9
AC,veryhigh,True,2,3,1,-1,-1,3
8C,mediumHigh,True,1,2,1,-1,-1,2
QH,high,False,4,2,3,2,4,10
8H,mediumHigh,False,3,1,3,2,4,9
4C,low,False,1,0,0,0,3,2
KD,veryhigh,False,3,5,5,0,1,10
QC,high,False,3,4,5,0,1,9
2C,low,False,2,3,4,0,1,7
TH,high,True,2,2,3,-2,0,2
6D,mediumlow,True,4,2,4,4,1,10
TD,high,False,2,3,3,3,0,10
2H,low,True,2,2,3,3,-2,7
KS,veryhigh,False,2,1,3,2,-2,5
3C,low,False,2,0,2,2,-2,3
9C,mediumHigh,False,4,4,2,3,0,10
AC,veryhigh,False,3,3,1,2,0,7
QD,high,True,3,2,1,2,0,6
QH,high,False,1,1,1,2,0,5
KC,veryhigh,False,2,0,1,2,0,4
8D,mediumHigh,True,2,-1,1,2,0,3
TC,high,False,1,-2,1,2,0,2
JC,high,True,3,1,2,5,3,10
6C,mediumlow,True,2,0,2,5,3,9
3H,low,False,3,-1,2,3,3,6
4H,low,False,2,-2,2,3,2,4
9H,mediumHigh,False,5,0,7,1,4,10
TH,high,False,4,-1,7,1,4,9
7H,mediumlow,False,2,-2,5,0,3,4
6H,mediumlow,False,3,1,5,1,4,10
JH,high,False,4,1,5,2,3,10
7H,mediumlow,False,3,0,4,2,2,7
AS,veryhigh,False,1,2,5,1,3,10
2D,low,False,5,1,5,1,3,9
4D,low,False,3,0,5,1,1,6
2C,low,True,4,2,2,3,2,10
6S,mediumlow,False,1,1,0,-1,1,2
AH,veryhigh,False,5,1,3,4,1,10
7D,mediumlow,False,5,0,3,4,1,9
3H,low,False,3,2,4,0,5,10
2D,low,False,4,1,2,0,5,7
JD,high,False,2,0,1,-1,4,3
8H,mediumHigh,False,2,1,2,7,1,10
6S,mediumlow,False,3,0,2,4,0,5
8C,mediumHigh,False,4,2,3,1,5,10
7C,mediumlow,False,3,1,3,-1,3,5
6C,mediumlow,False,3,1,6,2,0,10
8C,mediumHigh,False,2,0,5,2,0,8
8D,mediumHigh,False,1,3,1,2,5,10
9H,mediumHigh,False,2,2,1,2,4,8
5C,low,True,3,1,1,2,4,7
4S,low,True,3,4,1,2,2,10
KD,veryhigh,False,1,3,-1,1,2,6
KC,veryhigh,False,2,2,-1,1,2,5
5H,low,False,1,1,-1,1,2,4
QH,high,False,4,1,3,3,4,10
TD,high,False,4,2,3,2,4,10
5H,low,False,3,1,3,2,4,9
4C,low,True,2,0,3,2,4,8
KH,veryhigh,False,4,5,2,1,1,10
AC,veryhigh,True,4,4,2,1,1,9
JC,high,True,3,3,2,1,1,8
3H,low,False,3,2,2,-2,1,4
8H,mediumHigh,False,2,1,2,-2,0,2
AC,veryhigh,False,3,2,3,4,2,10
8D,mediumHigh,False,4,1,3,4,2,9
8H,mediumHigh,True,2,0,3,3,2,7
8H,mediumHigh,False,3,1,1,5,4,10
9C,mediumHigh,True,3,0,0,5,4,8
3C,low,True,1,-1,-1,4,1,2
AH,veryhigh,False,5,3,0,5,1,10
KH,veryhigh,False,4,2,0,5,1,9
2S,low,True,2,1,0,5,1,8
8C,mediumHigh,False,2,0,0,5,-1,5
AS,veryhigh,False,4,1,2,3,3,10
3D,low,False,3,0,2,3,3,9
5H,low,False,4,1,3,3,2,10
2H,low,False,3,0,3,2,2,8
5S,low,False,2,1,5,0,5,10
5C,low,False,2,0,5,0,4,8
6H,mediumlow,False,2,4,3,0,2,10
AC,veryhigh,False,2,3,1,-1,1,5
3C,low,False,1,2,1,-1,1,4
2S,low,True,2,1,0,-1,1,2
KD,veryhigh,True,2,2,4,6,0,10
8C,mediumHigh,False,3,1,4,6,0,9
3D,low,False,3,3,4,2,0,10
TD,high,False,1,2,3,1,-2,5
2S,low,False,1,1,3,1,-2,4
JH,high,False,4,5,0,1,5,10
QD,high,True,3,4,-1,0,4,6
8H,mediumHigh,False,1,3,-1,0,4,5
TD,high,True,2,2,-1,0,4,4
2S,low,False,2,1,-1,0,4,3
7C,mediumlow,False,3,2,5,1,0,10
AD,veryhigh,False,3,1,3,0,0,6
5C,low,False,2,0,3,0,0,5
9D,mediumHigh,False,3,1,1,4,6,10
2H,low,False,3,0,1,3,6,8
QS,high,False,1,-1,1,2,6,6
AC,veryhigh,True,2,-2,1,2,6,5
4H,low,False,2,-3,1,2,6,4
AS,veryhigh,False,5,3,1,3,4,10
3C,low,False,3,2,1,3,4,9
AC,veryhigh,False,2,1,1,3,3,7
4S,low,False,3,0,0,2,2,3
AS,veryhigh,False,5,3,1,2,5,10
TH,high,True,2,2,1,2,5,9
KS,veryhigh,False,3,1,0,0,5,5
3H,low,True,1,0,0,0,5,4
3C,low,False,2,4,2,1,2,10
AC,veryhigh,False,1,3,1,0,1,6
8H,mediumHigh,False,3,2,1,0,1,5
