winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
4,156,137,124,156,169,4,"[16, 0, 10, 12, 12]","[0, 12, 11, 0, 10]","[11, 11, 12, 0, 12]","[12, 11, 0, 11, 12]","[12, 10, 10, 0, 13]","[10, 11, 0, 11, 0]","[0, 10, 10, 0, 0]","[11, 0, 10, 11, 10]","[10, 10, 0, 11, 11]","[10, 10, 11, 0, 10]","[10, 11, 10, 0, 10]","[10, 11, 10, 0, 11]","[11, 0, 11, 10, 11]","[0, 0, 10, 0, 11]","[10, 11, 0, 12, 12]","[0, 12, 10, 12, 0]","[0, 0, 12, 11, 0]","[12, 14, 0, 10, 12]","[11, 12, 0, 13, 12]"
0,163,146,114,165,128,0,"[14, 0, 12, 0, 0]","[0, 12, 13, 0, 10]","[12, 11, 0, 13, 10]","[10, 12, 14, 10, 0]","[12, 0, 13, 10, 11]","[11, 11, 11, 0, 12]","[10, 11, 0, 13, 10]","[11, 11, 11, 10, 0]","[10, 11, 0, 0, 0]","[10, 10, 10, 10, 0]","[10, 11, 10, 0, 10]","[11, 0, 10, 0, 0]","[0, 0, 0, 11, 10]","[11, 11, 0, 11, 10]","[0, 12, 11, 12, 10]","[11, 14, 10, 0, 11]","[11, 13, 11, 0, 12]","[11, 0, 0, 0, 0]","[0, 13, 10, 14, 12]"
3,133,179,194,137,98,1,"[12, 0, 0, 12, 12]","[11, 13, 11, 11, 0]","[11, 0, 12, 11, 11]","[0, 13, 10, 12, 0]","[10, 0, 11, 11, 12]","[10, 0, 10, 13, 10]","[11, 0, 0, 11, 0]","[10, 11, 10, 0, 11]","[10, 0, 10, 10, 0]","[0, 10, 10, 11, 10]","[10, 0, 11, 11, 10]","[10, 10, 10, 10, 0]","[0, 11, 11, 11, 11]","[10, 13, 11, 11, 0]","[11, 10, 11, 13, 0]","[0, 0, 10, 12, 0]","[11, 12, 10, 12, 0]","[0, 16, 10, 12, 11]","[0, 14, 11, 0, 0]"
2,154,176,143,135,167,2,"[12, 0, 11, 12, 13]","[0, 11, 13, 0, 11]","[13, 11, 10, 13, 0]","[0, 13, 11, 11, 10]","[0, 0, 0, 11, 12]","[0, 10, 10, 10, 11]","[11, 10, 12, 0, 11]","[10, 10, 10, 11, 0]","[0, 10, 11, 10, 11]","[10, 0, 10, 10, 10]","[10, 10, 12, 0, 10]","[11, 11, 10, 10, 0]","[0, 10, 0, 0, 10]","[0, 12, 12, 0, 10]","[10, 0, 11, 10, 14]","[11, 10, 11, 0, 11]","[13, 0, 11, 12, 10]","[14, 12, 11, 12, 0]","[10, 14, 0, 11, 13]"
4,141,128,131,136,145,3,"[0, 0, 13, 12, 0]","[0, 0, 0, 11, 13]","[12, 10, 11, 0, 12]","[10, 11, 0, 12, 13]","[0, 11, 0, 10, 0]","[11, 12, 10, 0, 0]","[10, 0, 11, 10, 10]","[10, 10, 0, 10, 0]","[0, 10, 10, 11, 10]","[10, 10, 10, 0, 10]","[0, 10, 10, 10, 10]","[10, 0, 10, 12, 11]","[12, 11, 10, 10, 0]","[12, 0, 10, 0, 0]","[0, 11, 0, 10, 10]","[0, 12, 0, 13, 11]","[12, 11, 12, 0, 10]","[12, 12, 11, 0, 12]","[15, 0, 0, 0, 13]"
2,126,167,99,124,146,4,"[12, 0, 0, 0, 12]","[14, 10, 13, 0, 10]","[11, 0, 11, 0, 12]","[0, 10, 11, 13, 11]","[0, 0, 13, 0, 12]","[11, 0, 10, 0, 10]","[11, 11, 10, 0, 12]","[10, 0, 0, 10, 0]","[10, 11, 11, 0, 10]","[11, 10, 10, 0, 10]","[10, 11, 11, 10, 0]","[0, 0, 10, 10, 0]","[0, 10, 11, 10, 10]","[0, 11, 0, 11, 10]","[12, 10, 11, 12, 0]","[12, 10, 14, 11, 0]","[0, 0, 11, 12, 0]","[0, 12, 10, 0, 15]","[0, 10, 0, 0, 12]"
0,143,157,121,164,104,0,"[0, 13, 12, 11, 0]","[14, 0, 13, 12, 10]","[10, 0, 0, 10, 0]","[11, 11, 0, 0, 11]","[12, 11, 13, 10, 0]","[10, 11, 10, 0, 10]","[10, 0, 10, 11, 11]","[11, 11, 11, 0, 10]","[10, 11, 10, 0, 11]","[10, 10, 11, 10, 0]","[10, 10, 0, 10, 10]","[10, 0, 0, 10, 10]","[10, 10, 0, 13, 10]","[10, 13, 10, 11, 0]","[0, 11, 11, 0, 0]","[0, 11, 11, 0, 11]","[13, 0, 12, 0, 0]","[13, 10, 11, 13, 0]","[0, 0, 12, 0, 0]"
1,172,107,114,127,152,1,"[0, 16, 0, 11, 13]","[0, 0, 0, 0, 0]","[0, 13, 11, 11, 11]","[11, 0, 0, 0, 10]","[11, 0, 0, 0, 10]","[0, 10, 10, 0, 0]","[10, 12, 0, 10, 12]","[11, 11, 10, 0, 10]","[10, 11, 10, 0, 11]","[10, 10, 10, 11, 0]","[10, 11, 11, 0, 10]","[10, 11, 0, 10, 10]","[10, 11, 12, 0, 11]","[0, 10, 0, 10, 0]","[11, 11, 12, 0, 10]","[11, 0, 10, 13, 12]","[0, 11, 0, 11, 0]","[0, 11, 11, 14, 12]","[12, 13, 0, 13, 10]"
0,130,145,110,167,159,2,"[11, 0, 13, 13, 11]","[11, 0, 12, 0, 0]","[13, 0, 0, 0, 12]","[10, 11, 13, 0, 12]","[11, 10, 0, 0, 11]","[0, 11, 10, 10, 10]","[13, 0, 10, 11, 10]","[10, 10, 12, 0, 10]","[12, 10, 10, 10, 0]","[10, 10, 10, 0, 10]","[10, 0, 10, 0, 10]","[10, 11, 10, 0, 11]","[10, 0, 10, 11, 10]","[12, 10, 0, 11, 10]","[0, 11, 0, 12, 0]","[0, 0, 0, 11, 11]","[13, 13, 0, 10, 10]","[0, 10, 14, 11, 11]","[11, 13, 11, 0, 0]"
0,114,153,152,161,138,3,"[11, 0, 13, 0, 10]","[11, 0, 11, 12, 10]","[10, 12, 12, 0, 11]","[0, 14, 0, 11, 0]","[10, 11, 11, 13, 0]","[11, 11, 10, 0, 13]","[0, 0, 11, 11, 11]","[10, 10, 0, 0, 11]","[10, 12, 10, 0, 10]","[10, 0, 10, 10, 10]","[10, 0, 10, 0, 10]","[11, 10, 10, 12, 0]","[10, 0, 10, 12, 10]","[10, 13, 11, 10, 0]","[11, 0, 0, 11, 0]","[0, 11, 14, 11, 10]","[0, 0, 0, 14, 11]","[14, 0, 10, 11, 0]","[12, 10, 0, 14, 11]"
2,131,172,155,120,120,4,"[0, 10, 11, 10, 0]","[12, 0, 13, 11, 13]","[0, 0, 0, 13, 11]","[10, 12, 0, 12, 0]","[0, 0, 11, 11, 11]","[0, 11, 0, 0, 10]","[11, 11, 12, 10, 0]","[12, 0, 10, 11, 10]","[10, 10, 10, 0, 11]","[10, 10, 10, 0, 10]","[11, 10, 10, 10, 0]","[0, 10, 11, 10, 12]","[12, 10, 11, 0, 10]","[0, 11, 12, 10, 12]","[11, 12, 0, 11, 0]","[10, 0, 12, 0, 0]","[11, 0, 11, 14, 10]","[0, 0, 15, 11, 0]","[0, 14, 13, 11, 0]"
4,95,141,107,154,185,0,"[12, 12, 0, 12, 12]","[11, 10, 0, 0, 0]","[13, 0, 0, 11, 11]","[12, 0, 0, 0, 12]","[11, 0, 10, 0, 0]","[0, 0, 12, 0, 12]","[10, 0, 10, 10, 12]","[10, 10, 0, 10, 12]","[11, 11, 10, 0, 10]","[0, 10, 10, 10, 10]","[10, 10, 10, 11, 0]","[11, 0, 11, 11, 10]","[10, 0, 11, 10, 13]","[10, 10, 11, 0, 12]","[0, 0, 11, 0, 11]","[0, 0, 0, 11, 11]","[0, 10, 12, 11, 12]","[12, 12, 12, 0, 13]","[11, 0, 11, 0, 12]"
4,151,102,132,95,157,1,"[10, 15, 0, 0, 0]","[11, 12, 0, 13, 11]","[0, 0, 11, 0, 15]","[0, 10, 13, 0, 13]","[10, 0, 0, 11, 0]","[0, 0, 0, 11, 10]","[0, 10, 11, 10, 11]","[0, 0, 0, 10, 10]","[10, 10, 10, 0, 10]","[0, 10, 10, 11, 10]","[10, 0, 11, 0, 0]","[10, 12, 0, 11, 10]","[0, 11, 0, 10, 10]","[0, 11, 10, 0, 0]","[0, 13, 0, 0, 11]","[12, 0, 13, 10, 12]","[0, 10, 0, 13, 11]","[12, 12, 13, 11, 0]","[10, 15, 0, 11, 13]"
4,86,125,91,170,179,2,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 11]","[11, 0, 10, 0, 12]","[10, 0, 0, 0, 11]","[12, 0, 11, 10, 13]","[10, 0, 12, 0, 12]","[12, 0, 10, 10, 10]","[10, 11, 0, 10, 10]","[0, 11, 11, 10, 10]","[10, 0, 10, 10, 10]","[10, 0, 0, 0, 11]","[0, 11, 0, 0, 10]","[11, 10, 11, 10, 0]","[13, 10, 11, 0, 10]","[10, 11, 0, 11, 12]","[11, 0, 0, 0, 13]","[12, 10, 13, 0, 13]","[14, 0, 14, 10, 11]","[14, 12, 12, 10, 0]"
0,113,101,164,175,134,3,"[13, 0, 0, 11, 0]","[13, 0, 10, 12, 11]","[12, 11, 12, 13, 0]","[10, 15, 0, 10, 0]","[11, 0, 0, 13, 10]","[10, 14, 10, 11, 0]","[0, 0, 0, 10, 10]","[0, 0, 10, 0, 10]","[10, 11, 10, 0, 10]","[10, 10, 0, 10, 10]","[10, 10, 0, 10, 10]","[10, 10, 12, 10, 0]","[11, 0, 10, 10, 13]","[10, 11, 0, 10, 14]","[12, 10, 0, 11, 12]","[0, 0, 13, 0, 11]","[10, 0, 0, 13, 0]","[11, 11, 0, 0, 0]","[12, 0, 14, 10, 13]"
1,176,145,149,143,128,4,"[13, 12, 14, 10, 0]","[10, 0, 0, 0, 11]","[10, 12, 13, 10, 0]","[0, 12, 11, 10, 13]","[0, 12, 10, 11, 0]","[11, 12, 0, 10, 10]","[10, 13, 0, 11, 10]","[10, 10, 0, 11, 11]","[11, 10, 0, 11, 10]","[10, 0, 10, 10, 10]","[0, 10, 11, 10, 11]","[0, 10, 10, 12, 10]","[10, 0, 11, 11, 0]","[0, 12, 12, 0, 10]","[13, 10, 10, 0, 0]","[12, 10, 0, 10, 10]","[0, 10, 11, 0, 0]","[12, 10, 12, 12, 0]","[11, 11, 10, 0, 12]"
