card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
8D,mediumHigh,False,3,1,4,1,5,10
7C,mediumlow,False,2,0,3,-2,3,3
6S,mediumlow,False,2,1,3,5,0,10
3D,low,False,3,0,3,2,-2,4
3D,low,False,5,1,1,4,5,10
QS,high,False,1,0,-1,4,5,7
8D,mediumHigh,False,4,-1,-1,3,5,5
7D,mediumlow,False,3,-2,-1,3,4,3
AD,veryhigh,False,2,3,2,2,2,10
TS,high,False,5,2,2,2,2,9
6D,mediumlow,False,1,1,2,1,1,6
3S,low,False,3,0,1,1,0,3
KS,veryhigh,False,3,4,3,3,1,10
AC,veryhigh,False,3,3,3,3,1,9
JH,high,True,3,2,3,3,1,8
TS,high,False,2,1,2,2,1,5
3S,low,True,1,1,3,3,4,10
3D,low,False,3,0,3,3,2,7
AS,veryhigh,False,3,3,1,2,5,10
3S,low,False,2,2,1,2,5,9
KD,veryhigh,False,4,2,3,2,2,10
6S,mediumlow,False,1,1,3,2,2,9
7H,mediumlow,True,3,2,0,6,4,10
AS,veryhigh,False,2,1,0,1,2,2
6D,mediumlow,True,4,3,1,3,2,10
KD,veryhigh,True,2,2,-3,2,0,2
KH,veryhigh,False,4,2,2,4,0,10
QS,high,False,3,1,2,4,0,9
8H,mediumHigh,False,3,0,2,4,0,8
5H,low,False,2,-1,1,3,0,5
AC,veryhigh,False,3,3,3,2,4,10
KS,veryhigh,False,2,2,3,2,4,9
4C,low,False,2,1,3,2,4,8
6C,mediumlow,False,3,2,6,1,0,10
AS,veryhigh,False,2,1,6,0,0,8
7H,mediumlow,True,2,0,6,0,0,7
AC,veryhigh,False,3,1,4,1,5,10
5D,low,False,3,0,4,1,5,9
QC,high,False,2,1,2,4,5,10
6H,mediumlow,True,4,5,1,2,0,10
KS,veryhigh,False,1,4,0,1,-1,6
AH,veryhigh,True,3,3,0,1,-1,5
KH,veryhigh,True,2,2,0,1,-1,4
5C,low,False,2,1,0,1,-1,3
JH,high,True,1,0,0,1,-1,2
KH,veryhigh,False,3,3,1,3,5,10
9S,mediumHigh,False,5,2,1,3,5,9
6H,mediumlow,False,2,1,1,2,5,7
6S,mediumlow,False,4,0,1,1,5,5
AD,veryhigh,False,4,3,1,4,4,10
6C,mediumlow,False,2,2,1,4,4,9
7H,mediumlow,False,2,1,1,3,4,7
AC,veryhigh,False,1,4,4,0,1,10
9H,mediumHigh,True,4,3,4,0,1,9
KS,veryhigh,False,3,2,1,0,1,5
