card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
5H,low,True,4,4,1,3,1,10
4D,low,False,2,3,0,2,1,7
4H,low,True,2,2,0,-1,1,3
KS,veryhigh,False,1,1,0,-1,1,2
JH,high,True,4,5,1,2,1,10
TH,high,True,3,4,0,1,0,6
QH,high,True,2,3,0,1,0,5
9C,mediumHigh,False,2,2,0,1,0,4
TC,high,False,1,1,0,0,0,2
4D,low,True,4,3,3,0,5,10
6D,mediumlow,True,3,2,3,0,4,8
TD,high,True,2,1,1,-1,3,3
TH,high,True,2,3,3,0,2,10
AD,veryhigh,False,2,2,3,0,2,9
4C,low,False,5,1,3,0,2,8
3H,low,True,1,0,3,-1,1,5
AD,veryhigh,False,3,2,3,3,1,10
5S,low,True,2,1,3,3,1,9
4C,low,False,3,0,3,2,1,7
QH,high,True,3,1,4,6,0,10
2H,low,True,2,0,4,6,0,9
7S,mediumlow,False,2,3,2,2,4,10
QS,high,False,1,2,2,1,2,6
2D,low,True,2,1,2,1,2,5
2D,low,False,4,1,5,2,1,10
5S,low,False,2,0,3,1,-3,2
KD,veryhigh,False,2,3,2,3,0,10
AC,veryhigh,False,5,2,2,3,0,9
7C,mediumlow,False,4,1,2,3,0,8
9C,mediumHigh,False,3,0,2,3,0,7
QC,high,False,2,-1,0,3,0,4
JS,high,False,3,3,2,2,2,10
7D,mediumlow,False,3,2,2,2,2,9
2D,low,False,2,1,2,2,1,7
3H,low,True,1,0,1,1,1,4
QD,high,False,4,4,4,0,1,10
KD,veryhigh,False,3,3,4,0,1,9
5C,low,False,3,2,4,0,1,8
6S,mediumlow,True,2,1,3,0,1,6
7D,mediumlow,False,2,0,2,0,1,4
9C,mediumHigh,False,2,-1,2,0,1,3
AC,veryhigh,False,5,2,5,1,0,10
TS,high,False,1,1,5,1,0,9
KH,veryhigh,False,4,3,1,5,2,10
6H,mediumlow,False,2,2,0,5,1,7
8H,mediumHigh,False,1,1,0,5,1,6
KS,veryhigh,False,5,3,6,0,0,10
6C,mediumlow,False,3,2,6,0,0,9
KH,veryhigh,True,1,1,5,0,-1,6
JH,high,False,3,3,4,0,5,10
TC,high,True,1,2,2,0,2,4
8H,mediumHigh,False,1,1,2,0,2,3
9S,mediumHigh,False,2,3,0,3,5,10
KC,veryhigh,False,3,2,-1,1,5,6
QC,high,False,1,1,-2,-1,5,2
3H,low,False,4,1,5,0,5,10
8D,mediumHigh,False,3,3,4,1,3,10
6H,mediumlow,False,4,2,4,0,3,8
