gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer,aggressiveness
0,0,7,500,1.3,True,1000,False,10,0,0,3,normal
0,1,7,500,1.3,True,1000,False,14,4,4,3,normal
0,2,7,500,1.3,True,1000,False,13,3,3,3,normal
0,3,7,500,1.3,True,1000,False,0,0,1,3,normal
1,0,7,500,1.3,True,1000,False,10,0,0,1,normal
1,1,7,500,1.3,True,1000,False,0,0,1,1,normal
1,2,7,500,1.3,True,1000,False,15,5,5,1,normal
1,3,7,500,1.3,True,1000,False,0,2,0,1,normal
2,0,7,500,1.3,True,1000,False,0,1,2,0,normal
2,1,7,500,1.3,True,1000,False,10,0,0,0,normal
2,2,7,500,1.3,True,1000,False,0,5,3,0,normal
2,3,7,500,1.3,True,1000,False,11,1,1,0,normal
3,0,7,500,1.3,True,1000,False,0,2,1,1,normal
3,1,7,500,1.3,True,1000,False,0,0,1,1,normal
3,2,7,500,1.3,True,1000,False,0,2,1,1,normal
3,3,7,500,1.3,True,1000,False,13,3,3,1,normal
4,0,7,500,1.3,True,1000,False,0,2,1,1,normal
4,1,7,500,1.3,True,1000,False,0,2,3,1,normal
4,2,7,500,1.3,True,1000,False,11,1,1,1,normal
4,3,7,500,1.3,True,1000,False,0,2,3,1,normal
5,0,7,500,1.3,True,1000,False,14,4,4,2,normal
5,1,7,500,1.3,True,1000,False,0,2,3,2,normal
5,2,7,500,1.3,True,1000,False,11,1,1,2,normal
5,3,7,500,1.3,True,1000,False,10,0,0,2,normal
6,0,7,500,1.3,True,1000,False,0,4,3,0,normal
6,1,7,500,1.3,True,1000,False,0,0,1,0,normal
6,2,7,500,1.3,True,1000,False,0,1,2,0,normal
6,3,7,500,1.3,True,1000,False,12,2,2,0,normal
7,0,7,500,1.3,True,1000,False,0,0,1,2,normal
7,1,7,500,1.3,True,1000,False,0,3,4,2,normal
7,2,7,500,1.3,True,1000,False,14,4,4,2,normal
7,3,7,500,1.3,True,1000,False,10,0,0,2,normal
8,0,7,500,1.3,True,1000,False,0,1,2,1,normal
8,1,7,500,1.3,True,1000,False,0,3,4,1,normal
8,2,7,500,1.3,True,1000,False,0,3,2,1,normal
8,3,7,500,1.3,True,1000,False,10,0,0,1,normal
9,0,7,500,1.3,True,1000,False,13,3,3,3,normal
9,1,7,500,1.3,True,1000,False,12,2,2,3,normal
9,2,7,500,1.3,True,1000,False,0,1,0,3,normal
9,3,7,500,1.3,True,1000,False,0,1,0,3,normal
10,0,7,500,1.3,True,1000,False,13,3,3,0,normal
10,1,7,500,1.3,True,1000,False,10,0,0,0,normal
10,2,7,500,1.3,True,1000,False,13,3,3,0,normal
10,3,7,500,1.3,True,1000,False,0,1,2,0,normal
11,0,7,500,1.3,True,1000,False,0,1,0,3,normal
11,1,7,500,1.3,True,1000,False,13,3,3,3,normal
11,2,7,500,1.3,True,1000,False,11,1,1,3,normal
11,3,7,500,1.3,True,1000,False,12,2,2,3,normal
12,0,7,500,1.3,True,1000,False,0,0,1,3,normal
12,1,7,500,1.3,True,1000,False,0,4,3,3,normal
12,2,7,500,1.3,True,1000,False,0,3,4,3,normal
12,3,7,500,1.3,True,1000,False,10,0,0,3,normal
13,0,7,500,1.3,True,1000,False,10,0,0,2,normal
13,1,7,500,1.3,True,1000,False,11,1,1,2,normal
13,2,7,500,1.3,True,1000,False,12,2,2,2,normal
13,3,7,500,1.3,True,1000,False,0,4,3,2,normal
14,0,7,500,1.3,True,1000,False,0,2,1,0,normal
14,1,7,500,1.3,True,1000,False,12,2,2,0,normal
14,2,7,500,1.3,True,1000,False,0,1,2,0,normal
14,3,7,500,1.3,True,1000,False,0,2,1,0,normal
15,0,7,500,1.3,True,1000,False,10,0,0,1,normal
15,1,7,500,1.3,True,1000,False,10,0,0,1,normal
15,2,7,500,1.3,True,1000,False,0,2,1,1,normal
15,3,7,500,1.3,True,1000,False,15,5,5,1,normal
16,0,7,500,1.3,True,1000,False,11,1,1,2,normal
16,1,7,500,1.3,True,1000,False,0,1,3,2,normal
16,2,7,500,1.3,True,1000,False,11,1,1,2,normal
16,3,7,500,1.3,True,1000,False,0,4,1,2,normal
17,0,7,500,1.3,True,1000,False,11,1,1,3,normal
